k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.065985173155262, 1.379663408167592, -0.2943981249922644, 1.0359743015738725, 1.1569588502111336, 1.5972300477156187, 1.198721779972135, 1.5854289800311008]|131.8243103027343750|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.065985173155262, 1.379663408167592, -0.2943981249922644, 1.0359743015738725, 1.1569588502111336, 1.5972300477156187, 1.198721779972135, 1.5854289800311008]|131.8243103027343750|      1.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.065985173155262, 1.379663408167592, -0.2943981249922644, 1.0359743015738725, 1.1569588502111336, 1.5972300477156187, 1.198721779972135, 1.5854289800311008]|131.8243103027343750|      0.50000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.0199205661227502, 1.2687821142668758, -0.3157555256421445, 0.8457591833425059, 1.1759784097535748, 1.473593406792197, 1.2108912609924818, 1.1574691665167582]| 72.9794845581054688|      1.00000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[0.0199205661227502, 1.2687821142668758, -0.3157555256421445, 0.8457591833425059, 1.1759784097535748, 1.473593406792197, 1.2108912609924818, 1.1574691665167582]| 72.9794845581054688|      0.50000000|[141, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.0199205661227502, 1.2687821142668758, -0.3157555256421445, 0.8457591833425059, 1.1759784097535748, 1.473593406792197, 1.2108912609924818, 1.1574691665167582]| 72.9794845581054688|      0.25000000|[169, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.0629892858263438, 1.332922295388087, -0.3360711601971583, 0.9399274931569371, 1.2090343417235345, 1.5899593593513728, 1.2085486024844871, 1.3380557367977732]| 56.4705429077148438|      0.50000000|[197, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[0.0629892858263438, 1.332922295388087, -0.3360711601971583, 0.9399274931569371, 1.2090343417235345, 1.5899593593513728, 1.2085486024844871, 1.3380557367977732]| 56.4705429077148438|      0.25000000|[225, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.0629892858263438, 1.332922295388087, -0.3360711601971583, 0.9399274931569371, 1.2090343417235345, 1.5899593593513728, 1.2085486024844871, 1.3380557367977732]| 56.4705429077148438|      0.12500000|[253, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.0112983458456562, 1.3403980393202752, -0.3540139651387855, 0.8743389024267354, 1.2203057290047534, 1.5588105486417734, 1.2578764431701694, 1.2945112181587908]| 55.1536445617675781|      0.25000000|[281, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      11|[-0.0112983458456562, 1.3403980393202752, -0.3540139651387855, 0.8743389024267354, 1.2203057290047534, 1.5588105486417734, 1.2578764431701694, 1.2945112181587908]| 55.1536445617675781|      0.12500000|[309, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[-0.0112983458456562, 1.3403980393202752, -0.3540139651387855, 0.8743389024267354, 1.2203057290047534, 1.5588105486417734, 1.2578764431701694, 1.2945112181587908]| 55.1536445617675781|      0.06250000|[337, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[-0.0366147896720572, 1.3429405931706246, -0.3521963364602783, 0.855526638221281, 1.2037309231301314, 1.5881262676757208, 1.2759784432135695, 1.3324564425687742]| 52.9979667663574219|      0.12500000|[365, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[-0.0700697548655548, 1.303004591585995, -0.4037864811822078, 0.887856671682788, 1.2769265870359792, 1.597760463268498, 1.3309548555136346, 1.3594985973748925]| 50.7181777954101562|      0.25000000|[393, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[-0.0700697548655548, 1.303004591585995, -0.4037864811822078, 0.887856671682788, 1.2769265870359792, 1.597760463268498, 1.3309548555136346, 1.3594985973748925]| 50.7181777954101562|      0.12500000|[421, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[-0.0700697548655548, 1.303004591585995, -0.4037864811822078, 0.887856671682788, 1.2769265870359792, 1.597760463268498, 1.3309548555136346, 1.3594985973748925]| 50.7181777954101562|      0.06250000|[449, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
