k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0]                                                                 |  6.5000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.742278964588404, 0.3358374984913457, 1.0889388009776046]                     |  0.9632284045219421|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.742278964588404, 0.3358374984913457, 1.0889388009776046]                     |  0.9632284045219421|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.742278964588404, 0.3358374984913457, 1.0889388009776046]                     |  0.9632284045219421|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.742278964588404, 0.3358374984913457, 1.0889388009776046]                     |  0.9632284045219421|      0.25000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.742278964588404, 0.3358374984913457, 1.0889388009776046]                     |  0.9632284045219421|      0.12500000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.854254426846546, 0.3640766067800285, 1.0410947980604628]                     |  0.7771105170249939|      0.25000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.854254426846546, 0.3640766067800285, 1.0410947980604628]                     |  0.7771105170249939|      0.12500000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.967985438462885, 0.3234653539930835, 1.0733590684504621]                     |  0.7061666250228882|      0.25000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[1.967985438462885, 0.3234653539930835, 1.0733590684504621]                     |  0.7061666250228882|      0.12500000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.967985438462885, 0.3234653539930835, 1.0733590684504621]                     |  0.7061666250228882|      0.06250000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.9970031680516498, 0.2940975295246119, 1.0264362354637129]                    |  0.6236726045608521|      0.12500000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[1.9970031680516498, 0.2940975295246119, 1.0264362354637129]                    |  0.6236726045608521|      0.06250000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.9983367263815035, 0.2440380845773629, 0.9890393961085718]                    |  0.5510457754135132|      0.12500000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[2.0762447343320365, 0.1476424058234505, 0.9728154812064221]                    |  0.5133697986602783|      0.25000000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[2.0762447343320365, 0.1476424058234505, 0.9728154812064221]                    |  0.5133697986602783|      0.12500000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
