k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.12500000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0289014982833211, 0.0007711057762487, 0.0730996356014461]                    |  0.0054720096281481|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[0.0289014982833211, 0.0007711057762487, 0.0730996356014461]                    |  0.0054720096281481|      0.12500000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.0289014982833211, 0.0007711057762487, 0.0730996356014461]                    |  0.0054720096281481|      0.06250000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.0289014982833211, 0.0007711057762487, 0.0730996356014461]                    |  0.0054720096281481|      0.03125000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0289014982833211, 0.0007711057762487, 0.0730996356014461]                    |  0.0054720096281481|      0.01562500|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.0383867322291758, 0.0131692481001248, 0.0737756747344248]                    |  0.0023804256875275|      0.03125000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[0.0383867322291758, 0.0131692481001248, 0.0737756747344248]                    |  0.0023804256875275|      0.01562500|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0383867322291758, 0.0131692481001248, 0.0737756747344248]                    |  0.0023804256875275|      0.00781250|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.0431059597861221, 0.0193681409714065, 0.0743568586004525]                    |  0.0021177745188407|      0.01562500|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      13|[0.0431059597861221, 0.0193681409714065, 0.0743568586004525]                    |  0.0021177745188407|      0.00781250|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[0.0431059597861221, 0.0193681409714065, 0.0743568586004525]                    |  0.0021177745188407|      0.00390625|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[0.0395668941526198, 0.0186718823580664, 0.072857182819621]                     |  0.0021016445260261|      0.00781250|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
