k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[55, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[109, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[100.07731677169548, 0.018008645994755, 0.2604489704908433, 0.8915528939867734, 99.99828471982659, 0.0058000593335333, 0.2078778613547057, 0.8369104865705448, 99.95333645303708, -0.0044732315380632, 0.3327904190593305, 0.7940910258261074, 99.97752582215855, 0.1962298468949877, 0.3559363294501793, 0.5647888553955097, 99.94190992429105, 0.2754586799167887, 0.3912317315456741, 0.2801483571187489, 99.95230285378567, 0.6335297677015834, 0.6378378911334164, 0.0318503560148532, 299.9332813322218, 299.9628811588406, 300.0372745639537, 299.9653116812121, 299.9875985365495]|536.7767333984375000|      0.50000000|[137, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[100.07731677169548, 0.018008645994755, 0.2604489704908433, 0.8915528939867734, 99.99828471982659, 0.0058000593335333, 0.2078778613547057, 0.8369104865705448, 99.95333645303708, -0.0044732315380632, 0.3327904190593305, 0.7940910258261074, 99.97752582215855, 0.1962298468949877, 0.3559363294501793, 0.5647888553955097, 99.94190992429105, 0.2754586799167887, 0.3912317315456741, 0.2801483571187489, 99.95230285378567, 0.6335297677015834, 0.6378378911334164, 0.0318503560148532, 299.9332813322218, 299.9628811588406, 300.0372745639537, 299.9653116812121, 299.9875985365495]|536.7767333984375000|      0.25000000|[192, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[99.99272371317812, 0.1376874477924145, 0.2453491917725734, 0.9331985426092543, 100.00287764293645, 0.0649804247440835, 0.2166292463586552, 0.8499645166877804, 99.86839926714245, 0.0093284467977083, 0.3856419635338409, 0.7874727569443627, 100.03702986577146, 0.1633242860068624, 0.3035510688441457, 0.5516764756805218, 99.91373501800592, 0.3299771109857108, 0.4277999253798439, 0.2221875616065521, 99.92614744625747, 0.6570294399838867, 0.567263067920771, 0.0421058062445226, 299.96385711589414, 299.9885726030127, 300.0652912541411, 299.97684519803886, 300.00204489311744]|301.5372619628906250|      0.50000000|[220, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[99.99272371317812, 0.1376874477924145, 0.2453491917725734, 0.9331985426092543, 100.00287764293645, 0.0649804247440835, 0.2166292463586552, 0.8499645166877804, 99.86839926714245, 0.0093284467977083, 0.3856419635338409, 0.7874727569443627, 100.03702986577146, 0.1633242860068624, 0.3035510688441457, 0.5516764756805218, 99.91373501800592, 0.3299771109857108, 0.4277999253798439, 0.2221875616065521, 99.92614744625747, 0.6570294399838867, 0.567263067920771, 0.0421058062445226, 299.96385711589414, 299.9885726030127, 300.0652912541411, 299.97684519803886, 300.00204489311744]|301.5372619628906250|      0.25000000|[274, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[100.03325991117916, 0.1446502239176452, 0.3119929958880247, 0.968892864579686, 99.97176962316983, 0.1177901816352226, 0.2696920153366597, 0.962624784526488, 99.890386110664, 0.0326782236233488, 0.3346818523685397, 0.7275539166447251, 100.05852552977618, 0.1764988577929629, 0.29090999113958, 0.5641213014061395, 99.97258662422117, 0.3669066251114238, 0.3733870094719871, 0.172371046917542, 99.91745157852209, 0.6508833438231422, 0.5854669992607666, 0.0394562396411076, 299.8376733339965, 300.0177282269418, 300.06520463390694, 299.9898093808865, 300.0016935308521]|274.6161804199218750|      0.50000000|[303, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[100.03325991117916, 0.1446502239176452, 0.3119929958880247, 0.968892864579686, 99.97176962316983, 0.1177901816352226, 0.2696920153366597, 0.962624784526488, 99.890386110664, 0.0326782236233488, 0.3346818523685397, 0.7275539166447251, 100.05852552977618, 0.1764988577929629, 0.29090999113958, 0.5641213014061395, 99.97258662422117, 0.3669066251114238, 0.3733870094719871, 0.172371046917542, 99.91745157852209, 0.6508833438231422, 0.5854669992607666, 0.0394562396411076, 299.8376733339965, 300.0177282269418, 300.06520463390694, 299.9898093808865, 300.0016935308521]|274.6161804199218750|      0.25000000|[357, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[100.03325991117916, 0.1446502239176452, 0.3119929958880247, 0.968892864579686, 99.97176962316983, 0.1177901816352226, 0.2696920153366597, 0.962624784526488, 99.890386110664, 0.0326782236233488, 0.3346818523685397, 0.7275539166447251, 100.05852552977618, 0.1764988577929629, 0.29090999113958, 0.5641213014061395, 99.97258662422117, 0.3669066251114238, 0.3733870094719871, 0.172371046917542, 99.91745157852209, 0.6508833438231422, 0.5854669992607666, 0.0394562396411076, 299.8376733339965, 300.0177282269418, 300.06520463390694, 299.9898093808865, 300.0016935308521]|274.6161804199218750|      0.12500000|[412, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[100.02805311699127, 0.2062173065179371, 0.3274043124212792, 0.9999523091996614, 99.97738483728683, 0.1148951549134139, 0.2506656785875025, 0.9526682802300733, 99.92721817339051, 0.0597021743960707, 0.377254465560138, 0.7441800396901859, 100.06820349400297, 0.1488039158306962, 0.2683892276664249, 0.5993193116247297, 99.96899951442201, 0.3492206857692949, 0.3396794065137029, 0.1655286139829698, 99.92238014592536, 0.6646141383456213, 0.5681096291518193, 0.0159084221002342, 299.82809246153937, 300.02483741621467, 300.0672304550984, 299.9823721991157, 300.02498728401855]|138.8494567871093750|      0.25000000|[441, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
