k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.05631567076366, 149.9765737400813, -100.20968947925579, 1.2303930576239692, 2.1089057316586]|84662.6640625000000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[49.05631567076366, 149.9765737400813, -100.20968947925579, 1.2303930576239692, 2.1089057316586]|84662.6640625000000000|      1.00000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[48.29360042028861, 149.628225445237, -100.2172709356594, 1.1172007517012836, 2.6418681464408826]|82099.3046875000000000|      2.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[48.29360042028861, 149.628225445237, -100.2172709356594, 1.1172007517012836, 2.6418681464408826]|82099.3046875000000000|      1.00000000|[28, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[47.53855658398004, 149.33623019300447, -100.1018788948762, 1.253338717053195, 3.2011522506668286]|79634.2656250000000000|      2.00000000|[32, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[47.47006566560503, 147.64531141839936, -100.09201929201093, 1.7853224681459006, 4.124731575139172]|79096.1093750000000000|      4.00000000|[37, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[44.77848351889645, 145.5232663558449, -99.42693090971069, 2.4438765142770498, 5.962195673308564]|70494.0000000000000000|      8.00000000|[42, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[44.77848351889645, 145.5232663558449, -99.42693090971069, 2.4438765142770498, 5.962195673308564]|70494.0000000000000000|      4.00000000|[51, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[42.10733324371722, 146.028901546794, -98.92701375122027, 1.3706950256266612, 8.646903029455373]|62876.8593750000000000|      8.00000000|[56, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[42.10733324371722, 146.028901546794, -98.92701375122027, 1.3706950256266612, 8.646903029455373]|62876.8593750000000000|      4.00000000|[64, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[42.10733324371722, 146.028901546794, -98.92701375122027, 1.3706950256266612, 8.646903029455373]|62876.8593750000000000|      2.00000000|[72, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[41.648530767196256, 146.01289867887868, -100.50126237487675, 2.514132371855184, 8.58743453424757]|61307.5664062500000000|      4.00000000|[76, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[41.648530767196256, 146.01289867887868, -100.50126237487675, 2.514132371855184, 8.58743453424757]|61307.5664062500000000|      2.00000000|[84, 40, 0, 40]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[40.62178238281665, 147.60333980789298, -100.29320372487291, 1.9359654954834342, 8.78420707180985]|58779.3359375000000000|      4.00000000|[88, 42, 0, 42]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[40.62178238281665, 147.60333980789298, -100.29320372487291, 1.9359654954834342, 8.78420707180985]|58779.3359375000000000|      2.00000000|[96, 46, 0, 46]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[39.03069807372902, 147.6887993067933, -100.28868007651035, 0.8840109013624231, 8.188792540633429]|54529.8398437500000000|      4.00000000|[101, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[39.03069807372902, 147.6887993067933, -100.28868007651035, 0.8840109013624231, 8.188792540633429]|54529.8398437500000000|      2.00000000|[109, 53, 0, 53]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
