k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.134793636829048, -0.9681665165661154, 0.5392759550500947, -0.0751359328256166, 0.2598096194984677, -0.4820501117759736, -0.6375455302166713]|54746.7500000000000000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.322582145894062, 0.0797332562872367, 1.5527322318060293, 0.4471035126558157, 0.6974687615498332, -0.9855690010580406, 0.4215753703982177]|48518.2929687500000000|      4.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[11.38441506602869, 0.5165314022961728, 3.4835270507667824, -1.9357822137487384, -0.8367906151044942, -1.8841272551626735, -1.0324694846396123]|43895.8984375000000000|      8.00000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[11.38441506602869, 0.5165314022961728, 3.4835270507667824, -1.9357822137487384, -0.8367906151044942, -1.8841272551626735, -1.0324694846396123]|43895.8984375000000000|      4.00000000|[23, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[11.38441506602869, 0.5165314022961728, 3.4835270507667824, -1.9357822137487384, -0.8367906151044942, -1.8841272551626735, -1.0324694846396123]|43895.8984375000000000|      2.00000000|[31, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[11.38441506602869, 0.5165314022961728, 3.4835270507667824, -1.9357822137487384, -0.8367906151044942, -1.8841272551626735, -1.0324694846396123]|43895.8984375000000000|      1.00000000|[40, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[11.461375561361791, 0.7879015391639951, 3.47385103578975, -2.186143181402888, -1.3447577950235978, -2.100222445744003, -0.2888746323735972]|18427.0449218750000000|      2.00000000|[45, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[11.461375561361791, 0.7879015391639951, 3.47385103578975, -2.186143181402888, -1.3447577950235978, -2.100222445744003, -0.2888746323735972]|18427.0449218750000000|      1.00000000|[54, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[11.461375561361791, 0.7879015391639951, 3.47385103578975, -2.186143181402888, -1.3447577950235978, -2.100222445744003, -0.2888746323735972]|18427.0449218750000000|      0.50000000|[62, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[11.185021608164565, 0.8872869117831808, 3.126750441068724, -2.197892681166581, -1.1925862238659664, -2.146751005333045, -0.1554090085777663]|5002.5131835937500000|      1.00000000|[69, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      11|[11.185021608164565, 0.8872869117831808, 3.126750441068724, -2.197892681166581, -1.1925862238659664, -2.146751005333045, -0.1554090085777663]|5002.5131835937500000|      0.50000000|[78, 37, 0, 37]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[11.185021608164565, 0.8872869117831808, 3.126750441068724, -2.197892681166581, -1.1925862238659664, -2.146751005333045, -0.1554090085777663]|5002.5131835937500000|      0.25000000|[87, 41, 0, 41]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[11.185021608164565, 0.8872869117831808, 3.126750441068724, -2.197892681166581, -1.1925862238659664, -2.146751005333045, -0.1554090085777663]|5002.5131835937500000|      0.12500000|[95, 45, 0, 45]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[11.185021608164565, 0.8872869117831808, 3.126750441068724, -2.197892681166581, -1.1925862238659664, -2.146751005333045, -0.1554090085777663]|5002.5131835937500000|      0.06250000|[104, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[11.153065836776394, 0.8598338845725549, 3.1230135387565947, -2.2062925656443233, -1.1932020822497063, -2.108491591538641, -0.1312693016949255]|3885.9780273437500000|      0.12500000|[109, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[11.153065836776394, 0.8598338845725549, 3.1230135387565947, -2.2062925656443233, -1.1932020822497063, -2.108491591538641, -0.1312693016949255]|3885.9780273437500000|      0.06250000|[118, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[11.153065836776394, 0.8598338845725549, 3.1230135387565947, -2.2062925656443233, -1.1932020822497063, -2.108491591538641, -0.1312693016949255]|3885.9780273437500000|      0.03125000|[127, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[11.153065836776394, 0.8598338845725549, 3.1230135387565947, -2.2062925656443233, -1.1932020822497063, -2.108491591538641, -0.1312693016949255]|3885.9780273437500000|      0.01562500|[136, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[11.153065836776394, 0.8598338845725549, 3.1230135387565947, -2.2062925656443233, -1.1932020822497063, -2.108491591538641, -0.1312693016949255]|3885.9780273437500000|      0.00781250|[144, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[11.153065836776394, 0.8598338845725549, 3.1230135387565947, -2.2062925656443233, -1.1932020822497063, -2.108491591538641, -0.1312693016949255]|3885.9780273437500000|      0.00390625|[152, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
