k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[1000.0016391300546, 1000.0011925055529, 399.9994319298039, 40.000881153266825, 0.6985118757022515, 0.3042835113893344, 0.015222662973504]|2490227.3169201202690601|      0.03125000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[1000.0011132929094, 999.9973205437562, 399.9962887077227, 39.994858234327545, 0.6933103258259566, 0.3095754398326837, -0.0141044214669239]|1560643.2990354348439723|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[1000.0011132929094, 999.9973205437562, 399.9962887077227, 39.994858234327545, 0.6933103258259566, 0.3095754398326837, -0.0141044214669239]|1560643.2990354348439723|      0.03125000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[999.9994969812369, 999.9980544777279, 399.99515397033315, 39.98943986732449, 0.6968557784036267, 0.3050227504285609, -0.0442618058493368]|1378943.7527959714643657|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[999.9994969812369, 999.9980544777279, 399.99515397033315, 39.98943986732449, 0.6968557784036267, 0.3050227504285609, -0.0442618058493368]|1378943.7527959714643657|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[1000.0077628615727, 999.9951114725294, 399.99280216417014, 39.990606194570276, 0.719591378198445, 0.2856378434701207, -0.0443167183799622]|1307460.7703360621817410|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
