k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[42, 3, 0, 3]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[83, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[119.9584084562629, -0.0083043149894327, 0.8412129255055464, 109.96218099565007, 0.2109918471700897, 0.7733959643435762, 99.9877620079644, 0.2334029905733894, 0.6408498631952972, 87.96083884115643, 0.2851679505017912, 0.7014507772584392, 86.03667984235838, 0.3219812930402692, 0.6247079846534805, 83.97422611563701, 0.5136217979683058, 0.5208099492147534, 79.91903614242466, 0.5862360167226944, 0.3467587766718975, 75.95977435798933, 0.8683914477467874, 0.126584744522185, 886.4137112105878, 910.0465117187209, 922.5075021739644, 926.4149756409564, 935.4850084173391, 952.8283660736527, 975.7676456376913]|3391.6152343750000000|      0.50000000|[111, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[119.9584084562629, -0.0083043149894327, 0.8412129255055464, 109.96218099565007, 0.2109918471700897, 0.7733959643435762, 99.9877620079644, 0.2334029905733894, 0.6408498631952972, 87.96083884115643, 0.2851679505017912, 0.7014507772584392, 86.03667984235838, 0.3219812930402692, 0.6247079846534805, 83.97422611563701, 0.5136217979683058, 0.5208099492147534, 79.91903614242466, 0.5862360167226944, 0.3467587766718975, 75.95977435798933, 0.8683914477467874, 0.126584744522185, 886.4137112105878, 910.0465117187209, 922.5075021739644, 926.4149756409564, 935.4850084173391, 952.8283660736527, 975.7676456376913]|3391.6152343750000000|      0.25000000|[153, 11, 0, 11]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[119.9584084562629, -0.0083043149894327, 0.8412129255055464, 109.96218099565007, 0.2109918471700897, 0.7733959643435762, 99.9877620079644, 0.2334029905733894, 0.6408498631952972, 87.96083884115643, 0.2851679505017912, 0.7014507772584392, 86.03667984235838, 0.3219812930402692, 0.6247079846534805, 83.97422611563701, 0.5136217979683058, 0.5208099492147534, 79.91903614242466, 0.5862360167226944, 0.3467587766718975, 75.95977435798933, 0.8683914477467874, 0.126584744522185, 886.4137112105878, 910.0465117187209, 922.5075021739644, 926.4149756409564, 935.4850084173391, 952.8283660736527, 975.7676456376913]|3391.6152343750000000|      0.12500000|[195, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[119.98178793195598, 0.0053022642436645, 0.8419324460466229, 109.96190383710791, 0.180583456558828, 0.7517892921107293, 99.99165323419095, 0.2416036766370174, 0.6597253586094667, 87.9423432722024, 0.2420096527916271, 0.6580396109755098, 86.00506071160424, 0.3202639587279592, 0.6106150366996641, 84.00402423706856, 0.5072294671691302, 0.4928200257178258, 79.90642974756088, 0.5977052936089186, 0.2947779876439351, 75.9614287529231, 0.8733315060313268, 0.1071564574463356, 886.4132839361764, 910.0819746350974, 922.5348053750043, 926.4024094964572, 935.4640922263015, 952.8299215496202, 975.7598025912195]|2302.8176269531250000|      0.25000000|[223, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[119.98838278543002, -0.0196354065104951, 0.8574357915523009, 109.93392228831979, 0.0467909650271611, 0.7806257762624206, 100.00367454812978, 0.1434387619197092, 0.6635588930452199, 87.86368464123632, 0.2559339742012816, 0.6103783873554789, 85.9840615637285, 0.3114157715380079, 0.6332923905765327, 84.06052598117758, 0.5177749387062301, 0.4993413816675086, 79.94198405327798, 0.5624335803909181, 0.2852361269096989, 75.96175837397338, 0.8380459092631523, 0.0726103821760297, 886.3842486810827, 910.1724210671376, 922.4888673780309, 926.364977052298, 935.4260697808506, 952.8179677267852, 975.7503233675716]|1217.4865722656250000|      0.50000000|[251, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[119.98838278543002, -0.0196354065104951, 0.8574357915523009, 109.93392228831979, 0.0467909650271611, 0.7806257762624206, 100.00367454812978, 0.1434387619197092, 0.6635588930452199, 87.86368464123632, 0.2559339742012816, 0.6103783873554789, 85.9840615637285, 0.3114157715380079, 0.6332923905765327, 84.06052598117758, 0.5177749387062301, 0.4993413816675086, 79.94198405327798, 0.5624335803909181, 0.2852361269096989, 75.96175837397338, 0.8380459092631523, 0.0726103821760297, 886.3842486810827, 910.1724210671376, 922.4888673780309, 926.364977052298, 935.4260697808506, 952.8179677267852, 975.7503233675716]|1217.4865722656250000|      0.25000000|[292, 21, 0, 21]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[119.98838278543002, -0.0196354065104951, 0.8574357915523009, 109.93392228831979, 0.0467909650271611, 0.7806257762624206, 100.00367454812978, 0.1434387619197092, 0.6635588930452199, 87.86368464123632, 0.2559339742012816, 0.6103783873554789, 85.9840615637285, 0.3114157715380079, 0.6332923905765327, 84.06052598117758, 0.5177749387062301, 0.4993413816675086, 79.94198405327798, 0.5624335803909181, 0.2852361269096989, 75.96175837397338, 0.8380459092631523, 0.0726103821760297, 886.3842486810827, 910.1724210671376, 922.4888673780309, 926.364977052298, 935.4260697808506, 952.8179677267852, 975.7503233675716]|1217.4865722656250000|      0.12500000|[334, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[119.99427632286726, -0.0564043695919775, 0.8254205226394753, 109.93164824080796, 0.0456532654943334, 0.782081516362596, 100.0231842474626, 0.1190527170658394, 0.6532715689948199, 87.81810683646415, 0.2674286884035944, 0.6127176606961258, 85.96950607545237, 0.338900420520956, 0.6433219047276856, 84.04013027197969, 0.5088133860910188, 0.5253946376775988, 79.9075089928099, 0.5805993167307802, 0.3055838875052949, 75.96634306835809, 0.8468662189427242, 0.0773616647307196, 886.4234696271461, 910.167507974912, 922.466056733563, 926.3125916970793, 935.4049439172132, 952.8006625046089, 975.7565728439015]|1019.5949096679687500|      0.25000000|[362, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[119.99427632286726, -0.0564043695919775, 0.8254205226394753, 109.93164824080796, 0.0456532654943334, 0.782081516362596, 100.0231842474626, 0.1190527170658394, 0.6532715689948199, 87.81810683646415, 0.2674286884035944, 0.6127176606961258, 85.96950607545237, 0.338900420520956, 0.6433219047276856, 84.04013027197969, 0.5088133860910188, 0.5253946376775988, 79.9075089928099, 0.5805993167307802, 0.3055838875052949, 75.96634306835809, 0.8468662189427242, 0.0773616647307196, 886.4234696271461, 910.167507974912, 922.466056733563, 926.3125916970793, 935.4049439172132, 952.8006625046089, 975.7565728439015]|1019.5949096679687500|      0.12500000|[404, 29, 0, 29]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[119.99427632286726, -0.0564043695919775, 0.8254205226394753, 109.93164824080796, 0.0456532654943334, 0.782081516362596, 100.0231842474626, 0.1190527170658394, 0.6532715689948199, 87.81810683646415, 0.2674286884035944, 0.6127176606961258, 85.96950607545237, 0.338900420520956, 0.6433219047276856, 84.04013027197969, 0.5088133860910188, 0.5253946376775988, 79.9075089928099, 0.5805993167307802, 0.3055838875052949, 75.96634306835809, 0.8468662189427242, 0.0773616647307196, 886.4234696271461, 910.167507974912, 922.466056733563, 926.3125916970793, 935.4049439172132, 952.8006625046089, 975.7565728439015]|1019.5949096679687500|      0.06250000|[446, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
