k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[105.0, 96.0, 230.0]                                                            |63019.3221809944880079|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[105.52167804167405, 96.47620489384293, 229.2921293056531]                      |61326.4921875000000000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[106.569573947956, 97.42002432748536, 227.87399001549986]                       |58012.2304687500000000|      4.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[108.6034290649696, 99.26279493816328, 224.96407080022612]                      |51671.3046875000000000|      8.00000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[113.0317732616593, 102.80604149428669, 219.32180427708454]                     |40138.9062500000000000|     16.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[124.33232104128213, 107.61996855296437, 209.06881807041322]                    |22116.5664062500000000|     32.00000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[140.80440343072223, 121.05278350211263, 185.14748900412937]                    |3039.8347167968750000|     64.00000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[140.80440343072223, 121.05278350211263, 185.14748900412937]                    |3039.8347167968750000|     32.00000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[140.80440343072223, 121.05278350211263, 185.14748900412937]                    |3039.8347167968750000|     16.00000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[140.80440343072223, 121.05278350211263, 185.14748900412937]                    |3039.8347167968750000|      8.00000000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[142.4678920732993, 124.88729789681382, 178.3262497550745]                      |2102.1816406250000000|     16.00000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[142.4678920732993, 124.88729789681382, 178.3262497550745]                      |2102.1816406250000000|      8.00000000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[142.4678920732993, 124.88729789681382, 178.3262497550745]                      |2102.1816406250000000|      4.00000000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[142.4678920732993, 124.88729789681382, 178.3262497550745]                      |2102.1816406250000000|      2.00000000|[62, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[143.24036986986914, 125.03476432812954, 176.48735560220936]                    |2074.2751464843750000|      4.00000000|[67, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[143.24036986986914, 125.03476432812954, 176.48735560220936]                    |2074.2751464843750000|      2.00000000|[72, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
