k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[999.9605906659681, 1000.1007964699061, 400.0172938643168, 40.0966028665596, 0.6508965687305566, 0.407871480508476, -0.1346462304626799]|2222886.8563373074866831|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[999.9605906659681, 1000.1007964699061, 400.0172938643168, 40.0966028665596, 0.6508965687305566, 0.407871480508476, -0.1346462304626799]|2222886.8563373074866831|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[999.9605906659681, 1000.1007964699061, 400.0172938643168, 40.0966028665596, 0.6508965687305566, 0.407871480508476, -0.1346462304626799]|2222886.8563373074866831|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[999.9605906659681, 1000.1007964699061, 400.0172938643168, 40.0966028665596, 0.6508965687305566, 0.407871480508476, -0.1346462304626799]|2222886.8563373074866831|      0.06250000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[999.9391285911977, 1000.0675365490167, 400.0417776892788, 40.095527100030445, 0.6648866173878681, 0.3967692422965853, -0.0969658523350236]|1856800.3957892523612827|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[999.9391285911977, 1000.0675365490167, 400.0417776892788, 40.095527100030445, 0.6648866173878681, 0.3967692422965853, -0.0969658523350236]|1856800.3957892523612827|      0.06250000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[999.9399076515779, 1000.0749963876183, 400.0368196179249, 40.08886333093114, 0.6999952314018206, 0.3804284275015986, -0.0492021780975994]|1624510.2697362492326647|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[999.9458646414971, 1000.0804824151153, 400.04870783236953, 40.07226282458845, 0.7073021124690418, 0.2585769626024748, -0.0647373417882536]|1372131.9319156946148723|      0.25000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[999.9458646414971, 1000.0804824151153, 400.04870783236953, 40.07226282458845, 0.7073021124690418, 0.2585769626024748, -0.0647373417882536]|1372131.9319156946148723|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
