k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[43, 6, 0, 3]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[119.99437383787306, 0.0027820680683687, 0.8635919083167629, 110.00802250181137, 0.1373077244771259, 0.8833147608048822, 99.98768345705957, 0.2431583520740578, 0.6188006404089137, 88.04369417003585, 0.3760599392577741, 0.6756628980754142, 86.01934787946323, 0.3042175282285349, 0.6207595721277188, 83.98686200313375, 0.5299132311042706, 0.5666914440522883, 79.98982266271815, 0.6579473588483227, 0.3419784640412366, 75.95901994565075, 0.8650803212747771, 0.1486812138206263, 886.3316011204478, 910.0795398822135, 922.5650355001692, 926.4280390102123, 935.5037771480701, 952.7788773931603, 975.7636995313778]|2317.6494140625000000|      0.50000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[119.99437383787306, 0.0027820680683687, 0.8635919083167629, 110.00802250181137, 0.1373077244771259, 0.8833147608048822, 99.98768345705957, 0.2431583520740578, 0.6188006404089137, 88.04369417003585, 0.3760599392577741, 0.6756628980754142, 86.01934787946323, 0.3042175282285349, 0.6207595721277188, 83.98686200313375, 0.5299132311042706, 0.5666914440522883, 79.98982266271815, 0.6579473588483227, 0.3419784640412366, 75.95901994565075, 0.8650803212747771, 0.1486812138206263, 886.3316011204478, 910.0795398822135, 922.5650355001692, 926.4280390102123, 935.5037771480701, 952.7788773931603, 975.7636995313778]|2317.6494140625000000|      0.25000000|[155, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[120.05260167467418, -0.0355547766523734, 0.8881436277629237, 110.02212718353509, 0.05031214707797, 0.8124298327841372, 100.00264358950739, 0.2790218288210127, 0.5715515771357055, 88.0931762520624, 0.3322454734994458, 0.6177044719902705, 86.04289301717898, 0.3935203249629127, 0.5761130294389383, 83.91318830126535, 0.5359797445284354, 0.5246076631026063, 79.97504838046292, 0.6589418958950223, 0.2948253999940502, 75.97872915381888, 0.8853838152074958, 0.1455200091947327, 886.356876991165, 910.0450046534925, 922.5841297549598, 926.4672146311609, 935.5482954456264, 952.8262941049858, 975.7020347099348]|847.7591552734375000|      0.50000000|[183, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[120.05260167467418, -0.0355547766523734, 0.8881436277629237, 110.02212718353509, 0.05031214707797, 0.8124298327841372, 100.00264358950739, 0.2790218288210127, 0.5715515771357055, 88.0931762520624, 0.3322454734994458, 0.6177044719902705, 86.04289301717898, 0.3935203249629127, 0.5761130294389383, 83.91318830126535, 0.5359797445284354, 0.5246076631026063, 79.97504838046292, 0.6589418958950223, 0.2948253999940502, 75.97872915381888, 0.8853838152074958, 0.1455200091947327, 886.356876991165, 910.0450046534925, 922.5841297549598, 926.4672146311609, 935.5482954456264, 952.8262941049858, 975.7020347099348]|847.7591552734375000|      0.25000000|[225, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[120.05260167467418, -0.0355547766523734, 0.8881436277629237, 110.02212718353509, 0.05031214707797, 0.8124298327841372, 100.00264358950739, 0.2790218288210127, 0.5715515771357055, 88.0931762520624, 0.3322454734994458, 0.6177044719902705, 86.04289301717898, 0.3935203249629127, 0.5761130294389383, 83.91318830126535, 0.5359797445284354, 0.5246076631026063, 79.97504838046292, 0.6589418958950223, 0.2948253999940502, 75.97872915381888, 0.8853838152074958, 0.1455200091947327, 886.356876991165, 910.0450046534925, 922.5841297549598, 926.4672146311609, 935.5482954456264, 952.8262941049858, 975.7020347099348]|847.7591552734375000|      0.12500000|[267, 38, 0, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[120.05260167467418, -0.0355547766523734, 0.8881436277629237, 110.02212718353509, 0.05031214707797, 0.8124298327841372, 100.00264358950739, 0.2790218288210127, 0.5715515771357055, 88.0931762520624, 0.3322454734994458, 0.6177044719902705, 86.04289301717898, 0.3935203249629127, 0.5761130294389383, 83.91318830126535, 0.5359797445284354, 0.5246076631026063, 79.97504838046292, 0.6589418958950223, 0.2948253999940502, 75.97872915381888, 0.8853838152074958, 0.1455200091947327, 886.356876991165, 910.0450046534925, 922.5841297549598, 926.4672146311609, 935.5482954456264, 952.8262941049858, 975.7020347099348]|847.7591552734375000|      0.06250000|[309, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[120.05190928042289, -0.0639787424561053, 0.8805581589524968, 110.01291220596217, 0.0721849113718888, 0.8163564471469813, 99.99477975534181, 0.2601789480634438, 0.5690948130801043, 88.1100421028523, 0.3457540339551649, 0.6286590321437082, 86.034883561703, 0.3875878271890283, 0.5690297499805856, 83.9181710379573, 0.530919925250815, 0.5232360980242862, 79.95940636762442, 0.673972737971622, 0.3059278422098782, 75.97078952820216, 0.890638808098909, 0.1488496336919188, 886.3675733411025, 910.0362087109911, 922.56995147888, 926.4574706542065, 935.5553164972769, 952.8260759276138, 975.7061776533283]|676.1329956054687500|      0.12500000|[337, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[120.05190928042289, -0.0639787424561053, 0.8805581589524968, 110.01291220596217, 0.0721849113718888, 0.8163564471469813, 99.99477975534181, 0.2601789480634438, 0.5690948130801043, 88.1100421028523, 0.3457540339551649, 0.6286590321437082, 86.034883561703, 0.3875878271890283, 0.5690297499805856, 83.9181710379573, 0.530919925250815, 0.5232360980242862, 79.95940636762442, 0.673972737971622, 0.3059278422098782, 75.97078952820216, 0.890638808098909, 0.1488496336919188, 886.3675733411025, 910.0362087109911, 922.56995147888, 926.4574706542065, 935.5553164972769, 952.8260759276138, 975.7061776533283]|676.1329956054687500|      0.06250000|[379, 54, 0, 27]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[120.03503607628294, -0.0620562514256509, 0.8970259229597655, 110.00851917427515, 0.0518180716274212, 0.7975526565943498, 99.98514738424979, 0.2584025462231789, 0.5643987406724419, 88.10832635225809, 0.3652546904145048, 0.6240393608972712, 86.03371042812442, 0.4032835898971898, 0.5752970302398436, 83.91312355211238, 0.5108141331889464, 0.5215039874580186, 79.96288947206693, 0.6781179978132216, 0.2992059024844601, 75.97682254450396, 0.9145493408119262, 0.1336561361238733, 886.3696459247362, 910.0395159537122, 922.5738101037417, 926.4514397574939, 935.5455988814265, 952.8344863741734, 975.7192762548692]|294.1939697265625000|      0.12500000|[407, 58, 0, 29]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[120.03503607628294, -0.0620562514256509, 0.8970259229597655, 110.00851917427515, 0.0518180716274212, 0.7975526565943498, 99.98514738424979, 0.2584025462231789, 0.5643987406724419, 88.10832635225809, 0.3652546904145048, 0.6240393608972712, 86.03371042812442, 0.4032835898971898, 0.5752970302398436, 83.91312355211238, 0.5108141331889464, 0.5215039874580186, 79.96288947206693, 0.6781179978132216, 0.2992059024844601, 75.97682254450396, 0.9145493408119262, 0.1336561361238733, 886.3696459247362, 910.0395159537122, 922.5738101037417, 926.4514397574939, 935.5455988814265, 952.8344863741734, 975.7192762548692]|294.1939697265625000|      0.06250000|[449, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[120.03503607628294, -0.0620562514256509, 0.8970259229597655, 110.00851917427515, 0.0518180716274212, 0.7975526565943498, 99.98514738424979, 0.2584025462231789, 0.5643987406724419, 88.10832635225809, 0.3652546904145048, 0.6240393608972712, 86.03371042812442, 0.4032835898971898, 0.5752970302398436, 83.91312355211238, 0.5108141331889464, 0.5215039874580186, 79.96288947206693, 0.6781179978132216, 0.2992059024844601, 75.97682254450396, 0.9145493408119262, 0.1336561361238733, 886.3696459247362, 910.0395159537122, 922.5738101037417, 926.4514397574939, 935.5455988814265, 952.8344863741734, 975.7192762548692]|294.1939697265625000|      0.03125000|[491, 70, 0, 35]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[120.03908198652525, -0.0561572203840466, 0.8987979220403727, 110.00681778709983, 0.0546208523838528, 0.7896067389558338, 99.9798495901446, 0.2502037267223458, 0.5715716189041541, 88.11302175894207, 0.3749691068776189, 0.6318081123997396, 86.02828444068005, 0.4032153354229459, 0.5740306662505414, 83.90435279336887, 0.4949073871189189, 0.5216844969764194, 79.96111590744171, 0.6799548553379687, 0.2944049522440228, 75.97083719044777, 0.913933297095542, 0.1358634981539779, 886.3688413447288, 910.0431020471484, 922.5752886410585, 926.4450641017239, 935.5482282088346, 952.8303534561835, 975.7228601037023]|227.8264246177583630|      0.06250000|[519, 74, 1, 38]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
      15|[120.03908198652525, -0.0561572203840466, 0.8987979220403727, 110.00681778709983, 0.0546208523838528, 0.7896067389558338, 99.9798495901446, 0.2502037267223458, 0.5715716189041541, 88.11302175894207, 0.3749691068776189, 0.6318081123997396, 86.02828444068005, 0.4032153354229459, 0.5740306662505414, 83.90435279336887, 0.4949073871189189, 0.5216844969764194, 79.96111590744171, 0.6799548553379687, 0.2944049522440228, 75.97083719044777, 0.913933297095542, 0.1358634981539779, 886.3688413447288, 910.0431020471484, 922.5752886410585, 926.4450641017239, 935.5482282088346, 952.8303534561835, 975.7228601037023]|227.8264246177583630|      0.03125000|[562, 80, 1, 41]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
