k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[100.0, 0.0, 0.0]                                                               |85962.4290304600144736|      0.25000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[100.11284033251421, -0.1708934394044102, -0.1433962751490244]                  |3347.9963378906250000|      0.50000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[100.11284033251421, -0.1708934394044102, -0.1433962751490244]                  |3347.9963378906250000|      0.25000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[99.94987328639931, -0.3427998087588076, -0.2233333882816312]                   |1914.3936767578125000|      0.50000000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[99.68345062511862, -0.744171143496782, -0.089467719767364]                     |1831.3083496093750000|      1.00000000|[37, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[99.68345062511862, -0.744171143496782, -0.089467719767364]                     |1831.3083496093750000|      0.50000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[99.68345062511862, -0.744171143496782, -0.089467719767364]                     |1831.3083496093750000|      0.25000000|[49, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[99.68345062511862, -0.744171143496782, -0.089467719767364]                     |1831.3083496093750000|      0.12500000|[55, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[99.63733755646717, -0.7265326573765986, 0.0253689847609977]                    |1357.0395507812500000|      0.25000000|[61, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[99.63733755646717, -0.7265326573765986, 0.0253689847609977]                    |1357.0395507812500000|      0.12500000|[67, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[99.63733755646717, -0.7265326573765986, 0.0253689847609977]                    |1357.0395507812500000|      0.06250000|[73, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[99.66703071911394, -0.781385536934498, 0.029334800722343]                      |1236.1273193359375000|      0.12500000|[79, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[99.66703071911394, -0.781385536934498, 0.029334800722343]                      |1236.1273193359375000|      0.06250000|[85, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[99.66703071911394, -0.781385536934498, 0.029334800722343]                      |1236.1273193359375000|      0.03125000|[91, 30, 1, 31]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
