k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[33, 0, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=0
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[66, 0, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=0
       3|[99.98179473719289, 0.0946082909625143, 0.2023713967008348, 0.9529027703529214, 99.95770261786224, 0.0207529078029051, 0.1532772034598188, 0.8091276655633126, 100.04931959444346, 0.0172519804778873, 0.2606958964287407, 0.7654024827247597, 100.0071122432858, 0.1766573194125596, 0.2922275682302195, 0.5930630973613623, 99.97865260993788, 0.1863572121683509, 0.4574293616997758, 0.3195754407450709, 99.97610530738427, 0.6398875397477208, 0.6809333683936932, 0.0861047716800275, 299.9711162623783, 299.98392944916856, 299.99879619134265, 300.0258852372128, 300.0137556715199]|382.0826683326467332|      0.50000000|[99, 0, 3, 9]                                                              |  | used linear model with 33 points | iterate success | actual_k=0
       4|[99.98179473719289, 0.0946082909625143, 0.2023713967008348, 0.9529027703529214, 99.95770261786224, 0.0207529078029051, 0.1532772034598188, 0.8091276655633126, 100.04931959444346, 0.0172519804778873, 0.2606958964287407, 0.7654024827247597, 100.0071122432858, 0.1766573194125596, 0.2922275682302195, 0.5930630973613623, 99.97865260993788, 0.1863572121683509, 0.4574293616997758, 0.3195754407450709, 99.97610530738427, 0.6398875397477208, 0.6809333683936932, 0.0861047716800275, 299.9711162623783, 299.98392944916856, 299.99879619134265, 300.0258852372128, 300.0137556715199]|382.0826683326467332|      0.25000000|[132, 0, 4, 12]                                                            |  | used linear model with 33 points | iterate failure | actual_k=0
       5|[99.96642659625122, 0.1785869712066016, 0.2254839189583774, 0.9574202820749543, 99.89007670337487, 0.1405129256551021, 0.2379855110145925, 0.8565323715343434, 100.05558796718454, 0.0107004646130296, 0.2987801138156368, 0.7764596819504038, 100.01210193081343, 0.0605579975468754, 0.2544771796890238, 0.5404505818342682, 99.94960176671664, 0.2044667752309535, 0.4787851791357042, 0.3137316042060532, 99.98192651410596, 0.6567852065772587, 0.6898508651497243, 0.1060858345646239, 299.9363063283457, 299.97744524531237, 299.9964803223661, 300.0421143941573, 299.9591339139291]|236.0248688006141435|      0.50000000|[165, 0, 5, 15]                                                            |  | used linear model with 33 points | iterate success | actual_k=0
       6|[99.96642659625122, 0.1785869712066016, 0.2254839189583774, 0.9574202820749543, 99.89007670337487, 0.1405129256551021, 0.2379855110145925, 0.8565323715343434, 100.05558796718454, 0.0107004646130296, 0.2987801138156368, 0.7764596819504038, 100.01210193081343, 0.0605579975468754, 0.2544771796890238, 0.5404505818342682, 99.94960176671664, 0.2044667752309535, 0.4787851791357042, 0.3137316042060532, 99.98192651410596, 0.6567852065772587, 0.6898508651497243, 0.1060858345646239, 299.9363063283457, 299.97744524531237, 299.9964803223661, 300.0421143941573, 299.9591339139291]|236.0248688006141435|      0.25000000|[198, 0, 6, 18]                                                            |  | used linear model with 33 points | iterate failure | actual_k=0
       7|[99.96642659625122, 0.1785869712066016, 0.2254839189583774, 0.9574202820749543, 99.89007670337487, 0.1405129256551021, 0.2379855110145925, 0.8565323715343434, 100.05558796718454, 0.0107004646130296, 0.2987801138156368, 0.7764596819504038, 100.01210193081343, 0.0605579975468754, 0.2544771796890238, 0.5404505818342682, 99.94960176671664, 0.2044667752309535, 0.4787851791357042, 0.3137316042060532, 99.98192651410596, 0.6567852065772587, 0.6898508651497243, 0.1060858345646239, 299.9363063283457, 299.97744524531237, 299.9964803223661, 300.0421143941573, 299.9591339139291]|236.0248688006141435|      0.12500000|[231, 0, 7, 21]                                                            |  | used linear model with 33 points | iterate failure | actual_k=0
       8|[99.98029102591047, 0.2244042474079981, 0.2428225775333261, 1.0008763994413648, 99.89328054625877, 0.1202204351878875, 0.2160590220777461, 0.8410626783912545, 100.0781332202919, 0.0268258439166074, 0.3038974061782923, 0.7615218817603285, 99.9786175260973, 0.1089975406673843, 0.2850893808410665, 0.5431473977973982, 99.93501508862589, 0.1658131533002606, 0.4576126192031465, 0.2816752176940411, 99.97726016872242, 0.676535228653005, 0.6793776619617762, 0.1280924039576068, 299.9477898298214, 299.9634425855407, 299.9965215027102, 300.04959763369175, 299.95866457071753]|133.3268173146702225|      0.25000000|[264, 0, 8, 24]                                                            |  | used linear model with 33 points | iterate success | actual_k=0
       9|[99.98029102591047, 0.2244042474079981, 0.2428225775333261, 1.0008763994413648, 99.89328054625877, 0.1202204351878875, 0.2160590220777461, 0.8410626783912545, 100.0781332202919, 0.0268258439166074, 0.3038974061782923, 0.7615218817603285, 99.9786175260973, 0.1089975406673843, 0.2850893808410665, 0.5431473977973982, 99.93501508862589, 0.1658131533002606, 0.4576126192031465, 0.2816752176940411, 99.97726016872242, 0.676535228653005, 0.6793776619617762, 0.1280924039576068, 299.9477898298214, 299.9634425855407, 299.9965215027102, 300.04959763369175, 299.95866457071753]|133.3268173146702225|      0.12500000|[297, 0, 9, 27]                                                            |  | used linear model with 33 points | iterate failure | actual_k=0
      10|[99.98029102591047, 0.2244042474079981, 0.2428225775333261, 1.0008763994413648, 99.89328054625877, 0.1202204351878875, 0.2160590220777461, 0.8410626783912545, 100.0781332202919, 0.0268258439166074, 0.3038974061782923, 0.7615218817603285, 99.9786175260973, 0.1089975406673843, 0.2850893808410665, 0.5431473977973982, 99.93501508862589, 0.1658131533002606, 0.4576126192031465, 0.2816752176940411, 99.97726016872242, 0.676535228653005, 0.6793776619617762, 0.1280924039576068, 299.9477898298214, 299.9634425855407, 299.9965215027102, 300.04959763369175, 299.95866457071753]|133.3268173146702225|      0.06250000|[330, 0, 10, 30]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      11|[99.98090552300694, 0.2324454798222349, 0.2464826468933988, 0.9998530583115017, 99.88669343551811, 0.1646615174479393, 0.2350136719878894, 0.8495035444526196, 100.08080139298846, 0.0419761134871251, 0.2968157301853681, 0.7472723278022397, 99.98027553817448, 0.0915441518207515, 0.281835122928129, 0.5408081182719662, 99.93435437741246, 0.167540739088872, 0.4531217227374914, 0.2824562554488491, 99.98066997085868, 0.6668026621574848, 0.6774390885936565, 0.1162521237708743, 299.94348177623715, 299.96319866631853, 300.010611073308, 300.05801891855003, 299.9600812125101]|103.9143756920453825|      0.12500000|[363, 0, 11, 33]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
