k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1555929213593761, 0.4642979507771069]                                        |  0.7340099334807095|      2.00000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       2|[0.1555929213593761, 0.4642979507771069]                                        |  0.7340099334807095|      1.00000000|[7, 1, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[0.1555929213593761, 0.4642979507771069]                                        |  0.7340099334807095|      0.50000000|[10, 2, 2, 5]                                                              |  | used linear model with 4 points | actual_k=1
       4|[-0.2217220156298214, 0.1362225961330283]                                       |  0.0310245127674972|      1.00000000|[12, 3, 3, 7]                                                              |  | used linear model with 4 points | iterate success | actual_k=1
       5|[-0.2217220156298214, 0.1362225961330283]                                       |  0.0310245127674972|      0.50000000|[16, 3, 4, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[-0.2217220156298214, 0.1362225961330283]                                       |  0.0310245127674972|      0.25000000|[19, 4, 5, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[-0.2217220156298214, 0.1362225961330283]                                       |  0.0310245127674972|      0.12500000|[22, 5, 6, 13]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[-0.2217220156298214, 0.1362225961330283]                                       |  0.0310245127674972|      0.06250000|[26, 5, 7, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[-0.1592436174027358, 0.1345795030201128]                                       |  0.0220033927023826|      0.12500000|[29, 6, 8, 17]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
      10|[-0.1592436174027358, 0.1345795030201128]                                       |  0.0220033927023826|      0.06250000|[32, 7, 9, 19]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[-0.1219315796369529, 0.0844390818235892]                                       |  0.0093894896438733|      0.12500000|[35, 8, 10, 21]                                                            |  | used linear model with 4 points | iterate success | actual_k=1
