k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5959093534519251, 0.0473473519466018, 0.1388425883255754, 0.7884991153210652, -0.008730426600296, -0.00165549516035, 0.014844022833018, 0.0068836107513559, -0.0006580173481448, -0.0034835250369245, 0.0081637551450733, -0.0149859289328805, -0.0066004344233517, -0.0025340488177911, 0.0022426693741334, -0.0038520535222884, 0.0097022485021949, 0.005553184238789, -0.0161464699716142, -0.0198655211170359, 0.0111758451436919, -0.00407370567691]| 13.1525316238403320|      2.00000000|[121, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[1.7612491647722754, 0.212719594814988, 0.3422487438712313, 2.3641707460340387, 0.0054589573536803, 0.1601460934841561, 0.1208012048264441, -0.0019298979459512, 0.0403674605445774, -0.0441181768288206, -0.1030717427742261, -0.0878450957747761, -0.0393622770578324, 0.0129960536325292, 0.0538904144414069, 0.0253376565052536, 0.0489427806654606, -0.0913062375097337, -0.0972441239177796, -0.0557263344346887, 0.0008696650048655, -0.0940380131796232]| 12.2681131362915039|      4.00000000|[241, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[1.7612491647722754, 0.212719594814988, 0.3422487438712313, 2.3641707460340387, 0.0054589573536803, 0.1601460934841561, 0.1208012048264441, -0.0019298979459512, 0.0403674605445774, -0.0441181768288206, -0.1030717427742261, -0.0878450957747761, -0.0393622770578324, 0.0129960536325292, 0.0538904144414069, 0.0253376565052536, 0.0489427806654606, -0.0913062375097337, -0.0972441239177796, -0.0557263344346887, 0.0008696650048655, -0.0940380131796232]| 12.2681131362915039|      2.00000000|[361, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.7612491647722754, 0.212719594814988, 0.3422487438712313, 2.3641707460340387, 0.0054589573536803, 0.1601460934841561, 0.1208012048264441, -0.0019298979459512, 0.0403674605445774, -0.0441181768288206, -0.1030717427742261, -0.0878450957747761, -0.0393622770578324, 0.0129960536325292, 0.0538904144414069, 0.0253376565052536, 0.0489427806654606, -0.0913062375097337, -0.0972441239177796, -0.0557263344346887, 0.0008696650048655, -0.0940380131796232]| 12.2681131362915039|      1.00000000|[481, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.7612491647722754, 0.212719594814988, 0.3422487438712313, 2.3641707460340387, 0.0054589573536803, 0.1601460934841561, 0.1208012048264441, -0.0019298979459512, 0.0403674605445774, -0.0441181768288206, -0.1030717427742261, -0.0878450957747761, -0.0393622770578324, 0.0129960536325292, 0.0538904144414069, 0.0253376565052536, 0.0489427806654606, -0.0913062375097337, -0.0972441239177796, -0.0557263344346887, 0.0008696650048655, -0.0940380131796232]| 12.2681131362915039|      0.50000000|[601, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       6|[1.456196308291853, 0.1842680076999248, 0.2630942373217166, 1.9810869285426431, 0.0039731067562144, 0.1644029379742905, 0.1269034786526776, 0.0278056655798653, 0.0244891983923658, -0.0442100091718396, -0.108881174834483, -0.0861255593273597, -0.0172915039994024, 0.0248846970779272, 0.0464216270121912, 0.0148144249595465, 0.0525698801352997, -0.0889806470561957, -0.1048728712820766, -0.0504257364677519, -0.0262590703395266, -0.1097925116153718]| 12.1446475982666016|      1.00000000|[721, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.456196308291853, 0.1842680076999248, 0.2630942373217166, 1.9810869285426431, 0.0039731067562144, 0.1644029379742905, 0.1269034786526776, 0.0278056655798653, 0.0244891983923658, -0.0442100091718396, -0.108881174834483, -0.0861255593273597, -0.0172915039994024, 0.0248846970779272, 0.0464216270121912, 0.0148144249595465, 0.0525698801352997, -0.0889806470561957, -0.1048728712820766, -0.0504257364677519, -0.0262590703395266, -0.1097925116153718]| 12.1446475982666016|      0.50000000|[841, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.456196308291853, 0.1842680076999248, 0.2630942373217166, 1.9810869285426431, 0.0039731067562144, 0.1644029379742905, 0.1269034786526776, 0.0278056655798653, 0.0244891983923658, -0.0442100091718396, -0.108881174834483, -0.0861255593273597, -0.0172915039994024, 0.0248846970779272, 0.0464216270121912, 0.0148144249595465, 0.0525698801352997, -0.0889806470561957, -0.1048728712820766, -0.0504257364677519, -0.0262590703395266, -0.1097925116153718]| 12.1446475982666016|      0.25000000|[961, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.456196308291853, 0.1842680076999248, 0.2630942373217166, 1.9810869285426431, 0.0039731067562144, 0.1644029379742905, 0.1269034786526776, 0.0278056655798653, 0.0244891983923658, -0.0442100091718396, -0.108881174834483, -0.0861255593273597, -0.0172915039994024, 0.0248846970779272, 0.0464216270121912, 0.0148144249595465, 0.0525698801352997, -0.0889806470561957, -0.1048728712820766, -0.0504257364677519, -0.0262590703395266, -0.1097925116153718]| 12.1446475982666016|      0.12500000|[1081, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.456196308291853, 0.1842680076999248, 0.2630942373217166, 1.9810869285426431, 0.0039731067562144, 0.1644029379742905, 0.1269034786526776, 0.0278056655798653, 0.0244891983923658, -0.0442100091718396, -0.108881174834483, -0.0861255593273597, -0.0172915039994024, 0.0248846970779272, 0.0464216270121912, 0.0148144249595465, 0.0525698801352997, -0.0889806470561957, -0.1048728712820766, -0.0504257364677519, -0.0262590703395266, -0.1097925116153718]| 12.1446475982666016|      0.06250000|[1201, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.456196308291853, 0.1842680076999248, 0.2630942373217166, 1.9810869285426431, 0.0039731067562144, 0.1644029379742905, 0.1269034786526776, 0.0278056655798653, 0.0244891983923658, -0.0442100091718396, -0.108881174834483, -0.0861255593273597, -0.0172915039994024, 0.0248846970779272, 0.0464216270121912, 0.0148144249595465, 0.0525698801352997, -0.0889806470561957, -0.1048728712820766, -0.0504257364677519, -0.0262590703395266, -0.1097925116153718]| 12.1446475982666016|      0.03125000|[1321, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      12|[1.456196308291853, 0.1842680076999248, 0.2630942373217166, 1.9810869285426431, 0.0039731067562144, 0.1644029379742905, 0.1269034786526776, 0.0278056655798653, 0.0244891983923658, -0.0442100091718396, -0.108881174834483, -0.0861255593273597, -0.0172915039994024, 0.0248846970779272, 0.0464216270121912, 0.0148144249595465, 0.0525698801352997, -0.0889806470561957, -0.1048728712820766, -0.0504257364677519, -0.0262590703395266, -0.1097925116153718]| 12.1446475982666016|      0.01562500|[1441, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[1.4449746562087427, 0.1827334715433112, 0.2611694467223771, 1.9706366769693004, 0.0043294212725892, 0.1642495089329098, 0.127669123550931, 0.028035188749046, 0.0243279483036222, -0.0447421854449824, -0.109159669835313, -0.0867472682563876, -0.0165282772747149, 0.0244215221655011, 0.0461273979027776, 0.0145967325042528, 0.0522668016400875, -0.089086375317907, -0.1047173013441361, -0.0509615675584348, -0.026248824953439, -0.1099915583415381]| 12.1445322036743164|      0.03125000|[1561, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      14|[1.4449746562087427, 0.1827334715433112, 0.2611694467223771, 1.9706366769693004, 0.0043294212725892, 0.1642495089329098, 0.127669123550931, 0.028035188749046, 0.0243279483036222, -0.0447421854449824, -0.109159669835313, -0.0867472682563876, -0.0165282772747149, 0.0244215221655011, 0.0461273979027776, 0.0145967325042528, 0.0522668016400875, -0.089086375317907, -0.1047173013441361, -0.0509615675584348, -0.026248824953439, -0.1099915583415381]| 12.1445322036743164|      0.01562500|[1681, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      15|[1.4449746562087427, 0.1827334715433112, 0.2611694467223771, 1.9706366769693004, 0.0043294212725892, 0.1642495089329098, 0.127669123550931, 0.028035188749046, 0.0243279483036222, -0.0447421854449824, -0.109159669835313, -0.0867472682563876, -0.0165282772747149, 0.0244215221655011, 0.0461273979027776, 0.0145967325042528, 0.0522668016400875, -0.089086375317907, -0.1047173013441361, -0.0509615675584348, -0.026248824953439, -0.1099915583415381]| 12.1445322036743164|      0.00781250|[1801, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      16|[1.4449746562087427, 0.1827334715433112, 0.2611694467223771, 1.9706366769693004, 0.0043294212725892, 0.1642495089329098, 0.127669123550931, 0.028035188749046, 0.0243279483036222, -0.0447421854449824, -0.109159669835313, -0.0867472682563876, -0.0165282772747149, 0.0244215221655011, 0.0461273979027776, 0.0145967325042528, 0.0522668016400875, -0.089086375317907, -0.1047173013441361, -0.0509615675584348, -0.026248824953439, -0.1099915583415381]| 12.1445322036743164|      0.00390625|[1921, 128, 0, 32]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      17|[1.4423768968727217, 0.1811752742544766, 0.2618592565762491, 1.972782908232667, 0.0045916270478058, 0.1642824740559314, 0.128033734905448, 0.028145670163578, 0.0240546000753261, -0.0450025291822207, -0.1091798608250433, -0.0866771755452681, -0.0164383341804851, 0.0245937589095672, 0.0462419460184256, 0.014435055853441, 0.05210319148628, -0.0885711134788106, -0.1046069027116252, -0.051305166564642, -0.0258910048374527, -0.1100912740412968]| 12.1445245742797852|      0.00781250|[2041, 136, 0, 34]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      18|[1.4423768968727217, 0.1811752742544766, 0.2618592565762491, 1.972782908232667, 0.0045916270478058, 0.1642824740559314, 0.128033734905448, 0.028145670163578, 0.0240546000753261, -0.0450025291822207, -0.1091798608250433, -0.0866771755452681, -0.0164383341804851, 0.0245937589095672, 0.0462419460184256, 0.014435055853441, 0.05210319148628, -0.0885711134788106, -0.1046069027116252, -0.051305166564642, -0.0258910048374527, -0.1100912740412968]| 12.1445245742797852|      0.00390625|[2161, 144, 0, 36]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      19|[1.4394201517096967, 0.1798395884591503, 0.262158733104629, 1.9747386795715622, 0.0046958998470958, 0.164106364640057, 0.127921276770988, 0.0280645062271443, 0.0243700626358947, -0.0451932948938336, -0.1093878249689182, -0.0863915689084815, -0.0164652939804304, 0.0246777670392269, 0.0464407685932987, 0.0141219769317277, 0.0524110668447055, -0.0883432039005175, -0.1045997674315766, -0.0513345130360591, -0.0256549040684891, -0.1104748022955944]| 12.1445169448852539|      0.00781250|[2281, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      20|[1.4394201517096967, 0.1798395884591503, 0.262158733104629, 1.9747386795715622, 0.0046958998470958, 0.164106364640057, 0.127921276770988, 0.0280645062271443, 0.0243700626358947, -0.0451932948938336, -0.1093878249689182, -0.0863915689084815, -0.0164652939804304, 0.0246777670392269, 0.0464407685932987, 0.0141219769317277, 0.0524110668447055, -0.0883432039005175, -0.1045997674315766, -0.0513345130360591, -0.0256549040684891, -0.1104748022955944]| 12.1445169448852539|      0.00390625|[2401, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      21|[1.4366545238325668, 0.1788323259683757, 0.2626623455897084, 1.9771458814975802, 0.0049078603066752, 0.1641469808427981, 0.1278811977125243, 0.0282434556556833, 0.0242819290307565, -0.0448912613221891, -0.1094288947581753, -0.0863546049571934, -0.0166109742242107, 0.0246739361590644, 0.0461694858864995, 0.0141758440746239, 0.0526522042520083, -0.0882171728000346, -0.104836870235291, -0.0515416929224331, -0.0258732901856088, -0.1102593541400544]| 12.1445093154907227|      0.00781250|[2521, 168, 0, 42]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      22|[1.4366545238325668, 0.1788323259683757, 0.2626623455897084, 1.9771458814975802, 0.0049078603066752, 0.1641469808427981, 0.1278811977125243, 0.0282434556556833, 0.0242819290307565, -0.0448912613221891, -0.1094288947581753, -0.0863546049571934, -0.0166109742242107, 0.0246739361590644, 0.0461694858864995, 0.0141758440746239, 0.0526522042520083, -0.0882171728000346, -0.104836870235291, -0.0515416929224331, -0.0258732901856088, -0.1102593541400544]| 12.1445093154907227|      0.00390625|[2641, 176, 1, 45]                                                         |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      23|[1.4339647472497283, 0.1775227665526014, 0.2634520951782877, 1.9793297389970361, 0.0049723629054718, 0.1642523344631181, 0.1278387965639208, 0.028482967769464, 0.0244640533214601, -0.044798995146032, -0.1091822792096047, -0.0865731511807243, -0.0164783730212552, 0.0247081001371532, 0.0459640256921858, 0.0143445663476894, 0.0525971192456062, -0.0878483509465857, -0.105034437668114, -0.0513587601696845, -0.0253299751868274, -0.1099509136500623]| 12.1445016860961914|      0.00781250|[2762, 184, 1, 47]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      24|[1.4339647472497283, 0.1775227665526014, 0.2634520951782877, 1.9793297389970361, 0.0049723629054718, 0.1642523344631181, 0.1278387965639208, 0.028482967769464, 0.0244640533214601, -0.044798995146032, -0.1091822792096047, -0.0865731511807243, -0.0164783730212552, 0.0247081001371532, 0.0459640256921858, 0.0143445663476894, 0.0525971192456062, -0.0878483509465857, -0.105034437668114, -0.0513587601696845, -0.0253299751868274, -0.1099509136500623]| 12.1445016860961914|      0.00390625|[2882, 192, 1, 49]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      25|[1.4309940382404827, 0.1765028073766314, 0.2640376555210465, 1.9814388510560572, 0.0050956580972549, 0.1642416689400971, 0.127792674455175, 0.0285065492117214, 0.0244680749380797, -0.0450850825779172, -0.1091567857641423, -0.0867101864645753, -0.0165449279558197, 0.0245696733877262, 0.046058569692046, 0.0142106973348115, 0.0525965805542884, -0.0876917300696191, -0.1046113731953717, -0.0512980682443575, -0.0257047861540575, -0.1096598733595678]| 12.1444940567016602|      0.00781250|[3002, 200, 1, 51]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      26|[1.4309940382404827, 0.1765028073766314, 0.2640376555210465, 1.9814388510560572, 0.0050956580972549, 0.1642416689400971, 0.127792674455175, 0.0285065492117214, 0.0244680749380797, -0.0450850825779172, -0.1091567857641423, -0.0867101864645753, -0.0165449279558197, 0.0245696733877262, 0.046058569692046, 0.0142106973348115, 0.0525965805542884, -0.0876917300696191, -0.1046113731953717, -0.0512980682443575, -0.0257047861540575, -0.1096598733595678]| 12.1444940567016602|      0.00390625|[3122, 208, 1, 53]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      27|[1.4281288861339665, 0.1754275381285911, 0.2647926710602109, 1.9835411858096461, 0.005117992049208, 0.163713384997686, 0.1273492927114733, 0.0288371495846037, 0.024479788930627, -0.0453348334121315, -0.1090202302354072, -0.0867011580653397, -0.0166863909053367, 0.0245406854292421, 0.0463098262987719, 0.0140361124106842, 0.05282427981249, -0.0876515581079136, -0.1048603795256644, -0.0513420493216598, -0.0256532379969793, -0.1097088837687767]| 12.1444854736328125|      0.00781250|[3242, 216, 1, 55]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      28|[1.4281288861339665, 0.1754275381285911, 0.2647926710602109, 1.9835411858096461, 0.005117992049208, 0.163713384997686, 0.1273492927114733, 0.0288371495846037, 0.024479788930627, -0.0453348334121315, -0.1090202302354072, -0.0867011580653397, -0.0166863909053367, 0.0245406854292421, 0.0463098262987719, 0.0140361124106842, 0.05282427981249, -0.0876515581079136, -0.1048603795256644, -0.0513420493216598, -0.0256532379969793, -0.1097088837687767]| 12.1444854736328125|      0.00390625|[3362, 224, 1, 57]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      29|[1.4281288861339665, 0.1754275381285911, 0.2647926710602109, 1.9835411858096461, 0.005117992049208, 0.163713384997686, 0.1273492927114733, 0.0288371495846037, 0.024479788930627, -0.0453348334121315, -0.1090202302354072, -0.0867011580653397, -0.0166863909053367, 0.0245406854292421, 0.0463098262987719, 0.0140361124106842, 0.05282427981249, -0.0876515581079136, -0.1048603795256644, -0.0513420493216598, -0.0256532379969793, -0.1097088837687767]| 12.1444854736328125|      0.00195312|[3482, 232, 1, 59]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      30|[1.426941330596554, 0.1752699316504092, 0.2652648561031168, 1.9848477472748063, 0.0049205736462997, 0.16350307464801, 0.1275843594850935, 0.0287767043055369, 0.0247073064506699, -0.0453297427810452, -0.1090867288640967, -0.086851758300225, -0.0168449938764362, 0.0243401644968281, 0.0463941437431326, 0.0138121571489029, 0.052915753315773, -0.0875690114219214, -0.1046209158790356, -0.0514403588205929, -0.025637118785471, -0.1098619291520482]| 12.1444826126098633|      0.00390625|[3602, 240, 1, 61]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      31|[1.4238506302880825, 0.173986379052174, 0.2659319716859481, 1.986650730430465, 0.004898753663935, 0.1635319723346564, 0.1278127551798022, 0.0285971642197675, 0.0244410401721259, -0.0454784698041947, -0.1091998709761645, -0.0869354642689636, -0.0169381327146589, 0.0244476364681236, 0.0464995538881252, 0.0139171571276845, 0.0528322321493012, -0.0875974118604942, -0.1046953197425293, -0.0516492748369545, -0.025864731754331, -0.1099776572443987]| 12.1444749832153320|      0.00781250|[3722, 248, 1, 63]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
