k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9316378269478037, 1.0785600526337984, 0.8761229162480805, 0.8030477610968196, 0.7688671236235556, 0.8690319063736188, 0.6453246438502708, 0.1405527597415962]|80439.4375000000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[0.9316378269478037, 1.0785600526337984, 0.8761229162480805, 0.8030477610968196, 0.7688671236235556, 0.8690319063736188, 0.6453246438502708, 0.1405527597415962]|80439.4375000000000000|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.9316378269478037, 1.0785600526337984, 0.8761229162480805, 0.8030477610968196, 0.7688671236235556, 0.8690319063736188, 0.6453246438502708, 0.1405527597415962]|80439.4375000000000000|      0.50000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.8633478226794186, 1.0836016625579306, 0.9301315320020147, 0.7902994031727766, 0.757922889716802, 0.7014897580422521, 0.3640627001498465, -0.2267797566295319]|258.6705627441406250|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.8633478226794186, 1.0836016625579306, 0.9301315320020147, 0.7902994031727766, 0.757922889716802, 0.7014897580422521, 0.3640627001498465, -0.2267797566295319]|258.6705627441406250|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.8633478226794186, 1.0836016625579306, 0.9301315320020147, 0.7902994031727766, 0.757922889716802, 0.7014897580422521, 0.3640627001498465, -0.2267797566295319]|258.6705627441406250|      0.25000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.8633478226794186, 1.0836016625579306, 0.9301315320020147, 0.7902994031727766, 0.757922889716802, 0.7014897580422521, 0.3640627001498465, -0.2267797566295319]|258.6705627441406250|      0.12500000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.8633478226794186, 1.0836016625579306, 0.9301315320020147, 0.7902994031727766, 0.757922889716802, 0.7014897580422521, 0.3640627001498465, -0.2267797566295319]|258.6705627441406250|      0.06250000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.8633478226794186, 1.0836016625579306, 0.9301315320020147, 0.7902994031727766, 0.757922889716802, 0.7014897580422521, 0.3640627001498465, -0.2267797566295319]|258.6705627441406250|      0.03125000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.8633478226794186, 1.0836016625579306, 0.9301315320020147, 0.7902994031727766, 0.757922889716802, 0.7014897580422521, 0.3640627001498465, -0.2267797566295319]|258.6705627441406250|      0.01562500|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.8653903671130763, 1.0838931196167645, 0.930844263077249, 0.7912443256427897, 0.7575869372868025, 0.7033757997281659, 0.3696919436108438, -0.2125275839270966]|221.0929260253906250|      0.03125000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[0.8653903671130763, 1.0838931196167645, 0.930844263077249, 0.7912443256427897, 0.7575869372868025, 0.7033757997281659, 0.3696919436108438, -0.2125275839270966]|221.0929260253906250|      0.01562500|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.8653903671130763, 1.0838931196167645, 0.930844263077249, 0.7912443256427897, 0.7575869372868025, 0.7033757997281659, 0.3696919436108438, -0.2125275839270966]|221.0929260253906250|      0.00781250|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.8656926926302477, 1.0851280566240376, 0.9311654310750734, 0.7915605120540508, 0.7570438843292575, 0.7035669029480587, 0.3669783354037013, -0.2197053598314432]|216.4181213378906250|      0.01562500|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[0.8656926926302477, 1.0851280566240376, 0.9311654310750734, 0.7915605120540508, 0.7570438843292575, 0.7035669029480587, 0.3669783354037013, -0.2197053598314432]|216.4181213378906250|      0.00781250|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[0.8656926926302477, 1.0851280566240376, 0.9311654310750734, 0.7915605120540508, 0.7570438843292575, 0.7035669029480587, 0.3669783354037013, -0.2197053598314432]|216.4181213378906250|      0.00390625|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[0.8656837501102246, 1.0849458229112388, 0.9311218077432644, 0.7919545288227974, 0.757488961669249, 0.7039242039705105, 0.3686664179017507, -0.2162567416474188]|213.2266387939453125|      0.00781250|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[0.8656837501102246, 1.0849458229112388, 0.9311218077432644, 0.7919545288227974, 0.757488961669249, 0.7039242039705105, 0.3686664179017507, -0.2162567416474188]|213.2266387939453125|      0.00390625|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[0.8656837501102246, 1.0849458229112388, 0.9311218077432644, 0.7919545288227974, 0.757488961669249, 0.7039242039705105, 0.3686664179017507, -0.2162567416474188]|213.2266387939453125|      0.00195312|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[0.8656837501102246, 1.0849458229112388, 0.9311218077432644, 0.7919545288227974, 0.757488961669249, 0.7039242039705105, 0.3686664179017507, -0.2162567416474188]|213.2266387939453125|      0.00097656|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
