k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.12500000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=1
       4|[0.1841812924388144, 0.2142087128101683, 0.2965033533414474, 0.3371652622311045, 0.5382496921917539, 0.6236178317761394, 0.7127343594573841, 0.7654517821636604, 0.9185176978816185, 1.0256262042332935]| 43.1808548525462754|      0.25000000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       5|[0.1841812924388144, 0.2142087128101683, 0.2965033533414474, 0.3371652622311045, 0.5382496921917539, 0.6236178317761394, 0.7127343594573841, 0.7654517821636604, 0.9185176978816185, 1.0256262042332935]| 43.1808548525462754|      0.12500000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[0.2000828581289581, 0.176689013116175, 0.3178588251412038, 0.3162622532757375, 0.5611248641428526, 0.6967109331344413, 0.74568733947628, 0.8164008433997297, 0.9231321222165653, 0.966443886084851]| 30.6827514735809643|      0.25000000|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       7|[0.2000828581289581, 0.176689013116175, 0.3178588251412038, 0.3162622532757375, 0.5611248641428526, 0.6967109331344413, 0.74568733947628, 0.8164008433997297, 0.9231321222165653, 0.966443886084851]| 30.6827514735809643|      0.12500000|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       8|[0.1855726071188172, 0.1848791789979867, 0.3276031391452936, 0.2996131719391275, 0.5895008713008446, 0.7554066570962457, 0.8242790690590951, 0.8789879357641555, 0.9125016977200642, 0.9892042557134335]| 23.1320808165882177|      0.25000000|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       9|[0.2603907950179724, 0.2126061139306037, 0.3168098846274285, 0.381660983127434, 0.7229824340464015, 0.7526719328584904, 0.7392387971603217, 0.9121348414458471, 0.8521871815532713, 1.128817671271805]| 17.8958788382656167|      0.50000000|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
      10|[0.2603907950179724, 0.2126061139306037, 0.3168098846274285, 0.381660983127434, 0.7229824340464015, 0.7526719328584904, 0.7392387971603217, 0.9121348414458471, 0.8521871815532713, 1.128817671271805]| 17.8958788382656167|      0.25000000|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[0.2603907950179724, 0.2126061139306037, 0.3168098846274285, 0.381660983127434, 0.7229824340464015, 0.7526719328584904, 0.7392387971603217, 0.9121348414458471, 0.8521871815532713, 1.128817671271805]| 17.8958788382656167|      0.12500000|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
