k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.12500000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=1
       4|[1.312139436636694, 0.5846506392547678, 0.6470267991280599, 0.7625652250175597, 0.5595221992803834, 3.017201646270312, 5.013843151776108, 6.999836658083444, 2.0461303828965973, 4.493729665144732, 5.5546855555045624]|  2.5229433930149030|      0.25000000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       5|[1.312139436636694, 0.5846506392547678, 0.6470267991280599, 0.7625652250175597, 0.5595221992803834, 3.017201646270312, 5.013843151776108, 6.999836658083444, 2.0461303828965973, 4.493729665144732, 5.5546855555045624]|  2.5229433930149030|      0.12500000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[1.3448200104220829, 0.5599710874817789, 0.633950053266191, 0.7397839265439142, 0.5143706331635263, 3.076249461436849, 5.031967159129337, 6.921179105050377, 2.0245904697693047, 4.511952755564959, 5.575205385095222]|  2.4120635048327768|      0.25000000|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       7|[1.3448200104220829, 0.5599710874817789, 0.633950053266191, 0.7397839265439142, 0.5143706331635263, 3.076249461436849, 5.031967159129337, 6.921179105050377, 2.0245904697693047, 4.511952755564959, 5.575205385095222]|  2.4120635048327768|      0.12500000|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       8|[1.3944318715917268, 0.5166341202710745, 0.5718790360456523, 0.7900566018655165, 0.4947707420287615, 3.1228681742184463, 5.0527906603938675, 6.942198728939195, 2.0391335317240493, 4.5474617963328665, 5.574856233332761]|  2.2522888813556379|      0.25000000|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       9|[1.288207970466178, 0.380193743152673, 0.6081129553589515, 0.7529600825267003, 0.5453161661390877, 3.0654764548574716, 5.165627067979763, 6.990105983188987, 2.085405120631927, 4.5152625331989595, 5.651392472741474]|  1.7449525498916536|      0.50000000|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
      10|[1.288207970466178, 0.380193743152673, 0.6081129553589515, 0.7529600825267003, 0.5453161661390877, 3.0654764548574716, 5.165627067979763, 6.990105983188987, 2.085405120631927, 4.5152625331989595, 5.651392472741474]|  1.7449525498916536|      0.25000000|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[1.2670665472953868, 0.3220278233167806, 0.682883633888887, 0.8331704596345907, 0.403649762538292, 3.0785406380040525, 5.1477395357305245, 6.940904421655508, 2.1727792610759544, 4.63927239711419, 5.625859748484878]|  1.1565951563184214|      0.50000000|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
