k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0258828819419773, -0.0492989672550107, 0.098569547373026, 0.0259030348465452, 0.4670725281173258, -0.0279155999605209, 0.0799996526584837, 0.0713656734422775, 0.0779982971094164]|77405.1328125000000000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.0258828819419773, -0.0492989672550107, 0.098569547373026, 0.0259030348465452, 0.4670725281173258, -0.0279155999605209, 0.0799996526584837, 0.0713656734422775, 0.0779982971094164]|77405.1328125000000000|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0258828819419773, -0.0492989672550107, 0.098569547373026, 0.0259030348465452, 0.4670725281173258, -0.0279155999605209, 0.0799996526584837, 0.0713656734422775, 0.0779982971094164]|77405.1328125000000000|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.1440082602085718, -0.1294103691701504, 0.1079479833662861, -0.0271865456065904, 0.6540442220922287, -0.0123770339805141, 0.1291245571395324, 0.0704617849537376, 0.1181002302668546]|16170.2324218750000000|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[0.1440082602085718, -0.1294103691701504, 0.1079479833662861, -0.0271865456065904, 0.6540442220922287, -0.0123770339805141, 0.1291245571395324, 0.0704617849537376, 0.1181002302668546]|16170.2324218750000000|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1440082602085718, -0.1294103691701504, 0.1079479833662861, -0.0271865456065904, 0.6540442220922287, -0.0123770339805141, 0.1291245571395324, 0.0704617849537376, 0.1181002302668546]|16170.2324218750000000|      0.12500000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2151220292206379, -0.1058930104397769, 0.1117559256179377, 0.0140177909514099, 0.7236524439918834, 0.0030308807311187, 0.0748358406622522, 0.0864811434311433, 0.1220845677648454]|5963.2221679687500000|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[0.2151220292206379, -0.1058930104397769, 0.1117559256179377, 0.0140177909514099, 0.7236524439918834, 0.0030308807311187, 0.0748358406622522, 0.0864811434311433, 0.1220845677648454]|5963.2221679687500000|      0.12500000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.2151220292206379, -0.1058930104397769, 0.1117559256179377, 0.0140177909514099, 0.7236524439918834, 0.0030308807311187, 0.0748358406622522, 0.0864811434311433, 0.1220845677648454]|5963.2221679687500000|      0.06250000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.219059261872059, -0.1094081194234239, 0.1128314653408981, 0.0095537947355826, 0.7813514942375287, 0.0159674167058753, 0.0675349556681167, 0.0824132765967137, 0.1391410426472813]|2645.3403320312500000|      0.12500000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[0.219059261872059, -0.1094081194234239, 0.1128314653408981, 0.0095537947355826, 0.7813514942375287, 0.0159674167058753, 0.0675349556681167, 0.0824132765967137, 0.1391410426472813]|2645.3403320312500000|      0.06250000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.2275764772357447, -0.1186554251295056, 0.1225717131885833, -0.0058802138994815, 0.8235074145346617, -0.0225026683140813, 0.0677802139074973, 0.091085248894594, 0.1482394499950095]|1774.0224609375000000|      0.12500000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
