k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[43, 6, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=2
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[86, 12, 2, 8]                                                             |  | used linear model with 49 points | iterate failure | actual_k=2
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[129, 18, 3, 12]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[172, 24, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[215, 30, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[258, 36, 6, 24]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[301, 42, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[344, 48, 8, 32]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       9|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00195312|[387, 54, 9, 36]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
      10|[107.47002450426432, 0.0936574723891525, 0.9085116734420677, 102.39990787923728, 0.1815879387356956, 0.8175548643383839, 97.4400724466214, 0.2839717624300402, 0.715939895984775, 96.30011683647567, 0.3055335835755927, 0.6949581303219831, 93.98988819419927, 0.3565436521522514, 0.6432788026862258, 89.720113215909, 0.4679993725282795, 0.5320640890576354, 83.70993248020449, 0.6576595746890915, 0.3421655132959689, 78.31013176382648, 0.8760068847795033, 0.1236614164002375, 886.3700557377774, 910.009884363758, 922.5200920158221, 926.4601435368011, 935.5599224113116, 952.8301235454232, 975.7299812246519]|  0.6096417755123167|      0.00390625|[430, 60, 10, 40]                                                          |  | used linear model with 49 points | iterate success | actual_k=2
      11|[107.47002450426432, 0.0936574723891525, 0.9085116734420677, 102.39990787923728, 0.1815879387356956, 0.8175548643383839, 97.4400724466214, 0.2839717624300402, 0.715939895984775, 96.30011683647567, 0.3055335835755927, 0.6949581303219831, 93.98988819419927, 0.3565436521522514, 0.6432788026862258, 89.720113215909, 0.4679993725282795, 0.5320640890576354, 83.70993248020449, 0.6576595746890915, 0.3421655132959689, 78.31013176382648, 0.8760068847795033, 0.1236614164002375, 886.3700557377774, 910.009884363758, 922.5200920158221, 926.4601435368011, 935.5599224113116, 952.8301235454232, 975.7299812246519]|  0.6096417755123167|      0.00195312|[473, 66, 11, 44]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
