k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.849616965288863, -0.19111423565939, 0.0752189590356851, 0.5118765442343851, -0.1132262810537335, 0.224317030542, -0.0809755287675637]|108335.1484375000000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[8.229172533033408, -0.4599706525676552, 0.6330482455738019, 0.4365671029099444, -0.0197272532417084, -0.7163891247147427, 0.2212841368307471]|43013.7695312500000000|      4.00000000|[47, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[8.229172533033408, -0.4599706525676552, 0.6330482455738019, 0.4365671029099444, -0.0197272532417084, -0.7163891247147427, 0.2212841368307471]|43013.7695312500000000|      2.00000000|[70, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[8.229172533033408, -0.4599706525676552, 0.6330482455738019, 0.4365671029099444, -0.0197272532417084, -0.7163891247147427, 0.2212841368307471]|43013.7695312500000000|      1.00000000|[92, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[8.229172533033408, -0.4599706525676552, 0.6330482455738019, 0.4365671029099444, -0.0197272532417084, -0.7163891247147427, 0.2212841368307471]|43013.7695312500000000|      0.50000000|[115, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[8.229172533033408, -0.4599706525676552, 0.6330482455738019, 0.4365671029099444, -0.0197272532417084, -0.7163891247147427, 0.2212841368307471]|43013.7695312500000000|      0.25000000|[139, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[8.229172533033408, -0.4599706525676552, 0.6330482455738019, 0.4365671029099444, -0.0197272532417084, -0.7163891247147427, 0.2212841368307471]|43013.7695312500000000|      0.12500000|[162, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[8.234591982701781, -0.4339000093081338, 0.639661723348059, 0.4931622180778599, -0.0202692920111708, -0.7127372286641174, 0.1133231446836093]|30553.5507812500000000|      0.25000000|[184, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[8.234591982701781, -0.4339000093081338, 0.639661723348059, 0.4931622180778599, -0.0202692920111708, -0.7127372286641174, 0.1133231446836093]|30553.5507812500000000|      0.12500000|[207, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[8.234591982701781, -0.4339000093081338, 0.639661723348059, 0.4931622180778599, -0.0202692920111708, -0.7127372286641174, 0.1133231446836093]|30553.5507812500000000|      0.06250000|[229, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[8.234591982701781, -0.4339000093081338, 0.639661723348059, 0.4931622180778599, -0.0202692920111708, -0.7127372286641174, 0.1133231446836093]|30553.5507812500000000|      0.03125000|[253, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[8.235676082624897, -0.4315182383603671, 0.6366334300630418, 0.5048691340696738, -0.0184509453363791, -0.7079387142026942, 0.0850891257244991]|24279.1855468750000000|      0.06250000|[277, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[8.235676082624897, -0.4315182383603671, 0.6366334300630418, 0.5048691340696738, -0.0184509453363791, -0.7079387142026942, 0.0850891257244991]|24279.1855468750000000|      0.03125000|[300, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[8.235676082624897, -0.4315182383603671, 0.6366334300630418, 0.5048691340696738, -0.0184509453363791, -0.7079387142026942, 0.0850891257244991]|24279.1855468750000000|      0.01562500|[322, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[8.235710192083541, -0.4314496093734491, 0.6366570025295782, 0.5076807893940856, -0.0184775457919573, -0.7077771578254095, 0.0697202616729423]|20875.7890625000000000|      0.03125000|[344, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[8.235710192083541, -0.4314496093734491, 0.6366570025295782, 0.5076807893940856, -0.0184775457919573, -0.7077771578254095, 0.0697202616729423]|20875.7890625000000000|      0.01562500|[367, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[8.235710192083541, -0.4314496093734491, 0.6366570025295782, 0.5076807893940856, -0.0184775457919573, -0.7077771578254095, 0.0697202616729423]|20875.7890625000000000|      0.00781250|[389, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[8.236228264993175, -0.4314930788725088, 0.6362794751926423, 0.5090727542232221, -0.0179190695422603, -0.7066989452242203, 0.0621565102226083]|20518.0937500000000000|      0.01562500|[411, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[8.236228264993175, -0.4314930788725088, 0.6362794751926423, 0.5090727542232221, -0.0179190695422603, -0.7066989452242203, 0.0621565102226083]|20518.0937500000000000|      0.00781250|[435, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[8.236228264993175, -0.4314930788725088, 0.6362794751926423, 0.5090727542232221, -0.0179190695422603, -0.7066989452242203, 0.0621565102226083]|20518.0937500000000000|      0.00390625|[458, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[8.23598329119072, -0.4307522984855877, 0.6360601466402228, 0.5097108345303363, -0.0174993173070668, -0.7062218016083062, 0.0658701219222308]|20343.3632812500000000|      0.00781250|[481, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[8.23598329119072, -0.4307522984855877, 0.6360601466402228, 0.5097108345303363, -0.0174993173070668, -0.7062218016083062, 0.0658701219222308]|20343.3632812500000000|      0.00390625|[504, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[8.235884655849977, -0.4305639795458128, 0.6360775209668509, 0.5117887199057248, -0.0172884529902701, -0.7050870720786588, 0.0627776129500616]|20310.5449218750000000|      0.00781250|[528, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
