k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |17984.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7308654016361078, 4.317478377858041]                                         |8444.2392578125000000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.6491961148410639, 2.6352205040454972]                                        |1270.1308593750000000|      4.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.6491961148410639, 2.6352205040454972]                                        |1270.1308593750000000|      2.00000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.0488171820095077, 0.76098000789251]                                         | 57.5602111816406250|      4.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[-0.0488171820095077, 0.76098000789251]                                         | 57.5602111816406250|      2.00000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.0488171820095077, 0.76098000789251]                                         | 57.5602111816406250|      1.00000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1087853100078421, -0.2265226272988708]                                       | 12.8068799972534180|      2.00000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.1087853100078421, -0.2265226272988708]                                       | 12.8068799972534180|      1.00000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1087853100078421, -0.2265226272988708]                                       | 12.8068799972534180|      0.50000000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1087853100078421, -0.2265226272988708]                                       | 12.8068799972534180|      0.25000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
