k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[11.022526380209854, 2.883963423815679, 0.4743716900976144, 39.988138531608776, -0.7414794074258683, -1.2847711077914514, 25.584456245454465, -0.9073628581383155, 0.8776980128448306]|929.7845458984375000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[11.022526380209854, 2.883963423815679, 0.4743716900976144, 39.988138531608776, -0.7414794074258683, -1.2847711077914514, 25.584456245454465, -0.9073628581383155, 0.8776980128448306]|929.7845458984375000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.515715860131778, 3.121059424654319, 0.554238533154909, 40.51366707102846, -0.3448683843899079, -1.631454698542302, 25.75651970170544, -0.6096161036111374, 0.9705465252828814]|896.5653686523437500|      2.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[10.515715860131778, 3.121059424654319, 0.554238533154909, 40.51366707102846, -0.3448683843899079, -1.631454698542302, 25.75651970170544, -0.6096161036111374, 0.9705465252828814]|896.5653686523437500|      1.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.515715860131778, 3.121059424654319, 0.554238533154909, 40.51366707102846, -0.3448683843899079, -1.631454698542302, 25.75651970170544, -0.6096161036111374, 0.9705465252828814]|896.5653686523437500|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[10.63619864958883, 2.9868563278894866, 0.4585009760670543, 40.392092968424095, -0.4876758521268013, -1.7392044459389369, 26.03341419814406, -0.900195763356558, 0.9909524626773079]|866.5323486328125000|      1.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[10.63619864958883, 2.9868563278894866, 0.4585009760670543, 40.392092968424095, -0.4876758521268013, -1.7392044459389369, 26.03341419814406, -0.900195763356558, 0.9909524626773079]|866.5323486328125000|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.63619864958883, 2.9868563278894866, 0.4585009760670543, 40.392092968424095, -0.4876758521268013, -1.7392044459389369, 26.03341419814406, -0.900195763356558, 0.9909524626773079]|866.5323486328125000|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[10.674253494895503, 3.0465268334276034, 0.6035849837062606, 40.29166936316624, -0.5853443088949924, -1.6313399179973633, 26.09246891424031, -0.8603695640938336, 1.0014176561973422]|860.7355346679687500|      0.50000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[10.674253494895503, 3.0465268334276034, 0.6035849837062606, 40.29166936316624, -0.5853443088949924, -1.6313399179973633, 26.09246891424031, -0.8603695640938336, 1.0014176561973422]|860.7355346679687500|      0.25000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[10.65432098898014, 3.0755746419059355, 0.5608947769025563, 40.39832554082106, -0.5279572544836465, -1.4531595577580712, 26.060465472678136, -0.8046094396640293, 1.0956832358348496]|852.2638549804687500|      0.50000000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[10.65432098898014, 3.0755746419059355, 0.5608947769025563, 40.39832554082106, -0.5279572544836465, -1.4531595577580712, 26.060465472678136, -0.8046094396640293, 1.0956832358348496]|852.2638549804687500|      0.25000000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
