k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.12500000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[99.99839043529968, 0.0724857910650217, 0.2250088292374555, 0.9279354996641439, 99.98818337146798, 0.0149963232627992, 0.2127847604832262, 0.7838886994744165, 99.99318913940947, 0.0216422813876986, 0.2733801007692298, 0.7814084500621187, 99.99671375636575, 0.1530250049385902, 0.3153414014958705, 0.6099605725818548, 99.99008562210096, 0.2548479793647392, 0.4757100773189025, 0.2930592112246525, 99.99181698374598, 0.6001839489726551, 0.6095562390522488, 0.0094564442622605, 300.0028418536492, 300.0017315119673, 299.9922202871009, 300.0010868936981, 300.0041603273158]|385.8273925781250000|      0.25000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[99.99839043529968, 0.0724857910650217, 0.2250088292374555, 0.9279354996641439, 99.98818337146798, 0.0149963232627992, 0.2127847604832262, 0.7838886994744165, 99.99318913940947, 0.0216422813876986, 0.2733801007692298, 0.7814084500621187, 99.99671375636575, 0.1530250049385902, 0.3153414014958705, 0.6099605725818548, 99.99008562210096, 0.2548479793647392, 0.4757100773189025, 0.2930592112246525, 99.99181698374598, 0.6001839489726551, 0.6095562390522488, 0.0094564442622605, 300.0028418536492, 300.0017315119673, 299.9922202871009, 300.0010868936981, 300.0041603273158]|385.8273925781250000|      0.12500000|[626, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[100.03413442543952, 0.1547728810585165, 0.2620296763160812, 0.9234729139861683, 99.98324336232211, 0.0437597108961839, 0.2107352115480804, 0.7755773798404604, 99.99220538235689, 0.0462002257386975, 0.2587241445605674, 0.7644172650816405, 100.00459984733736, 0.1319448560158551, 0.3085776461675995, 0.6002336050685837, 99.98264045544157, 0.2242811799666173, 0.4776203307911568, 0.2956229916567257, 100.00976224608256, 0.5997084395330592, 0.5946949136919095, 0.0411064803780278, 300.0132441282924, 300.0157203680649, 300.00011289980523, 300.0169923190913, 300.0226603471354]|264.6941833496093750|      0.25000000|[751, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[100.03413442543952, 0.1547728810585165, 0.2620296763160812, 0.9234729139861683, 99.98324336232211, 0.0437597108961839, 0.2107352115480804, 0.7755773798404604, 99.99220538235689, 0.0462002257386975, 0.2587241445605674, 0.7644172650816405, 100.00459984733736, 0.1319448560158551, 0.3085776461675995, 0.6002336050685837, 99.98264045544157, 0.2242811799666173, 0.4776203307911568, 0.2956229916567257, 100.00976224608256, 0.5997084395330592, 0.5946949136919095, 0.0411064803780278, 300.0132441282924, 300.0157203680649, 300.00011289980523, 300.0169923190913, 300.0226603471354]|264.6941833496093750|      0.12500000|[876, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[100.0178500029438, 0.1752276253922178, 0.2884158073315315, 0.9116171773016102, 99.98590884722998, 0.1242873873990611, 0.2611807870791436, 0.7861015354263994, 99.98811383619206, 0.0297680595375427, 0.2325031077912047, 0.7462935078763663, 99.99549579946459, 0.1474198930725742, 0.3027983083073558, 0.5838868427271754, 99.95827605666342, 0.1992102551271349, 0.45987985997101, 0.3054920369859038, 100.00602997586756, 0.6127021315513403, 0.6110829039783865, 0.0540173387812497, 300.0000534406045, 300.0065925790219, 299.9946327974958, 299.9976185742429, 300.03345650139676]|224.0830383300781250|      0.25000000|[1001, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[100.0178500029438, 0.1752276253922178, 0.2884158073315315, 0.9116171773016102, 99.98590884722998, 0.1242873873990611, 0.2611807870791436, 0.7861015354263994, 99.98811383619206, 0.0297680595375427, 0.2325031077912047, 0.7462935078763663, 99.99549579946459, 0.1474198930725742, 0.3027983083073558, 0.5838868427271754, 99.95827605666342, 0.1992102551271349, 0.45987985997101, 0.3054920369859038, 100.00602997586756, 0.6127021315513403, 0.6110829039783865, 0.0540173387812497, 300.0000534406045, 300.0065925790219, 299.9946327974958, 299.9976185742429, 300.03345650139676]|224.0830383300781250|      0.12500000|[1126, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[100.0178500029438, 0.1752276253922178, 0.2884158073315315, 0.9116171773016102, 99.98590884722998, 0.1242873873990611, 0.2611807870791436, 0.7861015354263994, 99.98811383619206, 0.0297680595375427, 0.2325031077912047, 0.7462935078763663, 99.99549579946459, 0.1474198930725742, 0.3027983083073558, 0.5838868427271754, 99.95827605666342, 0.1992102551271349, 0.45987985997101, 0.3054920369859038, 100.00602997586756, 0.6127021315513403, 0.6110829039783865, 0.0540173387812497, 300.0000534406045, 300.0065925790219, 299.9946327974958, 299.9976185742429, 300.03345650139676]|224.0830383300781250|      0.06250000|[1251, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
