k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[500.0, 0.0001]                                                                 |11603.0164118767152104|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[500.0, 0.0001]                                                                 |11603.0164118767152104|      0.50000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      1.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      0.25000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      0.12500000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      0.06250000|[38, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      0.03125000|[44, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=1
       8|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      0.01562500|[49, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[500.44885715094705, -0.2201890329628403]                                       |-100000002004087734272.0000000000000000|      0.00781250|[54, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
