k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.053168158345855, 149.87981100973943, -100.20688502973202, 1.015142798450384, 1.7854461597224796]|84634.3906250000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[47.12151913306296, 150.0514349656601, -100.13197258415501, 1.0250327533071129, 1.3021578656697637]|78439.5859375000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[47.12151913306296, 150.0514349656601, -100.13197258415501, 1.0250327533071129, 1.3021578656697637]|78439.5859375000000000|      2.00000000|[21, 0, 0, 7]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[47.12151913306296, 150.0514349656601, -100.13197258415501, 1.0250327533071129, 1.3021578656697637]|78439.5859375000000000|      1.00000000|[29, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[46.45013547061804, 150.17315519190393, -100.6451977951521, 0.7203802881196938, 1.7243129587071553]|76262.4453125000000000|      2.00000000|[35, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[46.45013547061804, 150.17315519190393, -100.6451977951521, 0.7203802881196938, 1.7243129587071553]|76262.4453125000000000|      1.00000000|[43, 0, 0, 15]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[45.594394624541465, 150.0163794366631, -100.2301587225551, 0.8161789707621466, 1.9726960248501855]|73656.4218750000000000|      2.00000000|[49, 0, 0, 17]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[45.594394624541465, 150.0163794366631, -100.2301587225551, 0.8161789707621466, 1.9726960248501855]|73656.4218750000000000|      1.00000000|[57, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[44.93243665525215, 149.58966170725188, -100.24148863821978, 1.418093796219729, 2.104201926641274]|71554.6718750000000000|      2.00000000|[63, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[43.373616688637206, 148.72973737104635, -100.69711845445197, 2.164621954451368, 1.8478669364202567]|66683.1484375000000000|      4.00000000|[69, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
