k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.2440353253183474, -0.0402198018380588, -0.2679142142081252, -0.1946080935805532, 0.7607383022614789, 0.2869535718427024, 0.0184065127924983, 0.1532163359395687, 0.3798679099926338]|120982.7109375000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.2440353253183474, -0.0402198018380588, -0.2679142142081252, -0.1946080935805532, 0.7607383022614789, 0.2869535718427024, 0.0184065127924983, 0.1532163359395687, 0.3798679099926338]|120982.7109375000000000|      1.00000000|[57, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.2440353253183474, -0.0402198018380588, -0.2679142142081252, -0.1946080935805532, 0.7607383022614789, 0.2869535718427024, 0.0184065127924983, 0.1532163359395687, 0.3798679099926338]|120982.7109375000000000|      0.50000000|[85, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.2440353253183474, -0.0402198018380588, -0.2679142142081252, -0.1946080935805532, 0.7607383022614789, 0.2869535718427024, 0.0184065127924983, 0.1532163359395687, 0.3798679099926338]|120982.7109375000000000|      0.25000000|[113, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.1783734715309107, 0.0578226117818423, -0.2098276884190632, -0.0287784557442149, 0.8107352310840502, 0.1940757463645949, 0.0305581385671108, 0.0738118219382276, 0.3687337007427318]|22931.6523437500000000|      0.50000000|[142, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.1783734715309107, 0.0578226117818423, -0.2098276884190632, -0.0287784557442149, 0.8107352310840502, 0.1940757463645949, 0.0305581385671108, 0.0738118219382276, 0.3687337007427318]|22931.6523437500000000|      0.25000000|[170, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.1981767570719259, 0.0857907212497457, -0.2378066165229367, -0.028079230050448, 0.8328719237879939, 0.0196464798799926, -0.0968203512778494, 0.001608959751947, 0.4592222096643674]|1785.8809814453125000|      0.50000000|[198, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[-0.1981767570719259, 0.0857907212497457, -0.2378066165229367, -0.028079230050448, 0.8328719237879939, 0.0196464798799926, -0.0968203512778494, 0.001608959751947, 0.4592222096643674]|1785.8809814453125000|      0.25000000|[227, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.1981767570719259, 0.0857907212497457, -0.2378066165229367, -0.028079230050448, 0.8328719237879939, 0.0196464798799926, -0.0968203512778494, 0.001608959751947, 0.4592222096643674]|1785.8809814453125000|      0.12500000|[255, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.1981767570719259, 0.0857907212497457, -0.2378066165229367, -0.028079230050448, 0.8328719237879939, 0.0196464798799926, -0.0968203512778494, 0.001608959751947, 0.4592222096643674]|1785.8809814453125000|      0.06250000|[284, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-0.1981767570719259, 0.0857907212497457, -0.2378066165229367, -0.028079230050448, 0.8328719237879939, 0.0196464798799926, -0.0968203512778494, 0.001608959751947, 0.4592222096643674]|1785.8809814453125000|      0.03125000|[312, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.1984766560350042, 0.083127623146358, -0.2390672284541099, -0.0024888812406914, 0.8346537370341723, 0.0329930109189825, -0.0895764519926325, -0.004030430763628, 0.4661028944411286]|1003.4063720703125000|      0.06250000|[340, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[-0.1984766560350042, 0.083127623146358, -0.2390672284541099, -0.0024888812406914, 0.8346537370341723, 0.0329930109189825, -0.0895764519926325, -0.004030430763628, 0.4661028944411286]|1003.4063720703125000|      0.03125000|[368, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
