k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[1.0221794331865928, 0.0214801606486539, 0.0112337304587377, 0.0182140249990494, 0.4307383840819339, 0.0192676520125624, 0.8024212895533913, 0.0195910447629957, 0.2203624521589461, 0.0163216439671707, 2.690795679159658, 0.0206792625926961, 0.8066319275420709, 0.0201632064135396, 2.2663490718760007, 0.0234505189009427, 14.352754964453018, 0.0414659122993175, 12.162487108043742, 0.0396825212325639, 0.2769927003443673, 0.0198133388104217, 0.2412519070092609, 0.0210218952630896, 1.1639832274887734, 0.0188660830332038, 0.1780233400128824, 0.0205046094032117, 0.1155411315152054, 0.0191163899069013, 3.748534307737186, 0.02369467615939, 0.8342030679380401, 0.0208532098199101, 0.1612224238294104, 0.0200015770600929, 0.3883913069043269, 0.0179757636742976, 0.9206528035194378, 0.0188751854665507, 0.2577013996931207, 0.0221478523403899, 2.070976617844651, 0.0206126010042264, 1.9435184417623113, 0.0207667844777098, 1.484010852185941, 0.0205780292893719, 0.4814195595587474, 0.0200533937636249, 0.4933499087793539, 0.0202454068639191, 0.3292121318339433, 0.0193355880557179, 0.8400857506487072, 0.020598355940763, 0.4626700142084052, 0.0217875023852352, 0.4906759794602962, 0.0208117991966725, 0.9872218436813585, 0.019469328958469, -0.0184508207481993, 0.0178127179777097, 0.2676768480008893, 0.0200280453534595]|2191705.3629258284345269|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[1.0221794331865928, 0.0214801606486539, 0.0112337304587377, 0.0182140249990494, 0.4307383840819339, 0.0192676520125624, 0.8024212895533913, 0.0195910447629957, 0.2203624521589461, 0.0163216439671707, 2.690795679159658, 0.0206792625926961, 0.8066319275420709, 0.0201632064135396, 2.2663490718760007, 0.0234505189009427, 14.352754964453018, 0.0414659122993175, 12.162487108043742, 0.0396825212325639, 0.2769927003443673, 0.0198133388104217, 0.2412519070092609, 0.0210218952630896, 1.1639832274887734, 0.0188660830332038, 0.1780233400128824, 0.0205046094032117, 0.1155411315152054, 0.0191163899069013, 3.748534307737186, 0.02369467615939, 0.8342030679380401, 0.0208532098199101, 0.1612224238294104, 0.0200015770600929, 0.3883913069043269, 0.0179757636742976, 0.9206528035194378, 0.0188751854665507, 0.2577013996931207, 0.0221478523403899, 2.070976617844651, 0.0206126010042264, 1.9435184417623113, 0.0207667844777098, 1.484010852185941, 0.0205780292893719, 0.4814195595587474, 0.0200533937636249, 0.4933499087793539, 0.0202454068639191, 0.3292121318339433, 0.0193355880557179, 0.8400857506487072, 0.020598355940763, 0.4626700142084052, 0.0217875023852352, 0.4906759794602962, 0.0208117991966725, 0.9872218436813585, 0.019469328958469, -0.0184508207481993, 0.0178127179777097, 0.2676768480008893, 0.0200280453534595]|2191705.3629258284345269|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[1.0243933737501034, 0.0198281631696585, 0.0101295191199026, 0.0187343308745699, 0.4283482053384157, 0.0198050812211387, 0.8020964086294223, 0.0216785949389795, 0.2183629413907274, 0.0145772693809945, 2.691504788892191, 0.0263739138105588, 0.8050485807478877, 0.0214633896057109, 2.26634027983728, 0.0232976308307164, 14.351954725058766, 0.0629064232978351, 12.163221249329316, 0.0586807285416682, 0.2769287007726621, 0.0186894756820041, 0.2414092887926926, 0.021003082130833, 1.1633267155737073, 0.0195172142490305, 0.176030254310342, 0.0205007431022483, 0.115841763720973, 0.0185389365808278, 3.7488535880181084, 0.0297324169731648, 0.8348403063177625, 0.0231511401776679, 0.1610864468139371, 0.0177645441921628, 0.3887762611225587, 0.0176383645240977, 0.9203994983346553, 0.0203256284923354, 0.2581666288367759, 0.022493915705941, 2.070338878266299, 0.0228848565440338, 1.9452101447596981, 0.0216466992628767, 1.4833296722820681, 0.0204109213868575, 0.4795988357387526, 0.0188970617986046, 0.4944580449841631, 0.0210940019117465, 0.3284273753994571, 0.0187325859366405, 0.8401466532349151, 0.0212256323549247, 0.4615749744955969, 0.0215434744598577, 0.490474708433446, 0.0224401865226142, 0.9883433764322691, 0.0183692253160173, -0.0181725582911652, 0.0148614836696665, 0.266870969617499, 0.0190949546994572]|1797114.0320998623501509|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[1.0243933737501034, 0.0198281631696585, 0.0101295191199026, 0.0187343308745699, 0.4283482053384157, 0.0198050812211387, 0.8020964086294223, 0.0216785949389795, 0.2183629413907274, 0.0145772693809945, 2.691504788892191, 0.0263739138105588, 0.8050485807478877, 0.0214633896057109, 2.26634027983728, 0.0232976308307164, 14.351954725058766, 0.0629064232978351, 12.163221249329316, 0.0586807285416682, 0.2769287007726621, 0.0186894756820041, 0.2414092887926926, 0.021003082130833, 1.1633267155737073, 0.0195172142490305, 0.176030254310342, 0.0205007431022483, 0.115841763720973, 0.0185389365808278, 3.7488535880181084, 0.0297324169731648, 0.8348403063177625, 0.0231511401776679, 0.1610864468139371, 0.0177645441921628, 0.3887762611225587, 0.0176383645240977, 0.9203994983346553, 0.0203256284923354, 0.2581666288367759, 0.022493915705941, 2.070338878266299, 0.0228848565440338, 1.9452101447596981, 0.0216466992628767, 1.4833296722820681, 0.0204109213868575, 0.4795988357387526, 0.0188970617986046, 0.4944580449841631, 0.0210940019117465, 0.3284273753994571, 0.0187325859366405, 0.8401466532349151, 0.0212256323549247, 0.4615749744955969, 0.0215434744598577, 0.490474708433446, 0.0224401865226142, 0.9883433764322691, 0.0183692253160173, -0.0181725582911652, 0.0148614836696665, 0.266870969617499, 0.0190949546994572]|1797114.0320998623501509|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[1.0236625121699232, 0.022795819955688, 0.0103534819251669, 0.0177833037001034, 0.4281923085341909, 0.0210526014249923, 0.7993674343834438, 0.0209914198084315, 0.2163136471509074, 0.0119115810291341, 2.6946715047330825, 0.0310658141583305, 0.8053089771378361, 0.0201590083141086, 2.265883661067268, 0.0271917837168011, 14.351369932389991, 0.0820113941228502, 12.163954609488353, 0.0750925323777592, 0.2769802461102166, 0.0183915686208463, 0.2409737939425669, 0.0217113480781626, 1.161609227709324, 0.0217941269978674, 0.1756793020418145, 0.0207668272716549, 0.1170326654210032, 0.018554823079213, 3.748817315610235, 0.0364180429818374, 0.8352151429235961, 0.0254633161013484, 0.1614722365109049, 0.0173184886859719, 0.3890941642552385, 0.0220168513344542, 0.9173029173744583, 0.0185298000386474, 0.2559192172763748, 0.0246926040802373, 2.0687462659482803, 0.0293216496016878, 1.9439720727993555, 0.0201774924681983, 1.47838225149798, 0.0259207823868403, 0.4788211516454709, 0.0184475550733555, 0.4957192242691251, 0.0209468758569741, 0.3297666353710665, 0.0181925367647299, 0.8373025415407218, 0.022544793878614, 0.4609624970809068, 0.0200351017924871, 0.4929651539040497, 0.0224309589192099, 0.9852988140317402, 0.0208919260983706, -0.0158304578117604, 0.0115449138959019, 0.2672363004688698, 0.0188078793667718]|1611862.2730544598307461|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[1.0236625121699232, 0.022795819955688, 0.0103534819251669, 0.0177833037001034, 0.4281923085341909, 0.0210526014249923, 0.7993674343834438, 0.0209914198084315, 0.2163136471509074, 0.0119115810291341, 2.6946715047330825, 0.0310658141583305, 0.8053089771378361, 0.0201590083141086, 2.265883661067268, 0.0271917837168011, 14.351369932389991, 0.0820113941228502, 12.163954609488353, 0.0750925323777592, 0.2769802461102166, 0.0183915686208463, 0.2409737939425669, 0.0217113480781626, 1.161609227709324, 0.0217941269978674, 0.1756793020418145, 0.0207668272716549, 0.1170326654210032, 0.018554823079213, 3.748817315610235, 0.0364180429818374, 0.8352151429235961, 0.0254633161013484, 0.1614722365109049, 0.0173184886859719, 0.3890941642552385, 0.0220168513344542, 0.9173029173744583, 0.0185298000386474, 0.2559192172763748, 0.0246926040802373, 2.0687462659482803, 0.0293216496016878, 1.9439720727993555, 0.0201774924681983, 1.47838225149798, 0.0259207823868403, 0.4788211516454709, 0.0184475550733555, 0.4957192242691251, 0.0209468758569741, 0.3297666353710665, 0.0181925367647299, 0.8373025415407218, 0.022544793878614, 0.4609624970809068, 0.0200351017924871, 0.4929651539040497, 0.0224309589192099, 0.9852988140317402, 0.0208919260983706, -0.0158304578117604, 0.0115449138959019, 0.2672363004688698, 0.0188078793667718]|1611862.2730544598307461|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
