k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.4990532421057564, 1.4972499291260992, -0.9969862296053007, 0.0164758451193004, 0.0187523887115464]|  0.2596825180729012|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[0.4990532421057564, 1.4972499291260992, -0.9969862296053007, 0.0164758451193004, 0.0187523887115464]|  0.2596825180729012|      0.00781250|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.4990532421057564, 1.4972499291260992, -0.9969862296053007, 0.0164758451193004, 0.0187523887115464]|  0.2596825180729012|      0.00390625|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.4988111297519993, 1.4971928484736154, -0.997417266449623, 0.0131322896485052, 0.0207098760096717]|  0.2110161838074358|      0.00781250|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[0.4988111297519993, 1.4971928484736154, -0.997417266449623, 0.0131322896485052, 0.0207098760096717]|  0.2110161838074358|      0.00390625|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.4988111297519993, 1.4971928484736154, -0.997417266449623, 0.0131322896485052, 0.0207098760096717]|  0.2110161838074358|      0.00195312|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[0.4981238754860139, 1.4972023047521514, -0.9977024528650783, 0.0149270603756564, 0.0205104865322491]|  0.1478439734745060|      0.00390625|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[0.4981238754860139, 1.4972023047521514, -0.9977024528650783, 0.0149270603756564, 0.0205104865322491]|  0.1478439734745060|      0.00195312|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[0.4981238754860139, 1.4972023047521514, -0.9977024528650783, 0.0149270603756564, 0.0205104865322491]|  0.1478439734745060|      0.00097656|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[0.4981238754860139, 1.4972023047521514, -0.9977024528650783, 0.0149270603756564, 0.0205104865322491]|  0.1478439734745060|      0.00048828|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[0.4980483789568866, 1.4971888530264295, -0.9976902751542908, 0.0145407111986233, 0.0207987987259422]|  0.1465062879360464|      0.00097656|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[0.4980483789568866, 1.4971888530264295, -0.9976902751542908, 0.0145407111986233, 0.0207987987259422]|  0.1465062879360464|      0.00048828|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[0.4978180582223402, 1.4972103281597582, -0.9976419295649386, 0.0149679740132636, 0.0207944457724738]|  0.1451646075860970|      0.00097656|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[0.497624486444637, 1.4972633220678482, -0.99814819388146, 0.0150702080250176, 0.0215985854230608]|  0.1397237839449547|      0.00195312|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[0.497624486444637, 1.4972633220678482, -0.99814819388146, 0.0150702080250176, 0.0215985854230608]|  0.1397237839449547|      0.00097656|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[0.4972865592473927, 1.4973890182655407, -0.9981047825098504, 0.0149781019556301, 0.0225004234996863]|  0.1372782159384633|      0.00195312|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[0.4972865592473927, 1.4973890182655407, -0.9981047825098504, 0.0149781019556301, 0.0225004234996863]|  0.1372782159384633|      0.00097656|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[0.4972865592473927, 1.4973890182655407, -0.9981047825098504, 0.0149781019556301, 0.0225004234996863]|  0.1372782159384633|      0.00048828|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
