k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.6876563411601, 36.151754641699924, 269.2900005033911]                       |231811.1093750000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[100.06852312808675, 36.45988080206308, 267.87640042343116]                     |225215.3593750000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[102.82186883240703, 37.04666785018278, 265.0347867282467]                      |212307.3437500000000000|      8.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[108.34667012510575, 38.21812893599904, 259.36872552132235]                     |187626.4218750000000000|     16.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[119.19740016104308, 41.08854301270304, 247.9659898532703]                      |142832.2968750000000000|     32.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[140.0380094821234, 48.35479340939486, 224.79552140097792]                      |71660.3359375000000000|     64.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[185.89856508635066, 56.417811406637355, 180.88883420588513]                    |2330.0922851562500000|    128.00000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[185.89856508635066, 56.417811406637355, 180.88883420588513]                    |2330.0922851562500000|     64.00000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[185.89856508635066, 56.417811406637355, 180.88883420588513]                    |2330.0922851562500000|     32.00000000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[185.89856508635066, 56.417811406637355, 180.88883420588513]                    |2330.0922851562500000|     16.00000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[196.85271271110943, 59.42917416235737, 169.6221424035656]                      |280.7015991210937500|     32.00000000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[196.85271271110943, 59.42917416235737, 169.6221424035656]                      |280.7015991210937500|     16.00000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[196.85271271110943, 59.42917416235737, 169.6221424035656]                      |280.7015991210937500|      8.00000000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[196.85271271110943, 59.42917416235737, 169.6221424035656]                      |280.7015991210937500|      4.00000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[193.8382643796552, 58.04467325826226, 171.8573736004561]                       |216.6159820556640625|      8.00000000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
