k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0955171244117056, -0.1645443056545641, 0.011583746879461, -0.0714248770287373, 0.1565577256013646, 0.0961347664255774, -0.0797209089666855, -0.0028770251683072, 0.0445700291552804, -0.0356618226850596, 0.1588166802806169, 0.116106735813658, 0.136766184421917, 0.2920721507824433, 0.0391107522829317, -0.2868040180732256, -0.2252015873870594, -0.0599116064009688, -0.3313896709845756, 0.1828140814531798, 0.1243497146571182, 0.1479327411714315, 0.0745781417173455, -0.0455706196074087, -0.0681488002138892, 0.0554335366953809, -0.0473817573310503, 0.1263138517108678, 0.0255143900048215, -0.0301438387194982, 0.0237466506389612, -0.0190332655271677, 0.2216750337800847, 0.0751096954587184, -0.3104364676731434, 0.0733273603981559, -0.1211519707077843, 0.0010678139479003, -0.0721180421440286, 0.0853506618710175, 0.0256597287496887, 0.1958712504239628, 0.1005907173313254, 0.1422512132261794, -0.0386840350329773, -0.2390303376830972, -0.1250925357015283, 0.2420245101526794, -0.1293515797763743, 0.1228725446790435]|4605.3817957543378725|      2.00000000|[49, 16, 1, 5]                                                             |  | used linear model with 65 points | iterate success | actual_k=4
       2|[0.0258748489324545, -0.3820408511156876, 0.4833328670618919, -0.2038640038173072, 0.5464928838075238, 0.2480869148720106, -0.0366811708471624, -0.079878056266072, -0.1037294469597577, -0.3629513368797983, 0.4219039845282905, -0.181873037782352, 0.785004920070677, 0.7883248124415402, 0.2410825225585392, -0.6392820680907991, -0.2254337464549538, -0.2320201976637149, -0.6819471140990825, 0.6589023479931537, 0.5882254303800061, 0.3855357765066817, 0.6408963616823427, -0.1220599852337492, -0.4378853703820895, 0.0711494533360653, -0.1815467289494563, 0.4923683758285448, -0.3967599255416339, 0.2379757273731617, 0.2788248677771083, -0.0085812497602887, 0.2826307592689969, 0.0915760689336017, -0.5907620712448477, 0.3054280492998638, -0.2467664361346147, -0.2910633131477767, -0.2004747048171368, 0.0270282229354572, 0.0738606669058092, 0.4904060163059365, -0.0718792997658021, 0.2754005942788939, -0.1431775447363687, -0.5562540909283633, -0.5558964793604819, 0.4368577909407096, -0.3215174233007416, 0.3433361486540759]|3933.2334663968549648|      4.00000000|[98, 32, 2, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       3|[0.0258748489324545, -0.3820408511156876, 0.4833328670618919, -0.2038640038173072, 0.5464928838075238, 0.2480869148720106, -0.0366811708471624, -0.079878056266072, -0.1037294469597577, -0.3629513368797983, 0.4219039845282905, -0.181873037782352, 0.785004920070677, 0.7883248124415402, 0.2410825225585392, -0.6392820680907991, -0.2254337464549538, -0.2320201976637149, -0.6819471140990825, 0.6589023479931537, 0.5882254303800061, 0.3855357765066817, 0.6408963616823427, -0.1220599852337492, -0.4378853703820895, 0.0711494533360653, -0.1815467289494563, 0.4923683758285448, -0.3967599255416339, 0.2379757273731617, 0.2788248677771083, -0.0085812497602887, 0.2826307592689969, 0.0915760689336017, -0.5907620712448477, 0.3054280492998638, -0.2467664361346147, -0.2910633131477767, -0.2004747048171368, 0.0270282229354572, 0.0738606669058092, 0.4904060163059365, -0.0718792997658021, 0.2754005942788939, -0.1431775447363687, -0.5562540909283633, -0.5558964793604819, 0.4368577909407096, -0.3215174233007416, 0.3433361486540759]|3933.2334663968549648|      2.00000000|[147, 48, 3, 15]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[0.0258748489324545, -0.3820408511156876, 0.4833328670618919, -0.2038640038173072, 0.5464928838075238, 0.2480869148720106, -0.0366811708471624, -0.079878056266072, -0.1037294469597577, -0.3629513368797983, 0.4219039845282905, -0.181873037782352, 0.785004920070677, 0.7883248124415402, 0.2410825225585392, -0.6392820680907991, -0.2254337464549538, -0.2320201976637149, -0.6819471140990825, 0.6589023479931537, 0.5882254303800061, 0.3855357765066817, 0.6408963616823427, -0.1220599852337492, -0.4378853703820895, 0.0711494533360653, -0.1815467289494563, 0.4923683758285448, -0.3967599255416339, 0.2379757273731617, 0.2788248677771083, -0.0085812497602887, 0.2826307592689969, 0.0915760689336017, -0.5907620712448477, 0.3054280492998638, -0.2467664361346147, -0.2910633131477767, -0.2004747048171368, 0.0270282229354572, 0.0738606669058092, 0.4904060163059365, -0.0718792997658021, 0.2754005942788939, -0.1431775447363687, -0.5562540909283633, -0.5558964793604819, 0.4368577909407096, -0.3215174233007416, 0.3433361486540759]|3933.2334663968549648|      1.00000000|[196, 64, 4, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[0.1580361168935456, -0.4143482337881493, 0.6147401536085253, -0.1555181616388099, 0.734463607688568, 0.1423634742848374, -0.1733019041183625, 0.0397213153514945, -0.1934424882191702, -0.3739852382746825, 0.5446224542350324, 0.1085687562037939, 0.9707318706219897, 0.7784217027290629, 0.0411846532352703, -0.5061483820090525, -0.4416368832779719, -0.3806010097606732, -0.6963149193666814, 0.8313639882417166, 0.8048615062999711, 0.4206624132484348, 0.6856836637843922, -0.0641496074915075, -0.185049740355236, 0.0755392196724398, 0.0643561162094423, 0.3945550308581111, -0.4707189140071211, 0.2336796978192, 0.1930066713387727, -0.0952137545301547, 0.3125878228846754, 0.2078069247979081, -0.7937377410573905, 0.3639875734337731, -0.2094173963303663, -0.322884526034856, -0.1424069062213595, 0.0592154451139758, 0.2333040882440119, 0.5512719866671658, -0.014361620016085, 0.4986244057960343, -0.2190715890266735, -0.4622473203647904, -0.8296365797475821, 0.605764486229115, -0.5951110520986995, 0.5300985836982567]|3694.9351393916113011|      2.00000000|[245, 80, 5, 25]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       6|[0.0223466456672313, -0.3942939543496283, 0.8818813123690628, -0.2387294807982456, 0.7780505966363298, 0.0850511663507073, 0.0951851352444104, 0.1795086882206275, 0.0987845380825087, -0.0887974588081971, 0.7388928592197246, -0.0884374250145261, 1.3804711039298394, 1.0090850819051806, -0.1174111565866285, -0.6803271599965084, -0.0494894771116907, -0.6798064018572405, -1.3309042669896451, 1.4946152175887717, 0.9214880074150147, 0.2087616732325254, 1.0198692021399485, 0.4035920248296022, -0.5595551382554544, -0.1021752638865319, 0.0041162672488325, 0.3634520661189535, -0.4174346509758442, 0.3538279642790008, 0.2669078009699428, -0.0240616374818787, 0.0708777840383613, 0.274268677705258, -1.2125175051778965, 0.1890756189503104, 0.1811781975358655, -0.393613112486086, 0.1115025081063087, 0.4565683727013192, 0.1135932357502467, 0.7782760119582739, -0.0790740017164488, 0.5490587395604433, -0.4651618284905591, -0.8726658113506847, -0.9507974824359519, 1.0157767113278846, -1.2834295235091773, 0.5445656647147585]|3400.8588944121747772|      4.00000000|[294, 96, 6, 30]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[0.0223466456672313, -0.3942939543496283, 0.8818813123690628, -0.2387294807982456, 0.7780505966363298, 0.0850511663507073, 0.0951851352444104, 0.1795086882206275, 0.0987845380825087, -0.0887974588081971, 0.7388928592197246, -0.0884374250145261, 1.3804711039298394, 1.0090850819051806, -0.1174111565866285, -0.6803271599965084, -0.0494894771116907, -0.6798064018572405, -1.3309042669896451, 1.4946152175887717, 0.9214880074150147, 0.2087616732325254, 1.0198692021399485, 0.4035920248296022, -0.5595551382554544, -0.1021752638865319, 0.0041162672488325, 0.3634520661189535, -0.4174346509758442, 0.3538279642790008, 0.2669078009699428, -0.0240616374818787, 0.0708777840383613, 0.274268677705258, -1.2125175051778965, 0.1890756189503104, 0.1811781975358655, -0.393613112486086, 0.1115025081063087, 0.4565683727013192, 0.1135932357502467, 0.7782760119582739, -0.0790740017164488, 0.5490587395604433, -0.4651618284905591, -0.8726658113506847, -0.9507974824359519, 1.0157767113278846, -1.2834295235091773, 0.5445656647147585]|3400.8588944121747772|      2.00000000|[343, 112, 7, 35]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[0.0223466456672313, -0.3942939543496283, 0.8818813123690628, -0.2387294807982456, 0.7780505966363298, 0.0850511663507073, 0.0951851352444104, 0.1795086882206275, 0.0987845380825087, -0.0887974588081971, 0.7388928592197246, -0.0884374250145261, 1.3804711039298394, 1.0090850819051806, -0.1174111565866285, -0.6803271599965084, -0.0494894771116907, -0.6798064018572405, -1.3309042669896451, 1.4946152175887717, 0.9214880074150147, 0.2087616732325254, 1.0198692021399485, 0.4035920248296022, -0.5595551382554544, -0.1021752638865319, 0.0041162672488325, 0.3634520661189535, -0.4174346509758442, 0.3538279642790008, 0.2669078009699428, -0.0240616374818787, 0.0708777840383613, 0.274268677705258, -1.2125175051778965, 0.1890756189503104, 0.1811781975358655, -0.393613112486086, 0.1115025081063087, 0.4565683727013192, 0.1135932357502467, 0.7782760119582739, -0.0790740017164488, 0.5490587395604433, -0.4651618284905591, -0.8726658113506847, -0.9507974824359519, 1.0157767113278846, -1.2834295235091773, 0.5445656647147585]|3400.8588944121747772|      1.00000000|[392, 128, 8, 40]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[0.0343111274011689, -0.2992702445732683, 1.0880841310695475, -0.4180756642951151, 0.7578852813897746, 0.3318746732032223, 0.1997926978438971, 0.1561512831523537, 0.0730904962668554, -0.1888657498009331, 0.5586636783197614, -0.1575299345589999, 1.521503426269052, 1.1557680349972774, 0.0426324110047277, -0.5289846951897534, -0.2277263289371345, -0.6816409494613473, -1.4561054910576903, 1.7661031271348213, 1.092217366044865, 0.2170087610410994, 1.2228066169672418, 0.4772135602392557, -0.5522271711348066, -0.0645950639335408, 0.0517811617501227, 0.4701518888082399, -0.2732267710390763, 0.3076758980164675, 0.3064481053101806, -0.0149828816864273, 0.4458481941948919, 0.4875485838419975, -1.3851110467552548, 0.2167084361364867, 0.2562642356098215, -0.605930965012618, -0.0258114558706956, 0.4470634488660076, -0.0371345828590638, 0.7952249688235646, -0.1079007423064449, 0.7671005916000891, -0.4680375805298373, -0.9551718966738201, -1.1561513001455808, 1.1803133973677635, -1.3842504814126764, 0.7023499961487274]|3210.3432378037732633|      2.00000000|[441, 144, 9, 45]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      10|[0.0343111274011689, -0.2992702445732683, 1.0880841310695475, -0.4180756642951151, 0.7578852813897746, 0.3318746732032223, 0.1997926978438971, 0.1561512831523537, 0.0730904962668554, -0.1888657498009331, 0.5586636783197614, -0.1575299345589999, 1.521503426269052, 1.1557680349972774, 0.0426324110047277, -0.5289846951897534, -0.2277263289371345, -0.6816409494613473, -1.4561054910576903, 1.7661031271348213, 1.092217366044865, 0.2170087610410994, 1.2228066169672418, 0.4772135602392557, -0.5522271711348066, -0.0645950639335408, 0.0517811617501227, 0.4701518888082399, -0.2732267710390763, 0.3076758980164675, 0.3064481053101806, -0.0149828816864273, 0.4458481941948919, 0.4875485838419975, -1.3851110467552548, 0.2167084361364867, 0.2562642356098215, -0.605930965012618, -0.0258114558706956, 0.4470634488660076, -0.0371345828590638, 0.7952249688235646, -0.1079007423064449, 0.7671005916000891, -0.4680375805298373, -0.9551718966738201, -1.1561513001455808, 1.1803133973677635, -1.3842504814126764, 0.7023499961487274]|3210.3432378037732633|      1.00000000|[490, 160, 10, 50]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[0.1970408037313987, -0.3568634085679185, 1.2521949842431241, -0.5331171810961597, 0.9590563212650337, 0.5553498399333707, 0.2625471390792969, 0.2300665495264103, 0.1261391683466099, -0.2121333135234827, 0.7243221913494938, -0.0265167802740636, 1.646605148328943, 1.2546062843603791, -0.1452768242228711, -0.6574554649719511, -0.3436613251471261, -0.6523235494143126, -1.6047259178996207, 1.9485927047466127, 1.263787023075986, 0.3526194445455862, 1.2317547708706928, 0.559695159250383, -0.7121617519709297, 0.0178521636407534, 0.1599573418542311, 0.5474565057976435, -0.2981297718255715, 0.2558867499809988, 0.2794711311646692, -0.1388025165389916, 0.6737619624015585, 0.6835111184398547, -1.7824051070739282, 0.2630829099479676, 0.2351713156780501, -0.7656708150483005, -0.0759610107172846, 0.5243657750863521, -0.0425937351171848, 0.9412862971165465, -0.1037836600471794, 0.9409151398663439, -0.4126903153727946, -0.9475041380170326, -1.3068320096929875, 1.2593917192397672, -1.6594660455229266, 0.9611969456219974]|2993.3475912358940150|      2.00000000|[539, 176, 11, 55]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
