k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7504728856305292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.42392565490149, 0.5950294615142206, 5.2113351732912045, 5.67181961360772, 6.167179914517448, 7.738977304899217]|169.7225954377453832|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[-1.0857256105943083, 1.095849208492133, 4.402018200039851, 6.1002214829419295, 5.404015094485077, 7.960765425065956]| 64.7057455085314928|      4.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[-1.0857256105943083, 1.095849208492133, 4.402018200039851, 6.1002214829419295, 5.404015094485077, 7.960765425065956]| 64.7057455085314928|      2.00000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[-1.3223775223620982, 2.7985369652147103, 3.7961729502181436, 5.911972643250802, 4.617889166234791, 8.116875028613372]| 32.6722015249593696|      4.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[-1.8666941767155332, 4.661855640706756, 1.1982926359685293, 5.80805378118077, 2.4072592088806073, 7.3519588057858725]|  7.4265306881825266|      8.00000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[-1.8666941767155332, 4.661855640706756, 1.1982926359685293, 5.80805378118077, 2.4072592088806073, 7.3519588057858725]|  7.4265306881825266|      4.00000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[-1.8666941767155332, 4.661855640706756, 1.1982926359685293, 5.80805378118077, 2.4072592088806073, 7.3519588057858725]|  7.4265306881825266|      2.00000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[-1.8666941767155332, 4.661855640706756, 1.1982926359685293, 5.80805378118077, 2.4072592088806073, 7.3519588057858725]|  7.4265306881825266|      1.00000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[-1.2114962098255262, 4.850088792194345, 1.7472629541164908, 5.728707308028819, 2.869155719394294, 7.232496487750419]|  2.2456685382309689|      2.00000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[-1.2114962098255262, 4.850088792194345, 1.7472629541164908, 5.728707308028819, 2.869155719394294, 7.232496487750419]|  2.2456685382309689|      1.00000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[-1.2114962098255262, 4.850088792194345, 1.7472629541164908, 5.728707308028819, 2.869155719394294, 7.232496487750419]|  2.2456685382309689|      0.50000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[-1.2114962098255262, 4.850088792194345, 1.7472629541164908, 5.728707308028819, 2.869155719394294, 7.232496487750419]|  2.2456685382309689|      0.25000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[-1.3021797893876714, 4.908531600821165, 1.6206301267149232, 5.66876900865476, 2.702112348114578, 7.174799296124289]|  1.9932798046258378|      0.50000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[-1.3021797893876714, 4.908531600821165, 1.6206301267149232, 5.66876900865476, 2.702112348114578, 7.174799296124289]|  1.9932798046258378|      0.25000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[-1.159038027926507, 5.016411649853309, 1.7074337028438307, 5.564765499408419, 2.712515602566142, 7.065654838275469]|  1.7985859509546911|      0.50000000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[-1.159038027926507, 5.016411649853309, 1.7074337028438307, 5.564765499408419, 2.712515602566142, 7.065654838275469]|  1.7985859509546911|      0.25000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
