k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0872181506070862, 0.6215932123559369, 0.9061212997446018, 0.2933123486509523, 1.0177268559933337, 0.9816915444246588, 1.436757960809718, 0.6132524168930349]|557533.6875000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.2311229516402529, 0.246666111207984, 0.0152192757952826, 0.2037750975189701, -0.007537397151647, 0.6207085207502314, 0.938673577692511, -0.6545938500430699]|29681.2050781250000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[1.2311229516402529, 0.246666111207984, 0.0152192757952826, 0.2037750975189701, -0.007537397151647, 0.6207085207502314, 0.938673577692511, -0.6545938500430699]|29681.2050781250000000|      2.00000000|[25, 0, 0, 9]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.2311229516402529, 0.246666111207984, 0.0152192757952826, 0.2037750975189701, -0.007537397151647, 0.6207085207502314, 0.938673577692511, -0.6545938500430699]|29681.2050781250000000|      1.00000000|[37, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.3773645168949131, 0.5984502299607153, -0.6741302846481426, 0.2045202209493836, -0.2244565568251486, 1.1290270926863555, 0.8283300380237196, -0.405514389754823]|659.5546875000000000|      2.00000000|[47, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
       6|[1.3773645168949131, 0.5984502299607153, -0.6741302846481426, 0.2045202209493836, -0.2244565568251486, 1.1290270926863555, 0.8283300380237196, -0.405514389754823]|659.5546875000000000|      1.00000000|[59, 0, 0, 23]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.3773645168949131, 0.5984502299607153, -0.6741302846481426, 0.2045202209493836, -0.2244565568251486, 1.1290270926863555, 0.8283300380237196, -0.405514389754823]|659.5546875000000000|      0.50000000|[71, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.3773645168949131, 0.5984502299607153, -0.6741302846481426, 0.2045202209493836, -0.2244565568251486, 1.1290270926863555, 0.8283300380237196, -0.405514389754823]|659.5546875000000000|      0.25000000|[83, 0, 0, 33]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.3773645168949131, 0.5984502299607153, -0.6741302846481426, 0.2045202209493836, -0.2244565568251486, 1.1290270926863555, 0.8283300380237196, -0.405514389754823]|659.5546875000000000|      0.12500000|[95, 0, 0, 38]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.4358012788656174, 0.6043649239799083, -0.6715022482110473, 0.201731012454172, -0.1671852662357617, 1.092018291834302, 0.913402580485785, -0.3889769946076648]|342.3370666503906250|      0.25000000|[101, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
