k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[61, 20, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[122, 40, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[183, 60, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[244, 80, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       5|[1.0232212276136168, 0.0329164231695238, 0.0176164440198488, 0.0219399958949761, 0.4279338197884109, 0.0277940948748331, 0.8046865338277674, 0.020130740043638, 0.2235218816158479, 0.0234747837764076, 2.6848159981743205, 0.026448557899518, 0.8162448479299136, 0.012948189941758, 2.269208833824273, 0.0214323821857012, 14.349067392112575, 0.0477217060951155, 12.160244609570016, 0.0304895223543863, 0.2703841173505052, 0.0303457051931761, 0.2363988496437558, 0.0229983481515885, 1.1706424183263084, 0.0250130614049617, 0.1698134718660555, 0.0344388367296469, 0.1155302260085126, 0.0121957618979731, 3.7551481984415966, 0.0188210455157335, 0.8348886276245396, 0.027966974495262, 0.1552895123812369, 0.0120067553014936, 0.3839653220767816, 0.0125366359945552, 0.9102485374150596, 0.02144454649871, 0.2676244410890234, 0.0184562215631012, 2.0725447356557356, 0.0293004631877421, 1.9548666376935997, 0.0289378587842633, 1.4748243763964959, 0.0188225043204097, 0.4861838694271087, 0.0273812797420278, 0.4903735178493159, 0.0303326639586903, 0.3319954323705663, 0.0199881613789853, 0.8335973183673872, 0.0171901709095808, 0.4553692758246881, 0.0302756113317811, 0.4912993539182098, 0.018352933531603, 0.9771100121380055, 0.0349158569811217, -0.0175752124569605, 0.0070848826309771, 0.2760136878896391, 0.0280567676422273]|2268158.2331829052418470|      0.12500000|[305, 100, 5, 30]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       6|[1.0232212276136168, 0.0329164231695238, 0.0176164440198488, 0.0219399958949761, 0.4279338197884109, 0.0277940948748331, 0.8046865338277674, 0.020130740043638, 0.2235218816158479, 0.0234747837764076, 2.6848159981743205, 0.026448557899518, 0.8162448479299136, 0.012948189941758, 2.269208833824273, 0.0214323821857012, 14.349067392112575, 0.0477217060951155, 12.160244609570016, 0.0304895223543863, 0.2703841173505052, 0.0303457051931761, 0.2363988496437558, 0.0229983481515885, 1.1706424183263084, 0.0250130614049617, 0.1698134718660555, 0.0344388367296469, 0.1155302260085126, 0.0121957618979731, 3.7551481984415966, 0.0188210455157335, 0.8348886276245396, 0.027966974495262, 0.1552895123812369, 0.0120067553014936, 0.3839653220767816, 0.0125366359945552, 0.9102485374150596, 0.02144454649871, 0.2676244410890234, 0.0184562215631012, 2.0725447356557356, 0.0293004631877421, 1.9548666376935997, 0.0289378587842633, 1.4748243763964959, 0.0188225043204097, 0.4861838694271087, 0.0273812797420278, 0.4903735178493159, 0.0303326639586903, 0.3319954323705663, 0.0199881613789853, 0.8335973183673872, 0.0171901709095808, 0.4553692758246881, 0.0302756113317811, 0.4912993539182098, 0.018352933531603, 0.9771100121380055, 0.0349158569811217, -0.0175752124569605, 0.0070848826309771, 0.2760136878896391, 0.0280567676422273]|2268158.2331829052418470|      0.06250000|[366, 120, 6, 36]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       7|[1.0232212276136168, 0.0329164231695238, 0.0176164440198488, 0.0219399958949761, 0.4279338197884109, 0.0277940948748331, 0.8046865338277674, 0.020130740043638, 0.2235218816158479, 0.0234747837764076, 2.6848159981743205, 0.026448557899518, 0.8162448479299136, 0.012948189941758, 2.269208833824273, 0.0214323821857012, 14.349067392112575, 0.0477217060951155, 12.160244609570016, 0.0304895223543863, 0.2703841173505052, 0.0303457051931761, 0.2363988496437558, 0.0229983481515885, 1.1706424183263084, 0.0250130614049617, 0.1698134718660555, 0.0344388367296469, 0.1155302260085126, 0.0121957618979731, 3.7551481984415966, 0.0188210455157335, 0.8348886276245396, 0.027966974495262, 0.1552895123812369, 0.0120067553014936, 0.3839653220767816, 0.0125366359945552, 0.9102485374150596, 0.02144454649871, 0.2676244410890234, 0.0184562215631012, 2.0725447356557356, 0.0293004631877421, 1.9548666376935997, 0.0289378587842633, 1.4748243763964959, 0.0188225043204097, 0.4861838694271087, 0.0273812797420278, 0.4903735178493159, 0.0303326639586903, 0.3319954323705663, 0.0199881613789853, 0.8335973183673872, 0.0171901709095808, 0.4553692758246881, 0.0302756113317811, 0.4912993539182098, 0.018352933531603, 0.9771100121380055, 0.0349158569811217, -0.0175752124569605, 0.0070848826309771, 0.2760136878896391, 0.0280567676422273]|2268158.2331829052418470|      0.03125000|[427, 140, 7, 42]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       8|[1.017495022009369, 0.0332886840020974, 0.0175577485734884, 0.0198393136189517, 0.4286178026848873, 0.0190453487186177, 0.8043755299681807, 0.0217445303047783, 0.2262414237775088, 0.0252541054298292, 2.6918752772675343, 0.0270072053827944, 0.8190776208280136, 0.0168795319054596, 2.268677968701861, 0.017171689895673, 14.350855140332817, 0.0562608285478429, 12.162186018818838, 0.0476543593338741, 0.2755393045935048, 0.0271133398869141, 0.2334759023109981, 0.0195204992319565, 1.1688616757253671, 0.0304163831985194, 0.1700767803542346, 0.0326161606027757, 0.1135654385091732, 0.0093441537992876, 3.7562922604224918, 0.0193088029391606, 0.8326787372483752, 0.0295851736915821, 0.1552639453631321, 0.0128410685187135, 0.3874191129095373, 0.0181100449030867, 0.905811225113688, 0.0214555336288906, 0.2650542581876167, 0.0131354031193138, 2.0734564557561583, 0.029417698241599, 1.95249301951784, 0.0319556508036105, 1.4786337397186722, 0.0186139650615784, 0.4880818308590234, 0.0260669479718094, 0.4894407127232742, 0.0341157096006761, 0.3362763828762949, 0.0228717126559102, 0.8365841987250875, 0.0171220234430375, 0.4608885067549267, 0.0343121107151502, 0.4940646077923473, 0.0184290999581252, 0.9753536812380791, 0.0367781419582982, -0.0161566368101639, 0.0115685835413119, 0.2757296111145482, 0.0285447719417707]|1946030.0277640027925372|      0.06250000|[488, 160, 8, 48]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       9|[1.017495022009369, 0.0332886840020974, 0.0175577485734884, 0.0198393136189517, 0.4286178026848873, 0.0190453487186177, 0.8043755299681807, 0.0217445303047783, 0.2262414237775088, 0.0252541054298292, 2.6918752772675343, 0.0270072053827944, 0.8190776208280136, 0.0168795319054596, 2.268677968701861, 0.017171689895673, 14.350855140332817, 0.0562608285478429, 12.162186018818838, 0.0476543593338741, 0.2755393045935048, 0.0271133398869141, 0.2334759023109981, 0.0195204992319565, 1.1688616757253671, 0.0304163831985194, 0.1700767803542346, 0.0326161606027757, 0.1135654385091732, 0.0093441537992876, 3.7562922604224918, 0.0193088029391606, 0.8326787372483752, 0.0295851736915821, 0.1552639453631321, 0.0128410685187135, 0.3874191129095373, 0.0181100449030867, 0.905811225113688, 0.0214555336288906, 0.2650542581876167, 0.0131354031193138, 2.0734564557561583, 0.029417698241599, 1.95249301951784, 0.0319556508036105, 1.4786337397186722, 0.0186139650615784, 0.4880818308590234, 0.0260669479718094, 0.4894407127232742, 0.0341157096006761, 0.3362763828762949, 0.0228717126559102, 0.8365841987250875, 0.0171220234430375, 0.4608885067549267, 0.0343121107151502, 0.4940646077923473, 0.0184290999581252, 0.9753536812380791, 0.0367781419582982, -0.0161566368101639, 0.0115685835413119, 0.2757296111145482, 0.0285447719417707]|1946030.0277640027925372|      0.03125000|[549, 180, 9, 54]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
      10|[1.0202692158212014, 0.0286433518830627, 0.0194444087625082, 0.0194762081984278, 0.431535021920159, 0.0198468850717969, 0.80891832313726, 0.0272980784617611, 0.224436487326916, 0.0251464684107479, 2.693102566695022, 0.0316414168857487, 0.814412513492324, 0.016362911887209, 2.2594978495039464, 0.0244020939269866, 14.345939169810634, 0.0649338013703419, 12.16164382267472, 0.0629647610830285, 0.2757794315397411, 0.0288293892183627, 0.2296131183587753, 0.0205657939666465, 1.1703224463229913, 0.0367719077850754, 0.1672569534696793, 0.0365058642545456, 0.1114853583135955, 0.0063795297309199, 3.7587070606247144, 0.0250647495066322, 0.8315402106607004, 0.0289390206845603, 0.1518622473357754, 0.010578893937584, 0.3863451453252987, 0.0134509443251735, 0.9079664053129554, 0.0220548087225276, 0.2680946980813557, 0.0151521336878195, 2.0720675297621294, 0.0270522334477476, 1.9519260271085253, 0.0323876926978913, 1.4759909622266996, 0.0214305091421251, 0.4868307601881365, 0.0331677312410832, 0.4888009206102838, 0.0348718037015602, 0.3323846783121567, 0.0296142907610007, 0.8363705545076153, 0.0169500061128396, 0.4624359949521361, 0.034982331244763, 0.4971723929247273, 0.0180889810831965, 0.9724992068041327, 0.0378984226660612, -0.0136293728658121, 0.0114251232792913, 0.2740813539131139, 0.0284280349035799]|1751889.1595867732539773|      0.06250000|[610, 200, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      11|[1.0202692158212014, 0.0286433518830627, 0.0194444087625082, 0.0194762081984278, 0.431535021920159, 0.0198468850717969, 0.80891832313726, 0.0272980784617611, 0.224436487326916, 0.0251464684107479, 2.693102566695022, 0.0316414168857487, 0.814412513492324, 0.016362911887209, 2.2594978495039464, 0.0244020939269866, 14.345939169810634, 0.0649338013703419, 12.16164382267472, 0.0629647610830285, 0.2757794315397411, 0.0288293892183627, 0.2296131183587753, 0.0205657939666465, 1.1703224463229913, 0.0367719077850754, 0.1672569534696793, 0.0365058642545456, 0.1114853583135955, 0.0063795297309199, 3.7587070606247144, 0.0250647495066322, 0.8315402106607004, 0.0289390206845603, 0.1518622473357754, 0.010578893937584, 0.3863451453252987, 0.0134509443251735, 0.9079664053129554, 0.0220548087225276, 0.2680946980813557, 0.0151521336878195, 2.0720675297621294, 0.0270522334477476, 1.9519260271085253, 0.0323876926978913, 1.4759909622266996, 0.0214305091421251, 0.4868307601881365, 0.0331677312410832, 0.4888009206102838, 0.0348718037015602, 0.3323846783121567, 0.0296142907610007, 0.8363705545076153, 0.0169500061128396, 0.4624359949521361, 0.034982331244763, 0.4971723929247273, 0.0180889810831965, 0.9724992068041327, 0.0378984226660612, -0.0136293728658121, 0.0114251232792913, 0.2740813539131139, 0.0284280349035799]|1751889.1595867732539773|      0.03125000|[671, 220, 11, 66]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
