k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0059228630237026, -0.0591245618672169, 0.1754065945030244, -0.0206042854508332, 0.1848314625972176, 0.0207848200144432, -0.0048280594261536, 0.1214179021519703, -0.0211285969743232, -0.056101078902701, 0.2157540015153586, 0.1296768842684756, 0.2033037170299864, 0.2885735569363298, -0.1056938274012527, -0.1514362856326086, -0.2839962342123268, 0.0094849718328279, -0.0975764735272715, 0.1453472920538337, 0.2554860924056674, 0.0731713134723585, 0.1121153696470867, -0.0196369665645915, -0.1388416194686574, -0.0884916927300071, 0.0669174261132228, 0.12411642760689, -0.0216684688375945, -0.0473110916474637, -0.0823273506101434, -0.0660957079464914, 0.2200015510659658, 0.0567065090237897, -0.2654446030207153, 0.0772004616598761, -0.1514329506760897, 0.0564302122256732, -0.0969073754015127, 0.0283128964453017, 0.0171581687570041, 0.2422096629871756, 0.0366640286202127, 0.2156679032262489, 0.0063193844839577, -0.1762049105289054, -0.2437627651456465, 0.1631263486717821, -0.1645940383645074, 0.1380399013271669]|4558.9790512766066968|      2.00000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=4
       2|[-0.0005877914104203, 0.1242819958367818, 0.6587081196700205, -0.0663295438626386, 0.5645019480198636, 0.0841327669855481, 0.3373118010416598, -0.0604565394528879, -0.3730967258843493, -0.0771695766714155, 0.6245634821739665, 0.1256308858189893, 0.4704972947843296, 0.5039235222399248, -0.2804810676754534, -0.4538048626611242, -0.9967487250589279, -0.1886720746667575, -0.0726012345326196, 0.4087811457242209, 0.4545562286256887, -0.015787243242349, 0.1982737658300925, 0.0211359577909699, -0.4735099025455778, -0.0929979889411096, 0.1099043886203608, 0.2033895995726983, -0.1923412843419159, -0.1807132115364422, -0.1487970238434503, -0.0624045082607828, 0.5181435853304288, 0.0383747958660493, -0.7780175483495669, 0.2598011282512613, 0.0472203692561192, -0.1838267062631382, -0.3141018352038029, 0.2127359985287148, 0.1080855008269667, 0.6518424167774597, 0.1295156235369661, 0.9014176600889254, 0.1665071346775349, -0.4357717222271054, -0.7605871621143517, 0.4567426591353205, -0.6436896896044262, 0.5395470938812131]|3819.8015137618708650|      4.00000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate success | actual_k=4
       3|[-0.1690881325227083, -0.572185906681261, 1.7488305553753234, -0.5787055992821135, 1.2982752653382554, 0.2357522625382744, 0.5478501588093393, 0.0583710927122208, -0.5934812532534091, 0.2530706585801589, 0.7344681769610525, 0.3842124526485905, 1.3302721028002906, 0.4921707645674698, -1.0854011909976904, -1.1613552260565339, -1.5164030970154605, -0.1443931969758745, -0.7176940818955088, 1.4517205275197345, 0.8159404213007064, -0.5321749204277391, 1.5150052179003368, -0.1362998491325143, -0.3709837999870699, 0.4661452884732745, 0.5107766736969026, 0.6311768596487455, -0.152104031077619, -0.7049686338179189, -0.0823741348556975, -0.5319756275139522, 0.8902713829359248, -0.1770210302546487, -1.3605888866991802, 0.0832861814833228, -0.0771331130260865, 0.1823153730282124, -0.1851264681284886, 0.2879814734733636, 0.0759741364996472, 1.7827613081737637, -0.1715672167249245, 1.9721181475555938, 0.482129802272213, -0.5152219149014016, -2.1402724299980482, 0.542164926717997, -1.6038058648941709, 0.6319649122154811]|3138.9779981360643433|      8.00000000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       4|[-0.1690881325227083, -0.572185906681261, 1.7488305553753234, -0.5787055992821135, 1.2982752653382554, 0.2357522625382744, 0.5478501588093393, 0.0583710927122208, -0.5934812532534091, 0.2530706585801589, 0.7344681769610525, 0.3842124526485905, 1.3302721028002906, 0.4921707645674698, -1.0854011909976904, -1.1613552260565339, -1.5164030970154605, -0.1443931969758745, -0.7176940818955088, 1.4517205275197345, 0.8159404213007064, -0.5321749204277391, 1.5150052179003368, -0.1362998491325143, -0.3709837999870699, 0.4661452884732745, 0.5107766736969026, 0.6311768596487455, -0.152104031077619, -0.7049686338179189, -0.0823741348556975, -0.5319756275139522, 0.8902713829359248, -0.1770210302546487, -1.3605888866991802, 0.0832861814833228, -0.0771331130260865, 0.1823153730282124, -0.1851264681284886, 0.2879814734733636, 0.0759741364996472, 1.7827613081737637, -0.1715672167249245, 1.9721181475555938, 0.482129802272213, -0.5152219149014016, -2.1402724299980482, 0.542164926717997, -1.6038058648941709, 0.6319649122154811]|3138.9779981360643433|      4.00000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[-0.1690881325227083, -0.572185906681261, 1.7488305553753234, -0.5787055992821135, 1.2982752653382554, 0.2357522625382744, 0.5478501588093393, 0.0583710927122208, -0.5934812532534091, 0.2530706585801589, 0.7344681769610525, 0.3842124526485905, 1.3302721028002906, 0.4921707645674698, -1.0854011909976904, -1.1613552260565339, -1.5164030970154605, -0.1443931969758745, -0.7176940818955088, 1.4517205275197345, 0.8159404213007064, -0.5321749204277391, 1.5150052179003368, -0.1362998491325143, -0.3709837999870699, 0.4661452884732745, 0.5107766736969026, 0.6311768596487455, -0.152104031077619, -0.7049686338179189, -0.0823741348556975, -0.5319756275139522, 0.8902713829359248, -0.1770210302546487, -1.3605888866991802, 0.0832861814833228, -0.0771331130260865, 0.1823153730282124, -0.1851264681284886, 0.2879814734733636, 0.0759741364996472, 1.7827613081737637, -0.1715672167249245, 1.9721181475555938, 0.482129802272213, -0.5152219149014016, -2.1402724299980482, 0.542164926717997, -1.6038058648941709, 0.6319649122154811]|3138.9779981360643433|      2.00000000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[0.0594476856691254, -0.7510252198673195, 1.492074499253606, -0.4167252142797138, 1.1590069605819355, -0.0185961102837557, 0.4271724878823435, 0.3695667880460057, -0.7034556258178687, 0.3280104619800847, 0.5328599884213236, 0.4736093675858635, 1.4175038246856386, 0.8090082073441605, -1.151632244640128, -1.5009614486505365, -1.8002250457132798, 0.1258800786434119, -1.3130201142269047, 1.834803307411442, 1.2487470939088394, -0.4158088172942435, 1.4900396504718998, -0.2891794654212172, -1.2302694631675224, 0.0571901574713707, 0.7407568598212364, 0.3452889384554529, 0.0114106635187962, -0.9664893193810387, -0.0526405365898668, -0.4547286720060936, 0.9086549007865831, 0.1108847079457884, -1.79692595665694, 0.3450044271566743, -0.1488400404727622, 0.4403401348053728, -0.335025898637496, 0.2868464971128198, -0.1308581360546897, 1.5430288565082826, -0.2139601130472554, 2.3064986538021524, 0.4254676588673671, -1.1277226064625547, -1.8761245443844117, 0.3009427565249187, -1.9546039623855433, 0.8127170584559936]|3010.1634658724597102|      4.00000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[0.0594476856691254, -0.7510252198673195, 1.492074499253606, -0.4167252142797138, 1.1590069605819355, -0.0185961102837557, 0.4271724878823435, 0.3695667880460057, -0.7034556258178687, 0.3280104619800847, 0.5328599884213236, 0.4736093675858635, 1.4175038246856386, 0.8090082073441605, -1.151632244640128, -1.5009614486505365, -1.8002250457132798, 0.1258800786434119, -1.3130201142269047, 1.834803307411442, 1.2487470939088394, -0.4158088172942435, 1.4900396504718998, -0.2891794654212172, -1.2302694631675224, 0.0571901574713707, 0.7407568598212364, 0.3452889384554529, 0.0114106635187962, -0.9664893193810387, -0.0526405365898668, -0.4547286720060936, 0.9086549007865831, 0.1108847079457884, -1.79692595665694, 0.3450044271566743, -0.1488400404727622, 0.4403401348053728, -0.335025898637496, 0.2868464971128198, -0.1308581360546897, 1.5430288565082826, -0.2139601130472554, 2.3064986538021524, 0.4254676588673671, -1.1277226064625547, -1.8761245443844117, 0.3009427565249187, -1.9546039623855433, 0.8127170584559936]|3010.1634658724597102|      2.00000000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[0.0765231468062446, -0.8377388293043592, 1.5010029074446616, -0.8461222308086804, 1.5101287118888114, 0.0904674075875491, 0.2064769428912853, 0.6131210942010783, -0.8120456780007869, 0.1386558546193197, 0.1601571073153066, 0.1911320365649393, 1.5322654855242437, 1.0851413381481798, -1.1429964340618515, -1.2243181997934187, -1.7920116394927539, -0.3865702085064064, -2.0137951297005676, 1.9730453455315264, 1.3161133128824825, -0.2641569823361647, 1.6012874132085195, -0.038840269970661, -1.206794362291979, -0.0759492629555277, 0.6971945972882438, 0.7001698519682591, -0.183153427882928, -1.0863468178320863, 0.0386644602026184, -0.6358829983331464, 1.5453080016429759, 0.4398901062642238, -2.0953257423416387, 0.1465927722381039, -0.002795619035669, 0.3800428176827609, -0.6615845498067061, 0.8754139605140172, -0.4617926317577767, 1.9028228728765362, -0.2482613151000262, 2.733842665967778, 0.3642509587662084, -1.020699047205422, -2.4016094549819256, 0.4314657942584927, -2.2228800504581647, 0.5059683915629982]|2782.2871052998684718|      4.00000000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       9|[0.0765231468062446, -0.8377388293043592, 1.5010029074446616, -0.8461222308086804, 1.5101287118888114, 0.0904674075875491, 0.2064769428912853, 0.6131210942010783, -0.8120456780007869, 0.1386558546193197, 0.1601571073153066, 0.1911320365649393, 1.5322654855242437, 1.0851413381481798, -1.1429964340618515, -1.2243181997934187, -1.7920116394927539, -0.3865702085064064, -2.0137951297005676, 1.9730453455315264, 1.3161133128824825, -0.2641569823361647, 1.6012874132085195, -0.038840269970661, -1.206794362291979, -0.0759492629555277, 0.6971945972882438, 0.7001698519682591, -0.183153427882928, -1.0863468178320863, 0.0386644602026184, -0.6358829983331464, 1.5453080016429759, 0.4398901062642238, -2.0953257423416387, 0.1465927722381039, -0.002795619035669, 0.3800428176827609, -0.6615845498067061, 0.8754139605140172, -0.4617926317577767, 1.9028228728765362, -0.2482613151000262, 2.733842665967778, 0.3642509587662084, -1.020699047205422, -2.4016094549819256, 0.4314657942584927, -2.2228800504581647, 0.5059683915629982]|2782.2871052998684718|      2.00000000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[0.5325965379805313, -0.5592830320831951, 1.4470450838410582, -1.1328678651963138, 1.4760631460145375, 0.1086053067322226, 0.3925959261757564, 0.4036198976858283, -0.8755520064616908, -0.0490561163136355, 0.1381842011456672, -0.0067957173261362, 1.4677029480016848, 0.955030330671237, -0.9080628341551185, -1.164853306293859, -1.9229881416425836, -0.9075516000572521, -2.5669198994896343, 2.0100458397815286, 1.2705378242373317, 0.3515451550611844, 1.5983616512248677, 0.63994937336948, -1.1852623403619926, 0.4390842874071431, 0.8049339766515049, 1.0880613927878116, -0.0383206824778405, -1.574567831749829, 0.106882813142512, -0.497568258885871, 1.6787049298612458, 0.9655591740514191, -2.25599244094282, 0.4474235686434248, 0.3673181543336637, 0.2738627071502398, -0.9293841988171156, 1.0627121108597206, -0.1829701009761184, 1.7722626740926737, -0.2417375859358717, 2.9225612664350162, 0.4588497803119332, -1.3331931110030804, -1.8200702525448658, 0.409911671572307, -2.2463884338131974, 0.5144968858414883]|2637.9408960724267672|      4.00000000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      11|[0.5325965379805313, -0.5592830320831951, 1.4470450838410582, -1.1328678651963138, 1.4760631460145375, 0.1086053067322226, 0.3925959261757564, 0.4036198976858283, -0.8755520064616908, -0.0490561163136355, 0.1381842011456672, -0.0067957173261362, 1.4677029480016848, 0.955030330671237, -0.9080628341551185, -1.164853306293859, -1.9229881416425836, -0.9075516000572521, -2.5669198994896343, 2.0100458397815286, 1.2705378242373317, 0.3515451550611844, 1.5983616512248677, 0.63994937336948, -1.1852623403619926, 0.4390842874071431, 0.8049339766515049, 1.0880613927878116, -0.0383206824778405, -1.574567831749829, 0.106882813142512, -0.497568258885871, 1.6787049298612458, 0.9655591740514191, -2.25599244094282, 0.4474235686434248, 0.3673181543336637, 0.2738627071502398, -0.9293841988171156, 1.0627121108597206, -0.1829701009761184, 1.7722626740926737, -0.2417375859358717, 2.9225612664350162, 0.4588497803119332, -1.3331931110030804, -1.8200702525448658, 0.409911671572307, -2.2463884338131974, 0.5144968858414883]|2637.9408960724267672|      2.00000000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
