k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0157447789180475, 0.2767531039979697]                                        |  0.0176372919231653|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.0157447789180475, 0.2767531039979697]                                        |  0.0176372919231653|      1.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0157447789180475, 0.2767531039979697]                                        |  0.0176372919231653|      0.50000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0157447789180475, 0.2767531039979697]                                        |  0.0176372919231653|      0.25000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0100528854855727, 0.0268179076987022]                                        |  0.0000017277519646|      0.50000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.0100528854855727, 0.0268179076987022]                                        |  0.0000017277519646|      0.25000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.0100528854855727, 0.0268179076987022]                                        |  0.0000017277519646|      0.12500000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.0100528854855727, 0.0268179076987022]                                        |  0.0000017277519646|      0.06250000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.0100528854855727, 0.0268179076987022]                                        |  0.0000017277519646|      0.03125000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.0100528854855727, 0.0268179076987022]                                        |  0.0000017277519646|      0.01562500|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
