k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[181, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.25000000|[361, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[99.9965600829283, 0.0722945911739891, 0.3374500400228826, 0.1305304317199439, 100.01403182198777, -0.0505304075246543, 0.3099018154022219, 0.877942331879236, 100.00905491814689, 0.0313732340220736, 0.3288277770931217, 0.900927770528342, 99.99243480720642, 0.0287136413602191, 0.381957686882504, 0.7710010724473503, 100.03188332002725, 0.0461065782989146, 0.4379635352031766, 0.7717384233344032, 99.97171173475293, 0.0379152675063984, 0.4523974352801207, 0.8107176508715785, 99.99250105586059, 0.1212856053045123, 0.5074895197911897, 0.7339373811114257, 100.01955871148895, 0.1168075980492444, 0.4947196870657548, 0.7011381169025261, 100.03686622674215, 0.1320248534125392, 0.5431884982207444, 0.5897376528820588, 99.98992254070664, 0.2085690565605943, 0.4942017760328639, 0.611385754210722, 99.95827680071497, 0.2596096066029176, 0.5988286793884381, 0.5170708003364123, 99.97338850206764, 0.2812850999615905, 0.5901464632374083, 0.5219976940461549, 100.0240334094137, 0.3261791509085934, 0.6076638005904167, 0.4968234460056177, 99.93422009309515, 0.3638651675909508, 0.6255218807220677, 0.3797876509591069, 100.00527282053037, 0.4060121804751783, 0.6855514336314884, 0.3575501501393333, 100.00828238329083, 0.4580925110502779, 0.7020888900020955, 0.3206790793531409, 99.98001137968407, 0.4254725770050861, 0.7608775420908653, 0.2832560387018674, 100.02501767606994, 0.4858585071614015, 0.7832295181860999, 0.2044096511614512, 100.05457823481255, 0.491960792470476, 0.8247964739991157, 0.1145137811365222, 99.99900572301344, 0.5085550925001835, 0.7877949580838952, -0.0288655956828928, 300.00581173553303, 299.9953237018874, 299.97284836467037, 299.98571946237524, 300.0535075752368, 300.02235504996895, 300.0271296749738, 300.01826030443266, 299.98234453897027, 300.0035017560444, 299.94842898897434, 300.00729728201514, 299.9512786906402, 300.00108464572116, 300.00145448228943, 299.98294795092187, 300.018294725264, 299.999683424795, 299.98435536028484]|901.2871704101562500|      0.50000000|[481, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[99.9965600829283, 0.0722945911739891, 0.3374500400228826, 0.1305304317199439, 100.01403182198777, -0.0505304075246543, 0.3099018154022219, 0.877942331879236, 100.00905491814689, 0.0313732340220736, 0.3288277770931217, 0.900927770528342, 99.99243480720642, 0.0287136413602191, 0.381957686882504, 0.7710010724473503, 100.03188332002725, 0.0461065782989146, 0.4379635352031766, 0.7717384233344032, 99.97171173475293, 0.0379152675063984, 0.4523974352801207, 0.8107176508715785, 99.99250105586059, 0.1212856053045123, 0.5074895197911897, 0.7339373811114257, 100.01955871148895, 0.1168075980492444, 0.4947196870657548, 0.7011381169025261, 100.03686622674215, 0.1320248534125392, 0.5431884982207444, 0.5897376528820588, 99.98992254070664, 0.2085690565605943, 0.4942017760328639, 0.611385754210722, 99.95827680071497, 0.2596096066029176, 0.5988286793884381, 0.5170708003364123, 99.97338850206764, 0.2812850999615905, 0.5901464632374083, 0.5219976940461549, 100.0240334094137, 0.3261791509085934, 0.6076638005904167, 0.4968234460056177, 99.93422009309515, 0.3638651675909508, 0.6255218807220677, 0.3797876509591069, 100.00527282053037, 0.4060121804751783, 0.6855514336314884, 0.3575501501393333, 100.00828238329083, 0.4580925110502779, 0.7020888900020955, 0.3206790793531409, 99.98001137968407, 0.4254725770050861, 0.7608775420908653, 0.2832560387018674, 100.02501767606994, 0.4858585071614015, 0.7832295181860999, 0.2044096511614512, 100.05457823481255, 0.491960792470476, 0.8247964739991157, 0.1145137811365222, 99.99900572301344, 0.5085550925001835, 0.7877949580838952, -0.0288655956828928, 300.00581173553303, 299.9953237018874, 299.97284836467037, 299.98571946237524, 300.0535075752368, 300.02235504996895, 300.0271296749738, 300.01826030443266, 299.98234453897027, 300.0035017560444, 299.94842898897434, 300.00729728201514, 299.9512786906402, 300.00108464572116, 300.00145448228943, 299.98294795092187, 300.018294725264, 299.999683424795, 299.98435536028484]|901.2871704101562500|      0.25000000|[661, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[100.00157746196165, 0.1418729824695401, 0.4106539852642362, 0.154833404987777, 100.03178922426972, -0.0427061887886214, 0.2689329636292277, 0.8621625611733283, 99.99935798362934, -0.0480609052124989, 0.3142046250472882, 0.9247967712819408, 100.00382743863908, 0.0432475074634585, 0.4106844001312439, 0.7529153971433283, 100.04733368725934, 0.0519373545386121, 0.4350603936571809, 0.7571374622085518, 99.97824217438247, 0.0097373743194339, 0.4141556552172387, 0.8247868807005335, 100.0018590686789, 0.0910358211300577, 0.5075326364580682, 0.7514513063916859, 100.00592714680506, 0.1097911142227289, 0.5102639946552978, 0.7341738375814317, 100.02019083432604, 0.1043246425664385, 0.5646691703688511, 0.5579323033866529, 100.01390566904253, 0.1622707064402573, 0.4571677902054343, 0.6129749515040452, 99.94883044272055, 0.253586343177848, 0.5946264020107862, 0.5188603702145644, 100.00239124950055, 0.2710401629739441, 0.5876302649995683, 0.5391625901172049, 100.0348283618571, 0.3685340261925825, 0.5898130619763595, 0.5074177054295103, 99.93442766133221, 0.396057195148921, 0.6393310365865619, 0.4001210792862949, 99.9721969926568, 0.4006129716130972, 0.6919136437596588, 0.3193198649006563, 100.01343524995471, 0.4484724182244659, 0.6794146158339808, 0.2815764882395379, 100.00010289295263, 0.3934096920968247, 0.8100015402321903, 0.3337844289981233, 100.03731231997756, 0.4789924004476544, 0.7775018134724613, 0.2136748184767459, 100.04087442867072, 0.4784654881001909, 0.824551032369718, 0.1111031230922392, 100.00810430692908, 0.4698359408110288, 0.79013063295094, -0.0505807553467278, 299.9762162764759, 300.0031492444509, 299.94226207472326, 299.9977580974959, 300.04264041317424, 300.00748315021383, 300.02165301477277, 300.0554565819821, 299.9639260290905, 300.0216959222441, 299.9489747384407, 300.0363362923253, 299.95111141096106, 300.0108967034805, 299.96568083142085, 300.00426342456336, 300.0242175017906, 300.0394557325612, 299.9973865763256]|638.3253173828125000|      0.50000000|[781, 52, 0, 13]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[100.00157746196165, 0.1418729824695401, 0.4106539852642362, 0.154833404987777, 100.03178922426972, -0.0427061887886214, 0.2689329636292277, 0.8621625611733283, 99.99935798362934, -0.0480609052124989, 0.3142046250472882, 0.9247967712819408, 100.00382743863908, 0.0432475074634585, 0.4106844001312439, 0.7529153971433283, 100.04733368725934, 0.0519373545386121, 0.4350603936571809, 0.7571374622085518, 99.97824217438247, 0.0097373743194339, 0.4141556552172387, 0.8247868807005335, 100.0018590686789, 0.0910358211300577, 0.5075326364580682, 0.7514513063916859, 100.00592714680506, 0.1097911142227289, 0.5102639946552978, 0.7341738375814317, 100.02019083432604, 0.1043246425664385, 0.5646691703688511, 0.5579323033866529, 100.01390566904253, 0.1622707064402573, 0.4571677902054343, 0.6129749515040452, 99.94883044272055, 0.253586343177848, 0.5946264020107862, 0.5188603702145644, 100.00239124950055, 0.2710401629739441, 0.5876302649995683, 0.5391625901172049, 100.0348283618571, 0.3685340261925825, 0.5898130619763595, 0.5074177054295103, 99.93442766133221, 0.396057195148921, 0.6393310365865619, 0.4001210792862949, 99.9721969926568, 0.4006129716130972, 0.6919136437596588, 0.3193198649006563, 100.01343524995471, 0.4484724182244659, 0.6794146158339808, 0.2815764882395379, 100.00010289295263, 0.3934096920968247, 0.8100015402321903, 0.3337844289981233, 100.03731231997756, 0.4789924004476544, 0.7775018134724613, 0.2136748184767459, 100.04087442867072, 0.4784654881001909, 0.824551032369718, 0.1111031230922392, 100.00810430692908, 0.4698359408110288, 0.79013063295094, -0.0505807553467278, 299.9762162764759, 300.0031492444509, 299.94226207472326, 299.9977580974959, 300.04264041317424, 300.00748315021383, 300.02165301477277, 300.0554565819821, 299.9639260290905, 300.0216959222441, 299.9489747384407, 300.0363362923253, 299.95111141096106, 300.0108967034805, 299.96568083142085, 300.00426342456336, 300.0242175017906, 300.0394557325612, 299.9973865763256]|638.3253173828125000|      0.25000000|[961, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[100.00157746196165, 0.1418729824695401, 0.4106539852642362, 0.154833404987777, 100.03178922426972, -0.0427061887886214, 0.2689329636292277, 0.8621625611733283, 99.99935798362934, -0.0480609052124989, 0.3142046250472882, 0.9247967712819408, 100.00382743863908, 0.0432475074634585, 0.4106844001312439, 0.7529153971433283, 100.04733368725934, 0.0519373545386121, 0.4350603936571809, 0.7571374622085518, 99.97824217438247, 0.0097373743194339, 0.4141556552172387, 0.8247868807005335, 100.0018590686789, 0.0910358211300577, 0.5075326364580682, 0.7514513063916859, 100.00592714680506, 0.1097911142227289, 0.5102639946552978, 0.7341738375814317, 100.02019083432604, 0.1043246425664385, 0.5646691703688511, 0.5579323033866529, 100.01390566904253, 0.1622707064402573, 0.4571677902054343, 0.6129749515040452, 99.94883044272055, 0.253586343177848, 0.5946264020107862, 0.5188603702145644, 100.00239124950055, 0.2710401629739441, 0.5876302649995683, 0.5391625901172049, 100.0348283618571, 0.3685340261925825, 0.5898130619763595, 0.5074177054295103, 99.93442766133221, 0.396057195148921, 0.6393310365865619, 0.4001210792862949, 99.9721969926568, 0.4006129716130972, 0.6919136437596588, 0.3193198649006563, 100.01343524995471, 0.4484724182244659, 0.6794146158339808, 0.2815764882395379, 100.00010289295263, 0.3934096920968247, 0.8100015402321903, 0.3337844289981233, 100.03731231997756, 0.4789924004476544, 0.7775018134724613, 0.2136748184767459, 100.04087442867072, 0.4784654881001909, 0.824551032369718, 0.1111031230922392, 100.00810430692908, 0.4698359408110288, 0.79013063295094, -0.0505807553467278, 299.9762162764759, 300.0031492444509, 299.94226207472326, 299.9977580974959, 300.04264041317424, 300.00748315021383, 300.02165301477277, 300.0554565819821, 299.9639260290905, 300.0216959222441, 299.9489747384407, 300.0363362923253, 299.95111141096106, 300.0108967034805, 299.96568083142085, 300.00426342456336, 300.0242175017906, 300.0394557325612, 299.9973865763256]|638.3253173828125000|      0.12500000|[1141, 76, 1, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[100.01399847467931, 0.1646828205117529, 0.4361657723560078, 0.1861838300820849, 100.0325860480667, -0.0333095420506134, 0.2571136685252363, 0.8635729008173095, 99.99090575385381, -0.0482075452155966, 0.310658219422386, 0.9298167765032881, 99.99199938620647, 0.043600699262405, 0.3949096476400981, 0.7560762113977099, 100.0432699571484, 0.0527467785570083, 0.4488281061205175, 0.7631878010162457, 99.97223053794255, 0.0231302397389777, 0.4393220632485042, 0.8334525161392946, 99.97869952847145, 0.1169911516011736, 0.4979167153229329, 0.7216605152837385, 100.00443602364481, 0.1006521188904956, 0.5146116305277829, 0.7104443481217393, 100.01503081206216, 0.0975932303772871, 0.5621667200818141, 0.5582058103356019, 100.01333249307395, 0.1699815684244022, 0.4470034563073846, 0.6022125080831036, 99.94247793323986, 0.2393091476649861, 0.5899709112817612, 0.5133700838507901, 100.00415285664036, 0.2873675958862107, 0.5810945788733736, 0.5408496888633054, 100.0427658638723, 0.3378330144188438, 0.5899856235519977, 0.5118835841990427, 99.91204314897068, 0.3974355127990672, 0.6257909121328525, 0.402747950429068, 99.98518958711244, 0.3870670955743382, 0.6932214207228896, 0.3186228080165413, 100.00655216047366, 0.4644489695991825, 0.7122673245117231, 0.2780936711738572, 100.01819574783221, 0.372284027283912, 0.8083579515635988, 0.3342962606851702, 100.03234069400155, 0.4764215244696519, 0.7918150566586009, 0.2201752087918669, 100.04415262473715, 0.4607132480046512, 0.7925663320232428, 0.1201678522917557, 100.00591286509245, 0.4667928501557155, 0.7940786149784413, -0.0371085771224147, 299.98413283941437, 300.00550195388774, 299.93258738313955, 299.99680033880065, 300.0353833170517, 299.99773631250923, 300.0443604231449, 300.0641936287668, 299.9744447568892, 300.01691336966087, 299.9463399382591, 300.03709224136827, 299.95522104261187, 300.0091250865475, 299.9777123677634, 300.005494068359, 300.01941819623005, 300.05176363756266, 299.9914061334749]|546.5983276367187500|      0.25000000|[1262, 84, 1, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[100.01399847467931, 0.1646828205117529, 0.4361657723560078, 0.1861838300820849, 100.0325860480667, -0.0333095420506134, 0.2571136685252363, 0.8635729008173095, 99.99090575385381, -0.0482075452155966, 0.310658219422386, 0.9298167765032881, 99.99199938620647, 0.043600699262405, 0.3949096476400981, 0.7560762113977099, 100.0432699571484, 0.0527467785570083, 0.4488281061205175, 0.7631878010162457, 99.97223053794255, 0.0231302397389777, 0.4393220632485042, 0.8334525161392946, 99.97869952847145, 0.1169911516011736, 0.4979167153229329, 0.7216605152837385, 100.00443602364481, 0.1006521188904956, 0.5146116305277829, 0.7104443481217393, 100.01503081206216, 0.0975932303772871, 0.5621667200818141, 0.5582058103356019, 100.01333249307395, 0.1699815684244022, 0.4470034563073846, 0.6022125080831036, 99.94247793323986, 0.2393091476649861, 0.5899709112817612, 0.5133700838507901, 100.00415285664036, 0.2873675958862107, 0.5810945788733736, 0.5408496888633054, 100.0427658638723, 0.3378330144188438, 0.5899856235519977, 0.5118835841990427, 99.91204314897068, 0.3974355127990672, 0.6257909121328525, 0.402747950429068, 99.98518958711244, 0.3870670955743382, 0.6932214207228896, 0.3186228080165413, 100.00655216047366, 0.4644489695991825, 0.7122673245117231, 0.2780936711738572, 100.01819574783221, 0.372284027283912, 0.8083579515635988, 0.3342962606851702, 100.03234069400155, 0.4764215244696519, 0.7918150566586009, 0.2201752087918669, 100.04415262473715, 0.4607132480046512, 0.7925663320232428, 0.1201678522917557, 100.00591286509245, 0.4667928501557155, 0.7940786149784413, -0.0371085771224147, 299.98413283941437, 300.00550195388774, 299.93258738313955, 299.99680033880065, 300.0353833170517, 299.99773631250923, 300.0443604231449, 300.0641936287668, 299.9744447568892, 300.01691336966087, 299.9463399382591, 300.03709224136827, 299.95522104261187, 300.0091250865475, 299.9777123677634, 300.005494068359, 300.01941819623005, 300.05176363756266, 299.9914061334749]|546.5983276367187500|      0.12500000|[1442, 96, 1, 25]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[100.03386038717291, 0.183251367779572, 0.427100129958906, 0.1853640153128127, 100.02286359723634, -0.0274789705595369, 0.2633618813613186, 0.8645514420913115, 99.9902907891434, -0.0415949377993826, 0.331940487910479, 0.9407475005191627, 100.00492709866066, 0.0551286999162198, 0.3846762231389794, 0.7753468658040349, 100.04682255989606, 0.0591052830405465, 0.4488101179940173, 0.7798528832585097, 99.98337601359621, 0.0309644981276882, 0.4524250680153248, 0.857109690947892, 99.98730395748078, 0.1013502427785327, 0.476340851020763, 0.7288154106250603, 99.99502011737832, 0.0955712868447504, 0.5284037801996478, 0.7145096208244505, 100.01369216382781, 0.1201697494738039, 0.5529003895504983, 0.543679532262405, 100.0176999554974, 0.1894010479583953, 0.4687940201626121, 0.6106768496007491, 99.95111100660873, 0.2211824542581111, 0.6056370440317199, 0.5213950197512276, 100.00094594603586, 0.2846573387092753, 0.5918065426821177, 0.5458704211546798, 100.05040078137138, 0.3463112611209597, 0.567184047820276, 0.513887871644036, 99.90549354506501, 0.3854105638330265, 0.5989531119577602, 0.4188937439074322, 99.97863361341416, 0.3917801041222732, 0.6920178061596943, 0.3328521920774091, 100.02214292023405, 0.460863057817738, 0.6856989219534869, 0.2803247334339832, 100.0223542446635, 0.3819268342964, 0.813744179619818, 0.3293104865227499, 100.0160284564165, 0.4545577486824761, 0.7850824866446603, 0.2138292265083346, 100.04911167314503, 0.4630450116398122, 0.8025640642165323, 0.1104906797403966, 100.0126694506374, 0.4718668738928753, 0.7844115578029648, -0.0353184898578762, 299.9876277602277, 300.01101369372003, 299.93939080465697, 299.98729770289447, 300.0258953124392, 300.0265522696341, 300.05406087825475, 300.04678264112033, 299.9515896722312, 300.0216338711972, 299.9209930085411, 300.0525452754874, 299.9735800789986, 299.9988294245056, 299.9889177885035, 300.00976243881263, 300.0298223971967, 300.0640751074409, 299.9898352788706]|470.0043334960937500|      0.25000000|[1562, 104, 1, 27]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
