k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.473318300312039, 5.850062578410437]                                          |  1.8259007883136646|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[0.473318300312039, 5.850062578410437]                                          |  1.8259007883136646|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.9914360048850198, 6.7053719050332825]                                        |  1.1736223424318470|      2.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[0.9914360048850198, 6.7053719050332825]                                        |  1.1736223424318470|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.4312917293516676, 7.5337669741803746]                                        |  0.5709567222323930|      2.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[0.4312917293516676, 7.5337669741803746]                                        |  0.5709567222323930|      1.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.4312917293516676, 7.5337669741803746]                                        |  0.5709567222323930|      0.50000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.8970103808776346, 7.715717895092677]                                         |  0.4196239982377276|      1.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[0.8970103808776346, 7.715717895092677]                                         |  0.4196239982377276|      0.50000000|[45, 0, 8, 17]                                                             |  | used linear model with 5 points | actual_k=0
      10|[0.7005057956010772, 8.175485170967427]                                         |  0.2386606336531777|      1.00000000|[49, 0, 9, 19]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      11|[0.7005057956010772, 8.175485170967427]                                         |  0.2386606336531777|      0.50000000|[54, 0, 10, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
