k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[1.4273441722881985, 0.5979522330779026, 0.625456174665195, 0.6986501278928623, 0.5641152371007522, 3.128053496009582, 4.969749944818741, 6.98470926985396, 2.055441064416989, 4.55136294815969, 5.635735477466514]|  2.4501920620441773|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[1.4273441722881985, 0.5979522330779026, 0.625456174665195, 0.6986501278928623, 0.5641152371007522, 3.128053496009582, 4.969749944818741, 6.98470926985396, 2.055441064416989, 4.55136294815969, 5.635735477466514]|  2.4501920620441773|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[1.4273441722881985, 0.5979522330779026, 0.625456174665195, 0.6986501278928623, 0.5641152371007522, 3.128053496009582, 4.969749944818741, 6.98470926985396, 2.055441064416989, 4.55136294815969, 5.635735477466514]|  2.4501920620441773|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[1.3994491806377845, 0.5429079584504096, 0.6516241089533937, 0.7088951477860543, 0.5828215727146527, 3.1370522669841043, 4.9693324404404065, 7.029504502496443, 2.037086277855451, 4.575365272406983, 5.723351539044796]|  2.1184064933558546|      0.25000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       7|[1.3629507995711914, 0.4472035528671044, 0.7215806321882314, 0.7818036704755831, 0.4666808062875898, 3.0520138556639695, 4.866292409198373, 6.9700716481469485, 2.0947967435041406, 4.583140162941638, 5.782835142657626]|  1.5811216613670429|      0.50000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[1.3629507995711914, 0.4472035528671044, 0.7215806321882314, 0.7818036704755831, 0.4666808062875898, 3.0520138556639695, 4.866292409198373, 6.9700716481469485, 2.0947967435041406, 4.583140162941638, 5.782835142657626]|  1.5811216613670429|      0.25000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[1.3629507995711914, 0.4472035528671044, 0.7215806321882314, 0.7818036704755831, 0.4666808062875898, 3.0520138556639695, 4.866292409198373, 6.9700716481469485, 2.0947967435041406, 4.583140162941638, 5.782835142657626]|  1.5811216613670429|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[1.3629507995711914, 0.4472035528671044, 0.7215806321882314, 0.7818036704755831, 0.4666808062875898, 3.0520138556639695, 4.866292409198373, 6.9700716481469485, 2.0947967435041406, 4.583140162941638, 5.782835142657626]|  1.5811216613670429|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[1.350138162945519, 0.4357385905622091, 0.7269053699344815, 0.7867150612698031, 0.502928788098019, 3.070907471294454, 4.864944841982618, 6.973631581927735, 2.096997550154339, 4.600398256147685, 5.822459719583816]|  1.4858138101887830|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[1.350138162945519, 0.4357385905622091, 0.7269053699344815, 0.7867150612698031, 0.502928788098019, 3.070907471294454, 4.864944841982618, 6.973631581927735, 2.096997550154339, 4.600398256147685, 5.822459719583816]|  1.4858138101887830|      0.06250000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[1.3319695193097476, 0.3944895557997702, 0.7243683036728302, 0.786674363484764, 0.5064602170136513, 3.0592610897923813, 4.894361281851062, 6.965709342758606, 2.114794207471271, 4.608217078313532, 5.802108401049243]|  1.2995058361904470|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[1.3319695193097476, 0.3944895557997702, 0.7243683036728302, 0.786674363484764, 0.5064602170136513, 3.0592610897923813, 4.894361281851062, 6.965709342758606, 2.114794207471271, 4.608217078313532, 5.802108401049243]|  1.2995058361904470|      0.06250000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[1.317264709398087, 0.3468982032512076, 0.7163527251971038, 0.7731059640628999, 0.505135062556953, 3.06114680752812, 4.883041568636927, 6.951742805649368, 2.1249712560221248, 4.626031477867195, 5.7814373201283615]|  1.1504446795651997|      0.12500000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[1.317264709398087, 0.3468982032512076, 0.7163527251971038, 0.7731059640628999, 0.505135062556953, 3.06114680752812, 4.883041568636927, 6.951742805649368, 2.1249712560221248, 4.626031477867195, 5.7814373201283615]|  1.1504446795651997|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[1.329047822530305, 0.3372112323549781, 0.7136946950654123, 0.775817462401878, 0.4622201722379479, 3.056879086511298, 4.863220853911427, 6.962138271363344, 2.143654099143444, 4.655672614067081, 5.773030167422485]|  0.9967101194618811|      0.12500000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[1.329047822530305, 0.3372112323549781, 0.7136946950654123, 0.775817462401878, 0.4622201722379479, 3.056879086511298, 4.863220853911427, 6.962138271363344, 2.143654099143444, 4.655672614067081, 5.773030167422485]|  0.9967101194618811|      0.06250000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[1.331199076431222, 0.3161804634035471, 0.7056501483069229, 0.8009062979919923, 0.488032766009472, 3.0737769175796448, 4.885390858277106, 6.9676992060192156, 2.1709247930292923, 4.678950585525163, 5.7707171650273645]|  0.9386293176374706|      0.12500000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[1.331199076431222, 0.3161804634035471, 0.7056501483069229, 0.8009062979919923, 0.488032766009472, 3.0737769175796448, 4.885390858277106, 6.9676992060192156, 2.1709247930292923, 4.678950585525163, 5.7707171650273645]|  0.9386293176374706|      0.06250000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[1.3219903151156713, 0.2745495385582376, 0.7040564490796396, 0.7952752662853729, 0.466235754513558, 3.047146365155712, 4.8816986679904035, 6.978851699737241, 2.18613357608525, 4.684227244608523, 5.748977574752395]|  0.8367515925985193|      0.12500000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[1.3219903151156713, 0.2745495385582376, 0.7040564490796396, 0.7952752662853729, 0.466235754513558, 3.047146365155712, 4.8816986679904035, 6.978851699737241, 2.18613357608525, 4.684227244608523, 5.748977574752395]|  0.8367515925985193|      0.06250000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[1.2988824967375965, 0.2623638134352162, 0.6874240353872078, 0.7914739146296828, 0.4223278489249138, 3.0473454404886673, 4.873619198421016, 6.9899100174367055, 2.181993756449845, 4.69614584370689, 5.723326059411777]|  0.7883245479565367|      0.12500000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[1.3064643238281648, 0.2000786393253866, 0.6342337356942415, 0.7483677984354621, 0.3825641330313791, 3.109295758601286, 4.901388162864916, 6.988345868088345, 2.170758340013791, 4.708040860091631, 5.746573527803581]|  0.6870778244555751|      0.25000000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[1.3064643238281648, 0.2000786393253866, 0.6342337356942415, 0.7483677984354621, 0.3825641330313791, 3.109295758601286, 4.901388162864916, 6.988345868088345, 2.170758340013791, 4.708040860091631, 5.746573527803581]|  0.6870778244555751|      0.12500000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[1.3064643238281648, 0.2000786393253866, 0.6342337356942415, 0.7483677984354621, 0.3825641330313791, 3.109295758601286, 4.901388162864916, 6.988345868088345, 2.170758340013791, 4.708040860091631, 5.746573527803581]|  0.6870778244555751|      0.06250000|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[1.3064643238281648, 0.2000786393253866, 0.6342337356942415, 0.7483677984354621, 0.3825641330313791, 3.109295758601286, 4.901388162864916, 6.988345868088345, 2.170758340013791, 4.708040860091631, 5.746573527803581]|  0.6870778244555751|      0.03125000|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
