k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[4.1354940063310925, 0.0498063506184191, 0.1782426436961379, 0.0201934741656294, 1.656067218356832, 0.0244928810601479, 1.1913604116656415, 0.0195713015171162, 0.294863703439634, 0.0185743463520723, 0.3292796948858254, 0.0209920284582061, 0.0818932621042735, 0.0207708524337789, 0.2545187466836197, 0.0201063183764107, 1.3974146591366876, 0.0216797397918473, 1.172465422184564, 0.0228911863008645, 0.0897707238250787, 0.0197911343634109, 0.1307425593094644, 0.0212324493242428, 0.3016315340613337, 0.0200226529771001, 0.1066284773657393, 0.0184460727611317, 0.1170855430209219, 0.0205456264505215, 0.5466057660553145, 0.0189640888342992, 0.007789520028743, 0.0202132597539231, 0.0909770877270418, 0.0210257598422223, 0.1098523399160601, 0.0204576578211239, 0.0392188748266392, 0.0196665517524411, 0.0980963452907814, 0.0196370540411071, 0.285037399607864, 0.0192903814355878, 0.4220941455306684, 0.019806585098406, 0.1631579608777472, 0.0182766709340313, 0.0728374358314491, 0.0198880499714508, 0.3129084408690599, 0.0185069612438056, 0.139100022653138, 0.0194302406158506, 0.2874578969399218, 0.0188830665433869, 0.0632236527327673, 0.0190562796206844, 0.1529039008275187, 0.0203396567762794, 0.1929389074813194, 0.0219618380569787, 0.1522485360097084, 0.020544667858207, 0.392197355869085, 0.0198337887922445]|171685.8802539182943292|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[4.1354940063310925, 0.0498063506184191, 0.1782426436961379, 0.0201934741656294, 1.656067218356832, 0.0244928810601479, 1.1913604116656415, 0.0195713015171162, 0.294863703439634, 0.0185743463520723, 0.3292796948858254, 0.0209920284582061, 0.0818932621042735, 0.0207708524337789, 0.2545187466836197, 0.0201063183764107, 1.3974146591366876, 0.0216797397918473, 1.172465422184564, 0.0228911863008645, 0.0897707238250787, 0.0197911343634109, 0.1307425593094644, 0.0212324493242428, 0.3016315340613337, 0.0200226529771001, 0.1066284773657393, 0.0184460727611317, 0.1170855430209219, 0.0205456264505215, 0.5466057660553145, 0.0189640888342992, 0.007789520028743, 0.0202132597539231, 0.0909770877270418, 0.0210257598422223, 0.1098523399160601, 0.0204576578211239, 0.0392188748266392, 0.0196665517524411, 0.0980963452907814, 0.0196370540411071, 0.285037399607864, 0.0192903814355878, 0.4220941455306684, 0.019806585098406, 0.1631579608777472, 0.0182766709340313, 0.0728374358314491, 0.0198880499714508, 0.3129084408690599, 0.0185069612438056, 0.139100022653138, 0.0194302406158506, 0.2874578969399218, 0.0188830665433869, 0.0632236527327673, 0.0190562796206844, 0.1529039008275187, 0.0203396567762794, 0.1929389074813194, 0.0219618380569787, 0.1522485360097084, 0.020544667858207, 0.392197355869085, 0.0198337887922445]|171685.8802539182943292|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[4.13670847156772, 0.0686051585724397, 0.1783713419738325, 0.0195233259228157, 1.654307645064579, 0.039002512973559, 1.1907418599302841, 0.0286941663602164, 0.2950679826586617, 0.0176987942990095, 0.3272378908599184, 0.0211081557315473, 0.0813694419972154, 0.0184530297671692, 0.2551114706699777, 0.0178792308594812, 1.3985429563066, 0.0351250937396173, 1.1741434738726138, 0.0297959387304905, 0.0895106314720853, 0.0200060056671307, 0.1298118674653076, 0.0216986321264726, 0.302874100840875, 0.0206083126811183, 0.1057175436546888, 0.0166684614363409, 0.1173575102700724, 0.0195135707311539, 0.5489090511114376, 0.0218452712435699, 0.0090470018694432, 0.0195935034781536, 0.0901243863933207, 0.0192492158115352, 0.1127596602091224, 0.0190610190511321, 0.0377729917282567, 0.0187262166649315, 0.0974221579032146, 0.0212234252502693, 0.2856900956195068, 0.0209982550792076, 0.4216961125289144, 0.019707970856384, 0.1616608609830476, 0.0165138200569761, 0.0754199566358992, 0.0207525778681738, 0.3130729634395127, 0.0199063479026583, 0.138700123585826, 0.0193599202379967, 0.286137719081022, 0.0201310325416484, 0.0627549413952718, 0.018056950258142, 0.1504977315375146, 0.0213070442137762, 0.1925718435848886, 0.0224142307469076, 0.1513431802587189, 0.020499075642712, 0.3925053444369732, 0.0205801394032366]|140045.1847696728073061|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[4.1470246062854255, 0.09269548873636, 0.1825057001846722, 0.0178308329902268, 1.6528563886209022, 0.0508926386622326, 1.1954899089274191, 0.0432196700991794, 0.2906285361913787, 0.017940190117878, 0.3191794255722554, 0.0218503752986685, 0.0743500361221663, 0.0095051351506923, 0.2509806917665764, 0.0241099659490334, 1.3918344131093094, 0.0439915359592365, 1.178575119013555, 0.0396786667019406, 0.0915484104990511, 0.0137881014822405, 0.1256239521289815, 0.0288913142249648, 0.3029634160188207, 0.0267826331236507, 0.1022574139698152, 0.0283721334075852, 0.1249252618544194, 0.0218008552625866, 0.556046228357908, 0.0258130218804247, 0.0157480531846176, 0.0268029024349646, 0.0963065990478698, 0.0130337746566384, 0.1129843138692073, 0.0226217310274132, 0.0382706024368173, 0.0103587930167355, 0.0981803797792763, 0.0339605276766217, 0.2775791518431453, 0.0191622224886654, 0.4250889320635017, 0.0147133830813124, 0.1577026962383745, 0.0238480034853098, 0.0836759121834926, 0.013879113764505, 0.3164812222837274, 0.0117247022589428, 0.1385226706276141, 0.0387088611305662, 0.2788735353586044, 0.0266787763300235, 0.0642701533175171, 0.0201668060808718, 0.1459269506524757, 0.0257486934627392, 0.1913601298808602, 0.0372258888096259, 0.1451110711961534, 0.011301375050726, 0.3773260349661133, 0.0191428018097797]|122071.3815073057630798|      0.12500000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[4.1470246062854255, 0.09269548873636, 0.1825057001846722, 0.0178308329902268, 1.6528563886209022, 0.0508926386622326, 1.1954899089274191, 0.0432196700991794, 0.2906285361913787, 0.017940190117878, 0.3191794255722554, 0.0218503752986685, 0.0743500361221663, 0.0095051351506923, 0.2509806917665764, 0.0241099659490334, 1.3918344131093094, 0.0439915359592365, 1.178575119013555, 0.0396786667019406, 0.0915484104990511, 0.0137881014822405, 0.1256239521289815, 0.0288913142249648, 0.3029634160188207, 0.0267826331236507, 0.1022574139698152, 0.0283721334075852, 0.1249252618544194, 0.0218008552625866, 0.556046228357908, 0.0258130218804247, 0.0157480531846176, 0.0268029024349646, 0.0963065990478698, 0.0130337746566384, 0.1129843138692073, 0.0226217310274132, 0.0382706024368173, 0.0103587930167355, 0.0981803797792763, 0.0339605276766217, 0.2775791518431453, 0.0191622224886654, 0.4250889320635017, 0.0147133830813124, 0.1577026962383745, 0.0238480034853098, 0.0836759121834926, 0.013879113764505, 0.3164812222837274, 0.0117247022589428, 0.1385226706276141, 0.0387088611305662, 0.2788735353586044, 0.0266787763300235, 0.0642701533175171, 0.0201668060808718, 0.1459269506524757, 0.0257486934627392, 0.1913601298808602, 0.0372258888096259, 0.1451110711961534, 0.011301375050726, 0.3773260349661133, 0.0191428018097797]|122071.3815073057630798|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
      11|[4.1470246062854255, 0.09269548873636, 0.1825057001846722, 0.0178308329902268, 1.6528563886209022, 0.0508926386622326, 1.1954899089274191, 0.0432196700991794, 0.2906285361913787, 0.017940190117878, 0.3191794255722554, 0.0218503752986685, 0.0743500361221663, 0.0095051351506923, 0.2509806917665764, 0.0241099659490334, 1.3918344131093094, 0.0439915359592365, 1.178575119013555, 0.0396786667019406, 0.0915484104990511, 0.0137881014822405, 0.1256239521289815, 0.0288913142249648, 0.3029634160188207, 0.0267826331236507, 0.1022574139698152, 0.0283721334075852, 0.1249252618544194, 0.0218008552625866, 0.556046228357908, 0.0258130218804247, 0.0157480531846176, 0.0268029024349646, 0.0963065990478698, 0.0130337746566384, 0.1129843138692073, 0.0226217310274132, 0.0382706024368173, 0.0103587930167355, 0.0981803797792763, 0.0339605276766217, 0.2775791518431453, 0.0191622224886654, 0.4250889320635017, 0.0147133830813124, 0.1577026962383745, 0.0238480034853098, 0.0836759121834926, 0.013879113764505, 0.3164812222837274, 0.0117247022589428, 0.1385226706276141, 0.0387088611305662, 0.2788735353586044, 0.0266787763300235, 0.0642701533175171, 0.0201668060808718, 0.1459269506524757, 0.0257486934627392, 0.1913601298808602, 0.0372258888096259, 0.1451110711961534, 0.011301375050726, 0.3773260349661133, 0.0191428018097797]|122071.3815073057630798|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
