k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5364185776702562, 10.821573266763183, 1.1930608113271306]                    |  0.0705946666035573|      2.00000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       2|[0.5364185776702562, 10.821573266763183, 1.1930608113271306]                    |  0.0705946666035573|      1.00000000|[6, 2, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[0.5364185776702562, 10.821573266763183, 1.1930608113271306]                    |  0.0705946666035573|      0.50000000|[9, 3, 3, 6]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[0.5364185776702562, 10.821573266763183, 1.1930608113271306]                    |  0.0705946666035573|      0.25000000|[13, 3, 4, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[0.6918133107888332, 10.626924625829586, 1.171511252127229]                     |  0.0184261217439252|      0.50000000|[16, 4, 5, 10]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
       6|[0.6918133107888332, 10.626924625829586, 1.171511252127229]                     |  0.0184261217439252|      0.25000000|[19, 5, 6, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[0.6918133107888332, 10.626924625829586, 1.171511252127229]                     |  0.0184261217439252|      0.12500000|[22, 6, 7, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[0.6918133107888332, 10.626924625829586, 1.171511252127229]                     |  0.0184261217439252|      0.06250000|[25, 7, 8, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[0.6918133107888332, 10.626924625829586, 1.171511252127229]                     |  0.0184261217439252|      0.03125000|[28, 8, 9, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.7229862102165521, 10.628094633139215, 1.1696554708457356]                    |  0.0145574799149083|      0.06250000|[31, 9, 10, 20]                                                            |  | used linear model with 4 points | iterate success | actual_k=1
      11|[0.7229862102165521, 10.628094633139215, 1.1696554708457356]                    |  0.0145574799149083|      0.03125000|[34, 10, 11, 22]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[0.7229862102165521, 10.628094633139215, 1.1696554708457356]                    |  0.0145574799149083|      0.01562500|[37, 11, 12, 24]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      13|[0.7229862102165521, 10.628094633139215, 1.1696554708457356]                    |  0.0145574799149083|      0.00781250|[40, 12, 13, 26]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      14|[0.7303141695320802, 10.625396603791394, 1.1694171304205776]                    |  0.0140234490816748|      0.01562500|[43, 13, 14, 28]                                                           |  | used linear model with 4 points | iterate success | actual_k=1
      15|[0.742866315753605, 10.633896744556186, 1.1656313864762262]                     |  0.0128357372976099|      0.03125000|[46, 14, 15, 30]                                                           |  | used linear model with 4 points | iterate success | actual_k=1
