k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      0.50000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[-0.8103602409364358, -0.7928595745804334, -0.84196230300279, -0.8852050461730412, -0.818340480216024, -0.8504545803783179, -0.7457237269847461, -0.833670195542722, -0.801090140987247, -0.8071396322223868, -0.7899870139159537, -0.8278818679451174, -0.8060130911646068, -0.7703102290721087, -0.8936180199920165, -0.7383260648809826, -0.8568017168115121, -0.8380933180710378, -0.8521944147956187, -0.786844966205547, -0.8772921357468094, -0.835710582429696, -0.7249807737205518, -0.8466153828196346, -0.9328881247655908, -0.8136792336625355, -0.8138714295413559, -0.6872130088612294, -0.8227700601534494, -0.7997136029610087, -0.7922467164693392, -0.7744295769697879, -0.8818663168810722, -0.8212000436502302, -0.8057592111321771, -0.7601865443935053, -0.7934468908184541, -0.7986236088750452, -0.7882031327102136, -0.7511324852352598, -0.8671636670743985, -0.8497875390992315, -0.8161876431809942, -0.8571915034489459, -0.8442924976326672, -0.790061677881681, -0.7957214905457957, -0.8776587050137054, -0.7658641793649344, -0.7846678752059291, -0.8451043093156438, -0.8162259046596684, -0.8191410068125657, -0.8342045216387242, -0.7562733469837966, -0.8409751119093551, -0.7381032592772863, -0.8416645311222994, -0.8648324832868742, -0.8517806425481155, -0.8665944558889436, -0.8032720918361926, -0.8721861124349387, -0.8818847567102175, -0.8100351535517089, -0.7823856079091509, -0.8088138679280614, -0.7529835559109419, -0.7656664990025508, -0.8672577033736267, -0.8922661695645163, -0.7726366617109868, -0.7105238081134425, -0.8293440492632106, -0.7735521408737087, -0.8309135725852821, -0.7883873326705235, -0.8218868221804424, -0.8025258163730874, -0.8972649283814531, -0.7868207734933512, -0.830997279881138, -0.6322498420602861, -0.7903762328478552, -0.8380587830751661, -0.8681608916990096, -0.8066784288660876, -0.852493044190932, -0.8133949568803153, -0.8603863005661699, -0.757402341544203, -0.829418838894559, -0.8825781121472119, -0.8012154761471596, -0.7925976875770679, -0.7797378594433246, -0.7809810983755863, -0.8572385923573971, -0.8570447990140944, -0.8013348505915869]|613.7717895507812500|      1.00000000|[155, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
       3|[-0.8103602409364358, -0.7928595745804334, -0.84196230300279, -0.8852050461730412, -0.818340480216024, -0.8504545803783179, -0.7457237269847461, -0.833670195542722, -0.801090140987247, -0.8071396322223868, -0.7899870139159537, -0.8278818679451174, -0.8060130911646068, -0.7703102290721087, -0.8936180199920165, -0.7383260648809826, -0.8568017168115121, -0.8380933180710378, -0.8521944147956187, -0.786844966205547, -0.8772921357468094, -0.835710582429696, -0.7249807737205518, -0.8466153828196346, -0.9328881247655908, -0.8136792336625355, -0.8138714295413559, -0.6872130088612294, -0.8227700601534494, -0.7997136029610087, -0.7922467164693392, -0.7744295769697879, -0.8818663168810722, -0.8212000436502302, -0.8057592111321771, -0.7601865443935053, -0.7934468908184541, -0.7986236088750452, -0.7882031327102136, -0.7511324852352598, -0.8671636670743985, -0.8497875390992315, -0.8161876431809942, -0.8571915034489459, -0.8442924976326672, -0.790061677881681, -0.7957214905457957, -0.8776587050137054, -0.7658641793649344, -0.7846678752059291, -0.8451043093156438, -0.8162259046596684, -0.8191410068125657, -0.8342045216387242, -0.7562733469837966, -0.8409751119093551, -0.7381032592772863, -0.8416645311222994, -0.8648324832868742, -0.8517806425481155, -0.8665944558889436, -0.8032720918361926, -0.8721861124349387, -0.8818847567102175, -0.8100351535517089, -0.7823856079091509, -0.8088138679280614, -0.7529835559109419, -0.7656664990025508, -0.8672577033736267, -0.8922661695645163, -0.7726366617109868, -0.7105238081134425, -0.8293440492632106, -0.7735521408737087, -0.8309135725852821, -0.7883873326705235, -0.8218868221804424, -0.8025258163730874, -0.8972649283814531, -0.7868207734933512, -0.830997279881138, -0.6322498420602861, -0.7903762328478552, -0.8380587830751661, -0.8681608916990096, -0.8066784288660876, -0.852493044190932, -0.8133949568803153, -0.8603863005661699, -0.757402341544203, -0.829418838894559, -0.8825781121472119, -0.8012154761471596, -0.7925976875770679, -0.7797378594433246, -0.7809810983755863, -0.8572385923573971, -0.8570447990140944, -0.8013348505915869]|613.7717895507812500|      0.50000000|[267, 38, 0, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.7179021373329836, -0.7673838609736665, -0.8641694798304915, -0.9082283149556705, -0.8383017700093405, -0.7963436693996996, -0.7226039640582581, -0.9129624214480265, -0.9005519432538284, -0.7860334537073144, -0.7817945902502097, -0.8698253377915336, -0.8610068036360085, -0.7714385334534604, -0.9188181793416259, -0.742812583999888, -0.8714200011501393, -0.8757219661136244, -0.8690239156822315, -0.7904661419376462, -0.954080592364145, -0.8336793540693179, -0.673101144726379, -0.8697932151938612, -0.935260907010885, -0.8112694246886327, -0.8620699747221607, -0.7168330540777297, -0.9053897910088203, -0.788370019133909, -0.7743236102068588, -0.7985697217955517, -0.9453563313404976, -0.8923616077082768, -0.8461719511013839, -0.7317224727350584, -0.9631462039810722, -0.8589594667172622, -0.7563498519244001, -0.7629573800740896, -0.9492243661622639, -0.9074730316959146, -0.8747036797831453, -0.8396890099450656, -0.8260600359899566, -0.7897296576839087, -0.7695746654104768, -0.8604238413810614, -0.8188679661453852, -0.7511937316996736, -0.8682343505770395, -0.9002696530300386, -0.8299282130067562, -0.911779367853767, -0.7718774360570855, -0.8418535493448045, -0.6972906338721325, -0.8921582272719443, -0.8495406558773092, -0.9037307989811539, -0.8743128560004348, -0.8764230792847453, -0.8337892137426147, -0.8480106179789406, -0.7473136468243015, -0.8702893668991294, -0.8514386861984501, -0.7253675946131668, -0.8021506863107901, -0.8544549217441659, -0.9316932749688231, -0.8224792130471822, -0.7041055774524577, -0.8148524890940483, -0.7536041390507137, -0.7543393460060728, -0.8602364634632554, -0.8418894132538032, -0.7514420228075641, -0.8245124348771699, -0.8891591033233089, -0.9340695560878114, -0.6680920718517341, -0.855459934946238, -0.8305419081241701, -0.8757375182206426, -0.8217620843256422, -0.7512148352014887, -0.9077048850306206, -0.9043725280675188, -0.7597109700578326, -0.845758101164302, -0.8896771470116863, -0.8682920912286485, -0.8138464841442014, -0.7774657523476407, -0.7199670455421365, -0.8501678250100178, -0.8799319296445289, -0.8323820143196597]|596.5195922851562500|      1.00000000|[309, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=2
       5|[-0.7179021373329836, -0.7673838609736665, -0.8641694798304915, -0.9082283149556705, -0.8383017700093405, -0.7963436693996996, -0.7226039640582581, -0.9129624214480265, -0.9005519432538284, -0.7860334537073144, -0.7817945902502097, -0.8698253377915336, -0.8610068036360085, -0.7714385334534604, -0.9188181793416259, -0.742812583999888, -0.8714200011501393, -0.8757219661136244, -0.8690239156822315, -0.7904661419376462, -0.954080592364145, -0.8336793540693179, -0.673101144726379, -0.8697932151938612, -0.935260907010885, -0.8112694246886327, -0.8620699747221607, -0.7168330540777297, -0.9053897910088203, -0.788370019133909, -0.7743236102068588, -0.7985697217955517, -0.9453563313404976, -0.8923616077082768, -0.8461719511013839, -0.7317224727350584, -0.9631462039810722, -0.8589594667172622, -0.7563498519244001, -0.7629573800740896, -0.9492243661622639, -0.9074730316959146, -0.8747036797831453, -0.8396890099450656, -0.8260600359899566, -0.7897296576839087, -0.7695746654104768, -0.8604238413810614, -0.8188679661453852, -0.7511937316996736, -0.8682343505770395, -0.9002696530300386, -0.8299282130067562, -0.911779367853767, -0.7718774360570855, -0.8418535493448045, -0.6972906338721325, -0.8921582272719443, -0.8495406558773092, -0.9037307989811539, -0.8743128560004348, -0.8764230792847453, -0.8337892137426147, -0.8480106179789406, -0.7473136468243015, -0.8702893668991294, -0.8514386861984501, -0.7253675946131668, -0.8021506863107901, -0.8544549217441659, -0.9316932749688231, -0.8224792130471822, -0.7041055774524577, -0.8148524890940483, -0.7536041390507137, -0.7543393460060728, -0.8602364634632554, -0.8418894132538032, -0.7514420228075641, -0.8245124348771699, -0.8891591033233089, -0.9340695560878114, -0.6680920718517341, -0.855459934946238, -0.8305419081241701, -0.8757375182206426, -0.8217620843256422, -0.7512148352014887, -0.9077048850306206, -0.9043725280675188, -0.7597109700578326, -0.845758101164302, -0.8896771470116863, -0.8682920912286485, -0.8138464841442014, -0.7774657523476407, -0.7199670455421365, -0.8501678250100178, -0.8799319296445289, -0.8323820143196597]|596.5195922851562500|      0.50000000|[421, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.7179021373329836, -0.7673838609736665, -0.8641694798304915, -0.9082283149556705, -0.8383017700093405, -0.7963436693996996, -0.7226039640582581, -0.9129624214480265, -0.9005519432538284, -0.7860334537073144, -0.7817945902502097, -0.8698253377915336, -0.8610068036360085, -0.7714385334534604, -0.9188181793416259, -0.742812583999888, -0.8714200011501393, -0.8757219661136244, -0.8690239156822315, -0.7904661419376462, -0.954080592364145, -0.8336793540693179, -0.673101144726379, -0.8697932151938612, -0.935260907010885, -0.8112694246886327, -0.8620699747221607, -0.7168330540777297, -0.9053897910088203, -0.788370019133909, -0.7743236102068588, -0.7985697217955517, -0.9453563313404976, -0.8923616077082768, -0.8461719511013839, -0.7317224727350584, -0.9631462039810722, -0.8589594667172622, -0.7563498519244001, -0.7629573800740896, -0.9492243661622639, -0.9074730316959146, -0.8747036797831453, -0.8396890099450656, -0.8260600359899566, -0.7897296576839087, -0.7695746654104768, -0.8604238413810614, -0.8188679661453852, -0.7511937316996736, -0.8682343505770395, -0.9002696530300386, -0.8299282130067562, -0.911779367853767, -0.7718774360570855, -0.8418535493448045, -0.6972906338721325, -0.8921582272719443, -0.8495406558773092, -0.9037307989811539, -0.8743128560004348, -0.8764230792847453, -0.8337892137426147, -0.8480106179789406, -0.7473136468243015, -0.8702893668991294, -0.8514386861984501, -0.7253675946131668, -0.8021506863107901, -0.8544549217441659, -0.9316932749688231, -0.8224792130471822, -0.7041055774524577, -0.8148524890940483, -0.7536041390507137, -0.7543393460060728, -0.8602364634632554, -0.8418894132538032, -0.7514420228075641, -0.8245124348771699, -0.8891591033233089, -0.9340695560878114, -0.6680920718517341, -0.855459934946238, -0.8305419081241701, -0.8757375182206426, -0.8217620843256422, -0.7512148352014887, -0.9077048850306206, -0.9043725280675188, -0.7597109700578326, -0.845758101164302, -0.8896771470116863, -0.8682920912286485, -0.8138464841442014, -0.7774657523476407, -0.7199670455421365, -0.8501678250100178, -0.8799319296445289, -0.8323820143196597]|596.5195922851562500|      0.25000000|[534, 76, 1, 39]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.7502131618734156, -0.776951261693675, -0.8630040524216958, -0.9258778099609358, -0.8092888669988003, -0.8037450104556161, -0.713159986471927, -0.8686856790622902, -0.9145760745236737, -0.7319564938460611, -0.8285302090824268, -0.8660208253073095, -0.9258016731924985, -0.7776018786474805, -0.9789847362533721, -0.7470257017868381, -0.852115759188062, -0.8867819830317974, -0.9089313618984953, -0.7682390959730658, -0.9322448932706408, -0.8491754764729513, -0.6863222900549679, -0.8110473193140637, -0.9462399432497423, -0.8346334996022645, -0.8574734357568884, -0.7578119139145904, -0.8679710462756591, -0.7983948787277066, -0.7697308025857896, -0.830722271876782, -0.9274333353139863, -0.9165525997150281, -0.8153982682422933, -0.7430129787302406, -0.9724923572990956, -0.8450562058095801, -0.7795722915103884, -0.7277012399907854, -0.9667404767948068, -0.9093973739780404, -0.9004733438549903, -0.8150395706956527, -0.831335475934855, -0.8063256970523344, -0.7467425269609599, -0.8405921963836537, -0.841631360915145, -0.7354427287179695, -0.8994450055794164, -0.896863016059208, -0.8176743926256175, -0.9500852652373971, -0.8036482797734437, -0.8588969918771002, -0.733208279844108, -0.8896969971439748, -0.8484438659659802, -0.9048442883910719, -0.8743254341133989, -0.8504053913037191, -0.8224527497019378, -0.8779856177931672, -0.7520721075143698, -0.8660153518756386, -0.8415737562312986, -0.7260490546597226, -0.8286465959474251, -0.8692529132596549, -0.920502874926254, -0.8226065152272345, -0.7118555428757191, -0.785998399337029, -0.773992765364289, -0.7210074030576533, -0.8373953755356226, -0.8595800286032993, -0.7404479798774314, -0.8115212536093581, -0.8711704161606002, -0.9325782093405655, -0.7199304590771012, -0.8291780687959757, -0.8383955646276722, -0.8757617830105863, -0.823875898895525, -0.7780554914600833, -0.9064975024871755, -0.9404432903132528, -0.7842001165024239, -0.8269929205132045, -0.8912915117079686, -0.8706406262925858, -0.8579389812375124, -0.7647067002835224, -0.7569138978042911, -0.8410594678656084, -0.9322058413786665, -0.8603121253514763]|588.3204345703125000|      0.50000000|[562, 80, 1, 41]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[-0.7502131618734156, -0.776951261693675, -0.8630040524216958, -0.9258778099609358, -0.8092888669988003, -0.8037450104556161, -0.713159986471927, -0.8686856790622902, -0.9145760745236737, -0.7319564938460611, -0.8285302090824268, -0.8660208253073095, -0.9258016731924985, -0.7776018786474805, -0.9789847362533721, -0.7470257017868381, -0.852115759188062, -0.8867819830317974, -0.9089313618984953, -0.7682390959730658, -0.9322448932706408, -0.8491754764729513, -0.6863222900549679, -0.8110473193140637, -0.9462399432497423, -0.8346334996022645, -0.8574734357568884, -0.7578119139145904, -0.8679710462756591, -0.7983948787277066, -0.7697308025857896, -0.830722271876782, -0.9274333353139863, -0.9165525997150281, -0.8153982682422933, -0.7430129787302406, -0.9724923572990956, -0.8450562058095801, -0.7795722915103884, -0.7277012399907854, -0.9667404767948068, -0.9093973739780404, -0.9004733438549903, -0.8150395706956527, -0.831335475934855, -0.8063256970523344, -0.7467425269609599, -0.8405921963836537, -0.841631360915145, -0.7354427287179695, -0.8994450055794164, -0.896863016059208, -0.8176743926256175, -0.9500852652373971, -0.8036482797734437, -0.8588969918771002, -0.733208279844108, -0.8896969971439748, -0.8484438659659802, -0.9048442883910719, -0.8743254341133989, -0.8504053913037191, -0.8224527497019378, -0.8779856177931672, -0.7520721075143698, -0.8660153518756386, -0.8415737562312986, -0.7260490546597226, -0.8286465959474251, -0.8692529132596549, -0.920502874926254, -0.8226065152272345, -0.7118555428757191, -0.785998399337029, -0.773992765364289, -0.7210074030576533, -0.8373953755356226, -0.8595800286032993, -0.7404479798774314, -0.8115212536093581, -0.8711704161606002, -0.9325782093405655, -0.7199304590771012, -0.8291780687959757, -0.8383955646276722, -0.8757617830105863, -0.823875898895525, -0.7780554914600833, -0.9064975024871755, -0.9404432903132528, -0.7842001165024239, -0.8269929205132045, -0.8912915117079686, -0.8706406262925858, -0.8579389812375124, -0.7647067002835224, -0.7569138978042911, -0.8410594678656084, -0.9322058413786665, -0.8603121253514763]|588.3204345703125000|      0.25000000|[674, 96, 1, 49]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-0.7808307393473976, -0.7721898261751629, -0.8638935527324548, -1.012272709233838, -0.7980627216614279, -0.8194595351493431, -0.6793891652999982, -0.8721834555192575, -0.9104673491090876, -0.7582364995125259, -0.7923955473487834, -0.8615022422402829, -0.9347817810781283, -0.7565061457113641, -1.01143485910456, -0.7661929290737852, -0.816626459736056, -0.8732305490169676, -0.9012907594647462, -0.7953390025488313, -0.9258536288666186, -0.8646011726941379, -0.6918638301818961, -0.829229298664549, -0.9507780129838048, -0.8406113361303809, -0.8558130252458993, -0.7858113297263967, -0.842434098484653, -0.793155012561499, -0.7621423369853347, -0.8448525262689915, -0.8907790701150045, -0.9296623977699273, -0.8170051291588312, -0.7717142940291827, -0.9701383139992195, -0.8137660190156762, -0.8150277277206104, -0.7437256064450678, -0.9740984914614652, -0.9089208941480303, -0.8950249824939428, -0.8683892615957559, -0.8036514836063093, -0.7681426933263394, -0.7564039450884338, -0.8723858553056516, -0.8691091725725398, -0.7458315312933427, -0.8628545083376767, -0.9064247229517237, -0.8559886942925713, -0.9224717823703934, -0.8286033934092935, -0.8742073158654529, -0.7564972167360593, -0.847992552554169, -0.8653340349697801, -0.9340656726886287, -0.8765078206680553, -0.8392647258246972, -0.8132775622808192, -0.8734715879662299, -0.7806338559049252, -0.9286190250334594, -0.8884299449508014, -0.7383803288251749, -0.8677473753419181, -0.8562186693935208, -0.8992302517055938, -0.8379127193041043, -0.7525065709801105, -0.7830326509387449, -0.7772514546812741, -0.7638350608699591, -0.8605615127802998, -0.8491082799215438, -0.7451163659687197, -0.8347255035184301, -0.8624136612631543, -0.9184125469432686, -0.749565386301854, -0.8431385449486467, -0.8067561869715845, -0.833080154859144, -0.8535802779033763, -0.7846867484299207, -0.9257066767094086, -0.9716591239883554, -0.7811484539860352, -0.8419314352329185, -0.8835769519645507, -0.8689953613006974, -0.8627890095656724, -0.7600574751579822, -0.7280673680700087, -0.8837346220445833, -0.944893007568976, -0.8616162055054519]|577.7310791015625000|      0.50000000|[702, 100, 1, 51]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[-0.7977167944559066, -0.8060173926544563, -0.8392840958895065, -1.0273905176736549, -0.8100762977435599, -0.8967374890092537, -0.7040842025508429, -0.8397438269635588, -0.8641650898841391, -0.8244885137915954, -0.8297836363545426, -0.917396918891647, -0.9526636804773186, -0.786359380236039, -1.0386660152980276, -0.8589123297545064, -0.8138730861994111, -0.9759308348818165, -0.8867356498574934, -0.888281457332325, -0.8854702368948687, -0.7487176363303611, -0.8263471383906333, -0.843129863070009, -0.9450288398790756, -0.8861908368885922, -0.8870743832241541, -0.7971086932171846, -0.8244823472152569, -0.808341933506237, -0.8321417088203988, -0.8619726798977133, -0.8907660921745002, -0.9221705293446593, -0.8236411769218613, -0.8483882860321166, -0.9676936534420902, -0.8597998804526958, -0.8366270931267439, -0.8891066096928689, -0.9075080135652931, -0.8478041702648084, -0.911039335985045, -0.9083160199285301, -0.8611797472335991, -0.8309384619618256, -0.6774587204589094, -0.8810647639925915, -0.8682211053101017, -0.7334632096455693, -0.8270819899967613, -0.9396880617996834, -0.8217600756427695, -0.9849150151438218, -0.8419678312123101, -0.8680835647121456, -0.8503549292326945, -0.8702232405844081, -0.857917819753477, -0.8690895976863259, -0.800209292466832, -0.8386403719500127, -0.8629940797669308, -0.8980813964072285, -0.8231748002434347, -0.9363420129831554, -0.9678249079084931, -0.7474993137863084, -0.947353627595489, -0.7991431367607609, -0.9081380918046588, -0.796359105566571, -0.7623040869759792, -0.7844643406513967, -0.8054526911903626, -0.7500139239230843, -0.9049620171657822, -0.8532113979686591, -0.732446224672853, -0.8368125117368422, -0.8806190145561821, -0.9396457790138221, -0.8441894373499407, -0.9154247127520404, -0.8171219742775265, -0.8922842259696561, -0.8255931514600346, -0.8428128557554885, -0.9509260453122542, -0.9971186318688388, -0.7887356761689326, -0.8516680968350322, -0.8129853716310893, -0.8053072274056053, -0.9028942658577536, -0.8056548853057441, -0.7971488580085382, -0.9433358206452577, -0.9794132596313421, -0.9228114243045448]|544.4110717773437500|      1.00000000|[787, 112, 2, 58]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | iterate success | actual_k=2
