k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1286006085970184, -0.0320925165804849, 0.1402096898137168, -0.1540344793723581, 0.0473155734953429, 0.1406923612128184, 0.0386876990745938, -0.0969725053039995, 0.0378708735997013, -0.1366085654058146, 0.2209886946740325, 0.0751375139271665, 0.1064946549896173, 0.125718727935953, 0.000246502356595, -0.1715375883636336, -0.2041151383058073, -0.1070183636760634, -0.0769200286251103, 0.1855836260566105, 0.1563902785269473, 0.0015430241945973, 0.1498741021287145, 0.0923279811624826, -0.1049395275677361, -0.0490665584604774, -0.1727876213128741, -0.0351541554611696, -0.0398149486388319, 0.0233437728962919, 0.044523767271785, -0.1487671783397286, 0.2247793294429619, 0.1099874334077088, -0.2536093131807452, 0.2098467324608356, -0.0200461408050636, -0.1523794842104799, 0.0217516276210877, -0.0848870365831549, -0.0922140843811197, 0.1113491094647862, 0.0286036279322724, 0.1982241089575092, -0.0977596419992454, -0.2600085273039541, -0.2333834020847982, 0.1885574222336686, -0.2972446741092529, 0.1909459649391574]|4608.4193787081003393|      2.00000000|[61, 4, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=1
       2|[0.2933027168957885, 0.0224258804049097, 0.2969046032195686, -0.1675818694532852, 0.3656281512038809, 0.1062135217104317, -0.3704484652209368, -0.0835050752692401, -0.1849244499424445, -0.1297757613767387, 0.5678192076206467, 0.117235202839358, 0.5626979346103838, 0.2889417462922759, -0.1608380217357318, -0.5847459878656697, -0.4999197073487975, -0.1701560137278588, -0.4577589185582281, 0.6572985096054429, 0.5775683761887811, 0.5082793363371023, 0.3378637436446752, 0.1314536037035959, -0.3705259968616191, 0.1090353556367673, -0.1968633065579586, 0.0239000747086672, -0.0456514873256674, -0.1241370854801205, 0.2579930235321768, 0.115370877001702, 0.7014646266256198, 0.1526041518857941, -0.7970880447458645, 0.3949267818346752, -0.2224447171121771, -0.1127005191292697, -0.0920590649141816, 0.2214248121553293, -0.0172897426230775, 0.5007917559700416, 0.3266061264094898, 0.6042544713785614, -0.0533815977069774, -0.7430774057317676, -0.5177005427782695, 0.3607136059090098, -0.7865495922591054, 0.6391875603741295]|3837.9765823884713427|      4.00000000|[122, 8, 2, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=1
       3|[0.7159083289068888, -0.2443423283200905, 0.5420405262095088, -0.8173986367555075, 0.9101610620316434, 0.066710156669654, -0.9166372470585804, 0.1549204361400038, -0.6015619405628495, -0.4753033317444288, 1.2616546332615703, 0.5210564853462497, 1.7679933406628943, 0.7571387319319323, -0.3028936187895971, -1.0268640918755558, -1.7074132047565096, -0.1120287782498797, -0.9997566879958972, 1.8191137683322334, 1.9301187831872435, 0.1941209234642337, 0.0916637784148268, 0.499378172832008, -0.533053767569726, 0.5929673391214028, 0.4858183482467209, 1.3206735551040183, 0.2385058306164161, -0.4898091477837603, 0.5566757816498529, 0.1434733619591378, 1.5354281159042005, 0.2992308264148534, -1.1758077896914414, 0.9440488713809798, -0.2316160532436637, -0.0159253988958009, -0.2268463078604354, 0.0428453878584643, 0.3903490383277171, 1.310549847911481, 0.4394700419728305, 1.493205922032204, 0.0389862467039206, -0.5644813819709638, -0.6981469308231003, 0.541889780190229, -1.3167723109897609, 1.4230971904301892]|3090.1554329673626853|      8.00000000|[183, 12, 3, 15]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       4|[0.4931023651567202, -0.5400809132531628, 3.0227806589800523, -2.222137052894056, -0.1878405752003636, 2.839228912307667, -0.7365037113322112, 1.272766115196608, -0.1442265712478266, -0.9151713615606706, 1.0376225491030318, 1.4244584437718824, 0.0159414446317927, 1.4641982617069393, -1.1689254033579861, 0.8059842458649393, -2.4229161309944507, -1.4044232253252358, -2.2934355974755007, 1.4330243137204732, 1.9225113195513623, 0.9931425809927246, 1.1881130509600042, -0.2468209730129397, -1.7990264283204516, 0.0465681639937902, 1.057212278323997, 2.5805974697383363, 0.0244440828673193, -0.9729054242655693, -0.0487821218443154, -0.8973983103980641, 3.564040659392679, 1.5894233897713752, -2.638372909169635, 1.1735217151500255, -1.224879544949108, -0.1195457269989662, -0.5222353897766464, 2.0507191523764416, -0.1494401356803127, 1.2200488325522594, -1.0040739354897847, 3.2344327799485515, -0.7893112452396988, -1.6698314676558608, -2.4237164418963584, 1.441252092969969, -1.9745485440558106, 1.6138532575043736]|2794.0719997850524123|     16.00000000|[244, 16, 4, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       5|[0.4931023651567202, -0.5400809132531628, 3.0227806589800523, -2.222137052894056, -0.1878405752003636, 2.839228912307667, -0.7365037113322112, 1.272766115196608, -0.1442265712478266, -0.9151713615606706, 1.0376225491030318, 1.4244584437718824, 0.0159414446317927, 1.4641982617069393, -1.1689254033579861, 0.8059842458649393, -2.4229161309944507, -1.4044232253252358, -2.2934355974755007, 1.4330243137204732, 1.9225113195513623, 0.9931425809927246, 1.1881130509600042, -0.2468209730129397, -1.7990264283204516, 0.0465681639937902, 1.057212278323997, 2.5805974697383363, 0.0244440828673193, -0.9729054242655693, -0.0487821218443154, -0.8973983103980641, 3.564040659392679, 1.5894233897713752, -2.638372909169635, 1.1735217151500255, -1.224879544949108, -0.1195457269989662, -0.5222353897766464, 2.0507191523764416, -0.1494401356803127, 1.2200488325522594, -1.0040739354897847, 3.2344327799485515, -0.7893112452396988, -1.6698314676558608, -2.4237164418963584, 1.441252092969969, -1.9745485440558106, 1.6138532575043736]|2794.0719997850524123|      8.00000000|[305, 20, 5, 25]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       6|[-0.3651248837705841, -0.9634618417351071, 3.9274882756214984, -2.955598173600584, 1.8312084630521726, 3.6017864146139646, -0.7102095954960718, 2.144525121106936, 0.023966540028741, -1.1562550328184418, 1.7756992786270434, 0.7461124313295538, 0.2488039506099575, 0.8616460006792152, 0.9377970391756685, -1.5852586657953982, -1.8580028215417168, -2.2121044580261673, -2.4829723072629344, 2.7187257113902183, 4.798688450337789, 2.3732378013050606, 1.922709216213832, 1.6116084447337138, -1.4892908428251266, 1.1645614954220576, 0.3282586919694035, 2.155061219693955, 1.1890022529469533, 0.4475763648062592, 0.9365256285695267, -1.6284634328940473, 2.456800008610694, 3.8397676841249186, -2.352436524193462, 1.3105851155599189, -1.336128612329042, 0.3980209584673903, -0.5018036053014036, 3.3835243620806748, -0.3688332712861072, 1.6269818679024615, 0.2283550510077723, 2.196868581427168, 0.4331044591786229, 0.7537096845397329, -2.1658277804266164, 0.0890299307647471, -1.6288922287891179, 2.1002206815572015]|2554.3973423725615248|     16.00000000|[366, 24, 6, 30]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       7|[-0.3651248837705841, -0.9634618417351071, 3.9274882756214984, -2.955598173600584, 1.8312084630521726, 3.6017864146139646, -0.7102095954960718, 2.144525121106936, 0.023966540028741, -1.1562550328184418, 1.7756992786270434, 0.7461124313295538, 0.2488039506099575, 0.8616460006792152, 0.9377970391756685, -1.5852586657953982, -1.8580028215417168, -2.2121044580261673, -2.4829723072629344, 2.7187257113902183, 4.798688450337789, 2.3732378013050606, 1.922709216213832, 1.6116084447337138, -1.4892908428251266, 1.1645614954220576, 0.3282586919694035, 2.155061219693955, 1.1890022529469533, 0.4475763648062592, 0.9365256285695267, -1.6284634328940473, 2.456800008610694, 3.8397676841249186, -2.352436524193462, 1.3105851155599189, -1.336128612329042, 0.3980209584673903, -0.5018036053014036, 3.3835243620806748, -0.3688332712861072, 1.6269818679024615, 0.2283550510077723, 2.196868581427168, 0.4331044591786229, 0.7537096845397329, -2.1658277804266164, 0.0890299307647471, -1.6288922287891179, 2.1002206815572015]|2554.3973423725615248|      8.00000000|[427, 28, 7, 35]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       8|[-0.3651248837705841, -0.9634618417351071, 3.9274882756214984, -2.955598173600584, 1.8312084630521726, 3.6017864146139646, -0.7102095954960718, 2.144525121106936, 0.023966540028741, -1.1562550328184418, 1.7756992786270434, 0.7461124313295538, 0.2488039506099575, 0.8616460006792152, 0.9377970391756685, -1.5852586657953982, -1.8580028215417168, -2.2121044580261673, -2.4829723072629344, 2.7187257113902183, 4.798688450337789, 2.3732378013050606, 1.922709216213832, 1.6116084447337138, -1.4892908428251266, 1.1645614954220576, 0.3282586919694035, 2.155061219693955, 1.1890022529469533, 0.4475763648062592, 0.9365256285695267, -1.6284634328940473, 2.456800008610694, 3.8397676841249186, -2.352436524193462, 1.3105851155599189, -1.336128612329042, 0.3980209584673903, -0.5018036053014036, 3.3835243620806748, -0.3688332712861072, 1.6269818679024615, 0.2283550510077723, 2.196868581427168, 0.4331044591786229, 0.7537096845397329, -2.1658277804266164, 0.0890299307647471, -1.6288922287891179, 2.1002206815572015]|2554.3973423725615248|      4.00000000|[488, 32, 8, 40]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       9|[0.8861238545312324, -1.326861758746983, 3.1564416594870646, -3.086731644606262, 1.7297934630938039, 3.8374968384277457, -0.2305442840128578, 1.9884114895500473, 0.126090512267131, -1.5430485745840399, 1.652886462937049, 1.82023706570117, -0.1456985884692922, 1.1873862280490644, 0.7677948516418208, -1.4724986495889278, -2.119118925314507, -1.923567369414142, -2.5425967112885592, 1.49803452393688, 4.1325874199673045, 2.2325785837078405, 1.9250199294793406, 1.991103862780626, -1.9864721901767148, 0.8141268360719103, 0.4283184507153515, 2.5253664077331175, 0.8731529294673203, -0.334580899032226, 0.4775586210580018, -1.1598044102436913, 2.8131113374675865, 3.4625906753173097, -2.30885399400361, 1.355142803647603, -1.4406326087636105, -0.1891033491288051, -0.6352182760676551, 3.9804272607953255, 0.4112670587383834, 1.8049179828862294, -1.0033529186353118, 2.25926042600061, -0.3106438143389223, -0.8593563446381378, -3.225793691933564, 0.1876376240182265, -1.6555149078687863, 1.4891461153025936]|2127.0011007204757334|      8.00000000|[549, 36, 9, 45]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
      10|[0.8861238545312324, -1.326861758746983, 3.1564416594870646, -3.086731644606262, 1.7297934630938039, 3.8374968384277457, -0.2305442840128578, 1.9884114895500473, 0.126090512267131, -1.5430485745840399, 1.652886462937049, 1.82023706570117, -0.1456985884692922, 1.1873862280490644, 0.7677948516418208, -1.4724986495889278, -2.119118925314507, -1.923567369414142, -2.5425967112885592, 1.49803452393688, 4.1325874199673045, 2.2325785837078405, 1.9250199294793406, 1.991103862780626, -1.9864721901767148, 0.8141268360719103, 0.4283184507153515, 2.5253664077331175, 0.8731529294673203, -0.334580899032226, 0.4775586210580018, -1.1598044102436913, 2.8131113374675865, 3.4625906753173097, -2.30885399400361, 1.355142803647603, -1.4406326087636105, -0.1891033491288051, -0.6352182760676551, 3.9804272607953255, 0.4112670587383834, 1.8049179828862294, -1.0033529186353118, 2.25926042600061, -0.3106438143389223, -0.8593563446381378, -3.225793691933564, 0.1876376240182265, -1.6555149078687863, 1.4891461153025936]|2127.0011007204757334|      4.00000000|[610, 40, 10, 50]                                                          |  | used linear model with 65 points | iterate failure | actual_k=1
      11|[1.622083662741407, -1.5492748264201306, 2.2304511266318405, -3.5285280064744575, 1.6087667706816227, 4.1529562224514125, 0.253568555109379, 2.2788894763223926, 0.3492822853896564, -1.1161926443069277, 1.7168773471838608, 1.60912755927011, -0.498834139741256, 1.0670143339206997, 1.2011829623623824, -1.9226802402542282, -2.7602359950590736, -1.3024970530671731, -2.9782474436021165, 0.6012681408803315, 4.644191440301014, 2.0425219299088018, 3.2475922793096843, 2.9661209618776887, -2.753371797378678, 0.0586927326814578, 1.0998547185046608, 3.6858665689103662, 0.253240992552098, -0.0213482756124466, 0.731292649993462, -1.4072833610236624, 3.31935599515778, 3.1612396753649596, -1.7495567114786459, 1.4165967427916435, -0.9665925512990249, -0.7277730578895335, -0.8294040471671466, 3.4781893799517087, 0.8630440128519972, 2.9195288873963956, -1.2033152587261404, 1.8133861386033887, 0.3641149766651028, 0.1501749590309556, -3.4822020079215585, -0.040610782976323, -1.541163616379338, 1.4605156656710896]|1945.8000988064416106|      8.00000000|[671, 44, 11, 55]                                                          |  | used linear model with 65 points | iterate success | actual_k=1
