k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[49, 0, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=0
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[98, 0, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=0
       3|[100.01508274520613, 0.1690320316942151, 0.251516115124341, 0.9493305276556987, 99.99722494330176, 0.0578901653341512, 0.2301558344337869, 0.7872768169371209, 100.03014955477948, -0.0035859870623455, 0.2660872833860165, 0.7421084226499439, 99.98580781341238, 0.1181785937863309, 0.2912981234340418, 0.610134354815809, 99.97370439297762, 0.2196153120752687, 0.4759630027161963, 0.2881627219696949, 100.05180138123426, 0.5874653595814755, 0.641018831672235, -0.0032538214322503, 300.005400914955, 300.0433430712707, 300.006983556673, 299.9792203136122, 300.01994325307436]|247.1349229060936921|      0.50000000|[147, 0, 3, 12]                                                            |  | used linear model with 49 points | iterate success | actual_k=0
       4|[100.01508274520613, 0.1690320316942151, 0.251516115124341, 0.9493305276556987, 99.99722494330176, 0.0578901653341512, 0.2301558344337869, 0.7872768169371209, 100.03014955477948, -0.0035859870623455, 0.2660872833860165, 0.7421084226499439, 99.98580781341238, 0.1181785937863309, 0.2912981234340418, 0.610134354815809, 99.97370439297762, 0.2196153120752687, 0.4759630027161963, 0.2881627219696949, 100.05180138123426, 0.5874653595814755, 0.641018831672235, -0.0032538214322503, 300.005400914955, 300.0433430712707, 300.006983556673, 299.9792203136122, 300.01994325307436]|247.1349229060936921|      0.25000000|[196, 0, 4, 16]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       5|[100.01508274520613, 0.1690320316942151, 0.251516115124341, 0.9493305276556987, 99.99722494330176, 0.0578901653341512, 0.2301558344337869, 0.7872768169371209, 100.03014955477948, -0.0035859870623455, 0.2660872833860165, 0.7421084226499439, 99.98580781341238, 0.1181785937863309, 0.2912981234340418, 0.610134354815809, 99.97370439297762, 0.2196153120752687, 0.4759630027161963, 0.2881627219696949, 100.05180138123426, 0.5874653595814755, 0.641018831672235, -0.0032538214322503, 300.005400914955, 300.0433430712707, 300.006983556673, 299.9792203136122, 300.01994325307436]|247.1349229060936921|      0.12500000|[245, 0, 5, 20]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       6|[100.01508274520613, 0.1690320316942151, 0.251516115124341, 0.9493305276556987, 99.99722494330176, 0.0578901653341512, 0.2301558344337869, 0.7872768169371209, 100.03014955477948, -0.0035859870623455, 0.2660872833860165, 0.7421084226499439, 99.98580781341238, 0.1181785937863309, 0.2912981234340418, 0.610134354815809, 99.97370439297762, 0.2196153120752687, 0.4759630027161963, 0.2881627219696949, 100.05180138123426, 0.5874653595814755, 0.641018831672235, -0.0032538214322503, 300.005400914955, 300.0433430712707, 300.006983556673, 299.9792203136122, 300.01994325307436]|247.1349229060936921|      0.06250000|[294, 0, 6, 24]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       7|[100.01682495938817, 0.1742537768108564, 0.2649473549562835, 0.9506076595384781, 100.0028487500002, 0.079793004919213, 0.2383760714344184, 0.7977803054960407, 100.03960741580525, 0.0262448841600756, 0.2745130411830319, 0.7463608254867644, 99.97802319876011, 0.1022870895299513, 0.2692799664918169, 0.5964140854734079, 99.97591806190225, 0.2053030086199676, 0.4656195446647876, 0.2807621089207323, 100.05060001466485, 0.5940931107714171, 0.6291322178208809, 0.0017146212950692, 300.0129846597174, 300.0479965052675, 300.0076268016872, 299.98035597934114, 300.0368651642902]|188.7179467758342923|      0.12500000|[343, 0, 7, 28]                                                            |  | used linear model with 49 points | iterate success | actual_k=0
       8|[100.01682495938817, 0.1742537768108564, 0.2649473549562835, 0.9506076595384781, 100.0028487500002, 0.079793004919213, 0.2383760714344184, 0.7977803054960407, 100.03960741580525, 0.0262448841600756, 0.2745130411830319, 0.7463608254867644, 99.97802319876011, 0.1022870895299513, 0.2692799664918169, 0.5964140854734079, 99.97591806190225, 0.2053030086199676, 0.4656195446647876, 0.2807621089207323, 100.05060001466485, 0.5940931107714171, 0.6291322178208809, 0.0017146212950692, 300.0129846597174, 300.0479965052675, 300.0076268016872, 299.98035597934114, 300.0368651642902]|188.7179467758342923|      0.06250000|[392, 0, 8, 32]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       9|[100.00330430306653, 0.1802834522749632, 0.2773972186750425, 0.9495130453252506, 100.00549160991059, 0.1057099251685695, 0.2307490695740834, 0.781636967293656, 100.0408128050258, 0.0430232473529926, 0.2904271632637104, 0.7494232092347592, 99.98601829924428, 0.0953408598164116, 0.2632002312826391, 0.6025498505532515, 99.9854613425921, 0.1717887088773402, 0.4547657574999127, 0.2771729006985286, 100.05435266719189, 0.5963058965155829, 0.6329134200836516, 0.0104787481685295, 300.0163523298503, 300.0482962436855, 299.99616022797835, 299.9903940394682, 300.04698046464256]|151.2212525990262861|      0.12500000|[441, 0, 9, 36]                                                            |  | used linear model with 49 points | iterate success | actual_k=0
      10|[100.00330430306653, 0.1802834522749632, 0.2773972186750425, 0.9495130453252506, 100.00549160991059, 0.1057099251685695, 0.2307490695740834, 0.781636967293656, 100.0408128050258, 0.0430232473529926, 0.2904271632637104, 0.7494232092347592, 99.98601829924428, 0.0953408598164116, 0.2632002312826391, 0.6025498505532515, 99.9854613425921, 0.1717887088773402, 0.4547657574999127, 0.2771729006985286, 100.05435266719189, 0.5963058965155829, 0.6329134200836516, 0.0104787481685295, 300.0163523298503, 300.0482962436855, 299.99616022797835, 299.9903940394682, 300.04698046464256]|151.2212525990262861|      0.06250000|[490, 0, 10, 40]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      11|[100.00330430306653, 0.1802834522749632, 0.2773972186750425, 0.9495130453252506, 100.00549160991059, 0.1057099251685695, 0.2307490695740834, 0.781636967293656, 100.0408128050258, 0.0430232473529926, 0.2904271632637104, 0.7494232092347592, 99.98601829924428, 0.0953408598164116, 0.2632002312826391, 0.6025498505532515, 99.9854613425921, 0.1717887088773402, 0.4547657574999127, 0.2771729006985286, 100.05435266719189, 0.5963058965155829, 0.6329134200836516, 0.0104787481685295, 300.0163523298503, 300.0482962436855, 299.99616022797835, 299.9903940394682, 300.04698046464256]|151.2212525990262861|      0.03125000|[539, 0, 11, 44]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      12|[100.00622119649891, 0.1851289374158095, 0.2825010133599787, 0.9518522884384129, 100.00797090018527, 0.1271885987092456, 0.2389823747007132, 0.7867149463126746, 100.04084132055378, 0.0443572833148232, 0.2866217512815109, 0.7428290197975576, 99.9876275293638, 0.1041657405733727, 0.2686578024288158, 0.6041542661278525, 99.98603106359892, 0.1627971027268202, 0.4498168234515447, 0.2718960530667564, 100.0558160530117, 0.601689306892374, 0.6350248388679608, 0.0093318305444432, 300.0151886291456, 300.0477795752348, 299.9941508407784, 299.9893893498647, 300.0454461955142]|131.1502300153550209|      0.06250000|[588, 0, 12, 48]                                                           |  | used linear model with 49 points | iterate success | actual_k=0
      13|[100.00712725211294, 0.2139835456843593, 0.2877006458841164, 0.9471128846413356, 100.0089043386527, 0.1565112177860776, 0.239615976724594, 0.7869767668698595, 100.03503705196559, 0.0719002712098827, 0.2968466663069422, 0.750429144140283, 99.98956578541203, 0.10804949078277, 0.2478079840946933, 0.5918250958030308, 99.98279277025773, 0.1565411571376525, 0.4436513636383146, 0.2699348881699334, 100.05326383244271, 0.5957713028250019, 0.6195616617227153, 0.0018401167118711, 300.0191822259763, 300.03607490126643, 299.99348000090686, 299.9881832604651, 300.041099077432]|103.1114359651716370|      0.12500000|[637, 0, 13, 52]                                                           |  | used linear model with 49 points | iterate success | actual_k=0
      14|[100.00712725211294, 0.2139835456843593, 0.2877006458841164, 0.9471128846413356, 100.0089043386527, 0.1565112177860776, 0.239615976724594, 0.7869767668698595, 100.03503705196559, 0.0719002712098827, 0.2968466663069422, 0.750429144140283, 99.98956578541203, 0.10804949078277, 0.2478079840946933, 0.5918250958030308, 99.98279277025773, 0.1565411571376525, 0.4436513636383146, 0.2699348881699334, 100.05326383244271, 0.5957713028250019, 0.6195616617227153, 0.0018401167118711, 300.0191822259763, 300.03607490126643, 299.99348000090686, 299.9881832604651, 300.041099077432]|103.1114359651716370|      0.06250000|[686, 0, 14, 56]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      15|[100.00712725211294, 0.2139835456843593, 0.2877006458841164, 0.9471128846413356, 100.0089043386527, 0.1565112177860776, 0.239615976724594, 0.7869767668698595, 100.03503705196559, 0.0719002712098827, 0.2968466663069422, 0.750429144140283, 99.98956578541203, 0.10804949078277, 0.2478079840946933, 0.5918250958030308, 99.98279277025773, 0.1565411571376525, 0.4436513636383146, 0.2699348881699334, 100.05326383244271, 0.5957713028250019, 0.6195616617227153, 0.0018401167118711, 300.0191822259763, 300.03607490126643, 299.99348000090686, 299.9881832604651, 300.041099077432]|103.1114359651716370|      0.03125000|[735, 0, 15, 60]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
