k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00001526|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000763|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000381|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000191|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-9.35509126e-08, -1.7989582705e-06, 0.9999998042087641, 0.0500005591127157, 3527.309999876383, 29.42189989903563, 26185.900000128688]|448.9335180529992044|      0.00000381|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-9.35509126e-08, -1.7989582705e-06, 0.9999998042087641, 0.0500005591127157, 3527.309999876383, 29.42189989903563, 26185.900000128688]|448.9335180529992044|      0.00000191|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[4.63324668e-08, -1.7409451342e-06, 1.0000007220571583, 0.0500012833798808, 3527.3099991402223, 29.42190031304325, 26185.899998889858]|448.9237092828515756|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[4.63324668e-08, -1.7409451342e-06, 1.0000007220571583, 0.0500012833798808, 3527.3099991402223, 29.42190031304325, 26185.899998889858]|448.9237092828515756|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-4.611528004e-07, -1.9765821655e-06, 1.0000007550153398, 0.0500029208839507, 3527.309998412163, 29.421900203439485, 26185.899999206595]|448.9049674606170015|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[-4.611528004e-07, -1.9765821655e-06, 1.0000007550153398, 0.0500029208839507, 3527.309998412163, 29.421900203439485, 26185.899999206595]|448.9049674606170015|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[-4.611528004e-07, -1.9765821655e-06, 1.0000007550153398, 0.0500029208839507, 3527.309998412163, 29.421900203439485, 26185.899999206595]|448.9049674606170015|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-4.913127008e-07, -1.2195369333e-06, 1.000000702837132, 0.0500034937703199, 3527.3099984688465, 29.42190022456173, 26185.89999917681]|448.8957528626215776|      0.00000191|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[-1.4827366038e-06, -1.8443978602e-06, 1.0000008969002507, 0.0500044983085687, 3527.3099991793456, 29.42190030374446, 26185.900000017507]|448.8827545394491381|      0.00000381|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-1.4827366038e-06, -1.8443978602e-06, 1.0000008969002507, 0.0500044983085687, 3527.3099991793456, 29.42190030374446, 26185.900000017507]|448.8827545394491381|      0.00000191|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-1.4827366038e-06, -1.8443978602e-06, 1.0000008969002507, 0.0500044983085687, 3527.3099991793456, 29.42190030374446, 26185.900000017507]|448.8827545394491381|      0.00000095|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[-1.4615933591e-06, -1.2674130569e-06, 1.0000009302579767, 0.0500052551259857, 3527.309999136156, 29.421900284139596, 26185.900000016434]|448.8723168777855790|      0.00000191|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[-1.4615933591e-06, -1.2674130569e-06, 1.0000009302579767, 0.0500052551259857, 3527.309999136156, 29.421900284139596, 26185.900000016434]|448.8723168777855790|      0.00000095|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[-1.4070667196e-06, -1.9148238305e-06, 1.000001020504498, 0.0500059337513641, 3527.3099990993824, 29.42190016085532, 26185.89999997004]|448.8649190485672307|      0.00000191|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[-1.2832878837e-06, -1.2383460307e-06, 1.0000006045388194, 0.0500075741888391, 3527.3099990145806, 29.42190067188894, 26185.899999789413]|448.8423489066175307|      0.00000381|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[-1.2832878837e-06, -1.2383460307e-06, 1.0000006045388194, 0.0500075741888391, 3527.3099990145806, 29.42190067188894, 26185.899999789413]|448.8423489066175307|      0.00000191|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
