k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-0.0006379409735079, 0.0006382881243872, 0.0004380254680924, 0.0076021758841465, 0.0008838943501051, 0.000316354437837, 0.0002823575049216, 0.0006867611813382, 0.0008571364498726, 1.0002615959162982]|2739.3116821917624293|      0.01562500|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[-0.0006379409735079, 0.0006382881243872, 0.0004380254680924, 0.0076021758841465, 0.0008838943501051, 0.000316354437837, 0.0002823575049216, 0.0006867611813382, 0.0008571364498726, 1.0002615959162982]|2739.3116821917624293|      0.00781250|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.0022794196588372, 0.0019210158028011, 0.0040909666495787, 0.0046486606125494, 0.0019253004153169, -0.0013049460657152, 0.00176866757987, 0.0040513209823634, 0.0025027349054693, 1.0032383432473309]|2700.4508415021605288|      0.01562500|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[0.0022794196588372, 0.0019210158028011, 0.0040909666495787, 0.0046486606125494, 0.0019253004153169, -0.0013049460657152, 0.00176866757987, 0.0040513209823634, 0.0025027349054693, 1.0032383432473309]|2700.4508415021605288|      0.00781250|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
