k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[86, 28, 2, 9]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.6325935891266804, -0.0716117851539787, 0.6614867723115913, -0.1073596422801395, 0.657666543053248, 0.0972548041533939, 1.409081026090046, 0.0041780470219257, 0.1134918136429372, 0.062255416566366, 1.2789849590016964, -0.0519610023052937, 0.1582044117249634, 0.11069009363208, 1.199545472617956, 0.080258116943153, 4.5268220976629205, 0.0316058994594533, 4.47326773349353, 0.1402157841980739, 0.0383683619342418, -0.0578630195214291, 0.2265166397252367, -0.0821826438540306, 0.7359092040531057, 0.0825998716520445, 0.2580233871049407, -0.021743058566617, -0.0075572761467509, 0.0693253384949233, 1.4488532552268836, -0.0351464868034945, 0.2015876077479832, 0.0367614151591787, -0.0236089248502818, 0.0992852135285858, 0.0607068672322876, 0.0496034313713355, 0.4649896164478113, 0.0173593760892821, 0.2042135797349937, 0.0271649530682832, 0.7577517140020149, 0.0392467206708598, 0.9498679468851879, -0.0273849575643152, 0.7957725268753568, 0.064947732361508, 0.2588281793974787, 0.0917287427934852, 0.6150393061814411, 0.01280633275149, 0.3227215092629319, -0.0262714352727939, 0.5064386421348326, 0.087155443136442, 0.1439344048139073, -0.0460160286487774, 0.2978122150656817, -0.086870698067041, 0.1737314954333228, -0.0627170018434605, 0.0046365834717766, 0.0065435613337819, 0.21795437183019, 0.0824311059459168]|286552.2500000000000000|      1.00000000|[111, 36, 2, 11]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[0.800778753643795, -0.073584097273902, 0.6145415121440836, -0.173524687672869, 0.637362904884004, 0.2631217643620012, 1.295301872740731, -0.1388097051854469, 0.1766027931291978, 0.0635459319860884, 1.3551130793783113, -0.0985319739802259, 0.3834609698755139, 0.2271588464903013, 1.286498882957844, 0.0625967819775561, 4.294123041406211, 0.2321491198105804, 4.224766053515181, 0.3002503737442441, 0.0933740470881513, -0.1060165260639437, 0.2662679271184289, 0.125801134523971, 0.6403336210803602, 0.1635178126821344, 0.3405735218417461, 0.0881618640846617, -0.0481895009587749, 0.2669192512649606, 1.4696542162974817, -0.2746518826381224, 0.2870471118311639, -0.1421818813071612, -0.0348728840087123, 0.1550229708716316, 0.1116740847277387, 0.042333099213473, 0.5292186105978913, -0.2852259431138887, -0.0144998932120177, 0.1617982569016628, 0.8573847318264352, 0.1081268795026218, 0.9020848673764077, 0.0154580837753712, 0.658090020717408, 0.0672000088367594, 0.2171896607665787, 0.1801740057540096, 0.6177440184978784, -0.1008802142782323, 0.191699592220482, 0.0068644747675727, 0.7072752006637403, 0.1699603449221705, 0.0745859631209557, 0.040463623821273, 0.4389267694839091, -0.0244955907667486, 0.2203530373596181, -0.1172041078615191, 0.0272832725908546, 0.1202489407719205, 0.1493681635603308, -0.1681234832167664]|62457.5312500000000000|      2.00000000|[135, 44, 2, 13]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.800778753643795, -0.073584097273902, 0.6145415121440836, -0.173524687672869, 0.637362904884004, 0.2631217643620012, 1.295301872740731, -0.1388097051854469, 0.1766027931291978, 0.0635459319860884, 1.3551130793783113, -0.0985319739802259, 0.3834609698755139, 0.2271588464903013, 1.286498882957844, 0.0625967819775561, 4.294123041406211, 0.2321491198105804, 4.224766053515181, 0.3002503737442441, 0.0933740470881513, -0.1060165260639437, 0.2662679271184289, 0.125801134523971, 0.6403336210803602, 0.1635178126821344, 0.3405735218417461, 0.0881618640846617, -0.0481895009587749, 0.2669192512649606, 1.4696542162974817, -0.2746518826381224, 0.2870471118311639, -0.1421818813071612, -0.0348728840087123, 0.1550229708716316, 0.1116740847277387, 0.042333099213473, 0.5292186105978913, -0.2852259431138887, -0.0144998932120177, 0.1617982569016628, 0.8573847318264352, 0.1081268795026218, 0.9020848673764077, 0.0154580837753712, 0.658090020717408, 0.0672000088367594, 0.2171896607665787, 0.1801740057540096, 0.6177440184978784, -0.1008802142782323, 0.191699592220482, 0.0068644747675727, 0.7072752006637403, 0.1699603449221705, 0.0745859631209557, 0.040463623821273, 0.4389267694839091, -0.0244955907667486, 0.2203530373596181, -0.1172041078615191, 0.0272832725908546, 0.1202489407719205, 0.1493681635603308, -0.1681234832167664]|62457.5312500000000000|      1.00000000|[222, 72, 6, 24]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.800778753643795, -0.073584097273902, 0.6145415121440836, -0.173524687672869, 0.637362904884004, 0.2631217643620012, 1.295301872740731, -0.1388097051854469, 0.1766027931291978, 0.0635459319860884, 1.3551130793783113, -0.0985319739802259, 0.3834609698755139, 0.2271588464903013, 1.286498882957844, 0.0625967819775561, 4.294123041406211, 0.2321491198105804, 4.224766053515181, 0.3002503737442441, 0.0933740470881513, -0.1060165260639437, 0.2662679271184289, 0.125801134523971, 0.6403336210803602, 0.1635178126821344, 0.3405735218417461, 0.0881618640846617, -0.0481895009587749, 0.2669192512649606, 1.4696542162974817, -0.2746518826381224, 0.2870471118311639, -0.1421818813071612, -0.0348728840087123, 0.1550229708716316, 0.1116740847277387, 0.042333099213473, 0.5292186105978913, -0.2852259431138887, -0.0144998932120177, 0.1617982569016628, 0.8573847318264352, 0.1081268795026218, 0.9020848673764077, 0.0154580837753712, 0.658090020717408, 0.0672000088367594, 0.2171896607665787, 0.1801740057540096, 0.6177440184978784, -0.1008802142782323, 0.191699592220482, 0.0068644747675727, 0.7072752006637403, 0.1699603449221705, 0.0745859631209557, 0.040463623821273, 0.4389267694839091, -0.0244955907667486, 0.2203530373596181, -0.1172041078615191, 0.0272832725908546, 0.1202489407719205, 0.1493681635603308, -0.1681234832167664]|62457.5312500000000000|      0.50000000|[308, 100, 7, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.7860799577817136, -0.2225659852179762, 0.6419839231160299, -0.1847551981201187, 0.6701436208024968, 0.3381876317584361, 1.2428882151839347, -0.1552787974061886, 0.1861222313169539, -0.0078381133847776, 1.4493736056965703, -0.1231488589381665, 0.4070649341523483, 0.4049591880056461, 1.2841221305861923, 0.2165059167235692, 4.309291967873469, 0.2234164656171868, 4.235124304483883, 0.2624859225139935, 0.1285511571249109, -0.1134554315155364, 0.2415538157985775, 0.0885763779565123, 0.6625645149635474, 0.1837578101278132, 0.3172310453760568, 0.0739490413819487, -0.0678214140702854, 0.2742289831207864, 1.566840527293651, -0.3245467949438927, 0.3039073591374705, -0.0723146460987942, -0.081651999602177, 0.1493807023379953, 0.0256287166428794, 0.1247536286242574, 0.588382199290563, -0.2521163634085893, -0.0770598746540227, 0.1741102625072529, 0.9850943632484153, 0.0552529831082949, 0.866445953177243, -0.0643355925057465, 0.6074898410346695, 0.0947799005492674, 0.1587485931619334, 0.0963671281389485, 0.5483882865514544, -0.063858467102809, 0.2161254099298726, 0.0109880475180272, 0.7579378390747963, 0.1296408369412398, 0.0057201518097952, -0.0243877492215154, 0.4135223528974761, -0.0337996766884762, 0.319207351198758, -0.0930131046379996, 0.0272939249611563, 0.2409938991531534, 0.1466813469579164, -0.0635831206836884]|46257.2627477781570633|      1.00000000|[370, 120, 10, 40]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       7|[0.7860799577817136, -0.2225659852179762, 0.6419839231160299, -0.1847551981201187, 0.6701436208024968, 0.3381876317584361, 1.2428882151839347, -0.1552787974061886, 0.1861222313169539, -0.0078381133847776, 1.4493736056965703, -0.1231488589381665, 0.4070649341523483, 0.4049591880056461, 1.2841221305861923, 0.2165059167235692, 4.309291967873469, 0.2234164656171868, 4.235124304483883, 0.2624859225139935, 0.1285511571249109, -0.1134554315155364, 0.2415538157985775, 0.0885763779565123, 0.6625645149635474, 0.1837578101278132, 0.3172310453760568, 0.0739490413819487, -0.0678214140702854, 0.2742289831207864, 1.566840527293651, -0.3245467949438927, 0.3039073591374705, -0.0723146460987942, -0.081651999602177, 0.1493807023379953, 0.0256287166428794, 0.1247536286242574, 0.588382199290563, -0.2521163634085893, -0.0770598746540227, 0.1741102625072529, 0.9850943632484153, 0.0552529831082949, 0.866445953177243, -0.0643355925057465, 0.6074898410346695, 0.0947799005492674, 0.1587485931619334, 0.0963671281389485, 0.5483882865514544, -0.063858467102809, 0.2161254099298726, 0.0109880475180272, 0.7579378390747963, 0.1296408369412398, 0.0057201518097952, -0.0243877492215154, 0.4135223528974761, -0.0337996766884762, 0.319207351198758, -0.0930131046379996, 0.0272939249611563, 0.2409938991531534, 0.1466813469579164, -0.0635831206836884]|46257.2627477781570633|      0.50000000|[455, 148, 11, 48]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.7407851376946164, -0.2939505275744704, 0.5768547733224365, -0.0156120141923781, 0.6705783540990988, 0.2836969631218544, 1.2363563034288199, -0.1609462086105252, 0.1403623936759595, 0.1087048999106679, 1.458880115546398, -0.2590771309103354, 0.4321149498048973, 0.3968495207761622, 1.312286596088682, 0.0966246992085137, 4.283781019648573, 0.3899043601627055, 4.298472037721584, 0.3108568915804504, 0.0792983293596862, -0.1607694894949205, 0.1861534776322414, 0.0242963659824677, 0.7519310268861452, 0.2283007386592288, 0.2816038980407602, -0.0610791940254622, -0.0358981717489115, 0.204682208906101, 1.571195482809651, -0.3007385365321489, 0.2650574922459494, -0.0143504450041426, -0.134751170943048, 0.0846922292092208, 0.0161228290395416, 0.1566736365715221, 0.5883105501441103, -0.2797172757829871, -0.1355502479199491, 0.1981102287444907, 0.9972924187930512, 0.0569775395001055, 0.8846476408216496, -0.0928916625026269, 0.5455114935072828, 0.0515591043002842, 0.0995350338855557, 0.0886917117116411, 0.5282920019150503, -0.0946308045105049, 0.1980839952307106, 0.0402726289284138, 0.7289412920463929, 0.0927530360372918, -0.0402821428235423, -0.0538844704854611, 0.4706719527565221, -0.1376860794721563, 0.3311806266459224, -0.1014288472292663, 0.0245249101877601, 0.2913818433380374, 0.0626044130098763, 0.0565436339923209]|37482.3850767209587502|      1.00000000|[480, 156, 12, 51]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       9|[0.7407851376946164, -0.2939505275744704, 0.5768547733224365, -0.0156120141923781, 0.6705783540990988, 0.2836969631218544, 1.2363563034288199, -0.1609462086105252, 0.1403623936759595, 0.1087048999106679, 1.458880115546398, -0.2590771309103354, 0.4321149498048973, 0.3968495207761622, 1.312286596088682, 0.0966246992085137, 4.283781019648573, 0.3899043601627055, 4.298472037721584, 0.3108568915804504, 0.0792983293596862, -0.1607694894949205, 0.1861534776322414, 0.0242963659824677, 0.7519310268861452, 0.2283007386592288, 0.2816038980407602, -0.0610791940254622, -0.0358981717489115, 0.204682208906101, 1.571195482809651, -0.3007385365321489, 0.2650574922459494, -0.0143504450041426, -0.134751170943048, 0.0846922292092208, 0.0161228290395416, 0.1566736365715221, 0.5883105501441103, -0.2797172757829871, -0.1355502479199491, 0.1981102287444907, 0.9972924187930512, 0.0569775395001055, 0.8846476408216496, -0.0928916625026269, 0.5455114935072828, 0.0515591043002842, 0.0995350338855557, 0.0886917117116411, 0.5282920019150503, -0.0946308045105049, 0.1980839952307106, 0.0402726289284138, 0.7289412920463929, 0.0927530360372918, -0.0402821428235423, -0.0538844704854611, 0.4706719527565221, -0.1376860794721563, 0.3311806266459224, -0.1014288472292663, 0.0245249101877601, 0.2913818433380374, 0.0626044130098763, 0.0565436339923209]|37482.3850767209587502|      0.50000000|[568, 184, 15, 61]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.758548108474163, -0.279586030338815, 0.4935631049865385, -0.0981780918601407, 0.6006425112796826, 0.426887205937162, 1.2767147526235447, -0.1590729819861632, 0.2698980089055473, 0.0954720563405123, 1.4674288130091853, -0.2270316062391429, 0.5107845586889651, 0.3499182776161955, 1.345772991924237, 0.078863470110153, 4.2842983544773, 0.347472597384833, 4.300289688552457, 0.3983595741641919, 0.1187286951472833, -0.1156940675007457, 0.2446852223003824, -0.0459363167199128, 0.6552988928446646, 0.2131786794888441, 0.1857293410965217, 0.008238115879376, -0.011841649317759, 0.2261474270588658, 1.4873183997836186, -0.4466471357345785, 0.282667980194813, 0.1050744235215736, -0.1358573912978596, 0.0650099774753883, -0.0300990226235786, 0.1101287150339126, 0.5511926443766475, -0.277571207321796, -0.2230384802618541, 0.1982926354184015, 0.897250343971757, 0.1628301801795028, 0.8986108291468197, -0.2176392399644742, 0.6135727344114128, 0.0550692442738673, 0.188213367693959, 0.0199724816897393, 0.5765406760559685, -0.0149944637210111, 0.2226612321707615, 0.0145435568652629, 0.7844905161141806, 0.084160402250758, 0.0083911812328581, -0.0471889986495786, 0.4434748344382737, -0.1629783762213264, 0.2836628051607677, -0.098601951817017, 0.0772865149928503, 0.2860346890861601, 0.0349551618450296, 0.0212230864282541]|33746.3046875000000000|      1.00000000|[592, 192, 15, 63]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
