k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8876620955948273, 0.9687947368034423, 0.9874220614973377, 0.9761403607242946, 0.9314983195628023, 0.9139174396397246, 0.7524807252728752, 1.0434574212700038, 1.2156369041971011, 0.8116134316952307, 0.8514178447879268, 0.8530570466123261, 1.7805291679697643, 1.159696401801753, 1.1021617003236042, 0.9795173409271766, 0.7250727453080362, 0.9700165914398865, 0.9852911355617675, 0.9560640636176343, 0.8181717225769094, 0.8939898687328498, 0.9128821488416761, 0.9866459551935743, 0.9079090762046369]|  5.4421215415210185|      2.00000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate success | actual_k=4
       2|[0.8876620955948273, 0.9687947368034423, 0.9874220614973377, 0.9761403607242946, 0.9314983195628023, 0.9139174396397246, 0.7524807252728752, 1.0434574212700038, 1.2156369041971011, 0.8116134316952307, 0.8514178447879268, 0.8530570466123261, 1.7805291679697643, 1.159696401801753, 1.1021617003236042, 0.9795173409271766, 0.7250727453080362, 0.9700165914398865, 0.9852911355617675, 0.9560640636176343, 0.8181717225769094, 0.8939898687328498, 0.9128821488416761, 0.9866459551935743, 0.9079090762046369]|  5.4421215415210185|      1.00000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[0.8876620955948273, 0.9687947368034423, 0.9874220614973377, 0.9761403607242946, 0.9314983195628023, 0.9139174396397246, 0.7524807252728752, 1.0434574212700038, 1.2156369041971011, 0.8116134316952307, 0.8514178447879268, 0.8530570466123261, 1.7805291679697643, 1.159696401801753, 1.1021617003236042, 0.9795173409271766, 0.7250727453080362, 0.9700165914398865, 0.9852911355617675, 0.9560640636176343, 0.8181717225769094, 0.8939898687328498, 0.9128821488416761, 0.9866459551935743, 0.9079090762046369]|  5.4421215415210185|      0.50000000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       4|[0.8876620955948273, 0.9687947368034423, 0.9874220614973377, 0.9761403607242946, 0.9314983195628023, 0.9139174396397246, 0.7524807252728752, 1.0434574212700038, 1.2156369041971011, 0.8116134316952307, 0.8514178447879268, 0.8530570466123261, 1.7805291679697643, 1.159696401801753, 1.1021617003236042, 0.9795173409271766, 0.7250727453080362, 0.9700165914398865, 0.9852911355617675, 0.9560640636176343, 0.8181717225769094, 0.8939898687328498, 0.9128821488416761, 0.9866459551935743, 0.9079090762046369]|  5.4421215415210185|      0.25000000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       5|[0.8958249242571852, 0.8926999425310659, 0.9741237193152278, 0.9330898154626582, 0.9480936598795152, 0.927956195176734, 0.7640599541443269, 0.9752445396704381, 1.2143435746554638, 0.8389133752681246, 0.8338832088463934, 0.8334584357969982, 1.807586147910903, 1.085504388648949, 1.0402049031481244, 1.016778656009344, 0.8426480979756773, 1.0039348108508253, 0.9433842159580492, 0.9365275201443378, 0.7354063639633581, 0.9599359338980886, 0.9035316389245774, 0.9102164033895939, 0.8608888531214638]|  4.4947733466272490|      0.50000000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       6|[0.8958249242571852, 0.8926999425310659, 0.9741237193152278, 0.9330898154626582, 0.9480936598795152, 0.927956195176734, 0.7640599541443269, 0.9752445396704381, 1.2143435746554638, 0.8389133752681246, 0.8338832088463934, 0.8334584357969982, 1.807586147910903, 1.085504388648949, 1.0402049031481244, 1.016778656009344, 0.8426480979756773, 1.0039348108508253, 0.9433842159580492, 0.9365275201443378, 0.7354063639633581, 0.9599359338980886, 0.9035316389245774, 0.9102164033895939, 0.8608888531214638]|  4.4947733466272490|      0.25000000|[150, 48, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       7|[0.8958249242571852, 0.8926999425310659, 0.9741237193152278, 0.9330898154626582, 0.9480936598795152, 0.927956195176734, 0.7640599541443269, 0.9752445396704381, 1.2143435746554638, 0.8389133752681246, 0.8338832088463934, 0.8334584357969982, 1.807586147910903, 1.085504388648949, 1.0402049031481244, 1.016778656009344, 0.8426480979756773, 1.0039348108508253, 0.9433842159580492, 0.9365275201443378, 0.7354063639633581, 0.9599359338980886, 0.9035316389245774, 0.9102164033895939, 0.8608888531214638]|  4.4947733466272490|      0.12500000|[175, 56, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       8|[0.889711342890586, 0.8752919989951591, 0.9728538829938098, 0.9336551186706553, 0.9463353318493628, 0.9039429831765458, 0.7734050721709463, 0.9374565896989281, 1.172045159531537, 0.8595911167836519, 0.8785964322509746, 0.7968255735056058, 1.8467821143998566, 1.053534510902387, 1.0419799760964141, 1.019752967578323, 0.8373463350611736, 0.9846512703855066, 0.9460038995298782, 0.9627784516014783, 0.7279385832140958, 0.948987917823475, 0.9242938997700343, 0.8937725009606124, 0.805334618474826]|  3.8672131114766461|      0.25000000|[200, 64, 8, 24]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       9|[0.889711342890586, 0.8752919989951591, 0.9728538829938098, 0.9336551186706553, 0.9463353318493628, 0.9039429831765458, 0.7734050721709463, 0.9374565896989281, 1.172045159531537, 0.8595911167836519, 0.8785964322509746, 0.7968255735056058, 1.8467821143998566, 1.053534510902387, 1.0419799760964141, 1.019752967578323, 0.8373463350611736, 0.9846512703855066, 0.9460038995298782, 0.9627784516014783, 0.7279385832140958, 0.948987917823475, 0.9242938997700343, 0.8937725009606124, 0.805334618474826]|  3.8672131114766461|      0.12500000|[225, 72, 9, 27]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
      10|[0.9019749907406384, 0.8755851244463896, 0.9523585419809235, 0.9130851628987512, 0.9107472123917107, 0.850951321655386, 0.8164448391504969, 0.9295069959101436, 1.1359737068108133, 0.8489612128472288, 0.8840470111771453, 0.7957416155503774, 1.867310014543613, 1.0145176670279226, 1.0440590895542423, 1.0305391253521152, 0.881041987133286, 0.9579465429580757, 0.9355566703800463, 0.9611360622058992, 0.7267835255118157, 0.945316374884943, 0.9253208505618613, 0.8705542695915108, 0.7624110109932348]|  3.4916259560872458|      0.25000000|[250, 80, 10, 30]                                                          |  | used linear model with 33 points | iterate success | actual_k=4
      11|[0.9019749907406384, 0.8755851244463896, 0.9523585419809235, 0.9130851628987512, 0.9107472123917107, 0.850951321655386, 0.8164448391504969, 0.9295069959101436, 1.1359737068108133, 0.8489612128472288, 0.8840470111771453, 0.7957416155503774, 1.867310014543613, 1.0145176670279226, 1.0440590895542423, 1.0305391253521152, 0.881041987133286, 0.9579465429580757, 0.9355566703800463, 0.9611360622058992, 0.7267835255118157, 0.945316374884943, 0.9253208505618613, 0.8705542695915108, 0.7624110109932348]|  3.4916259560872458|      0.12500000|[275, 88, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      12|[0.8949024104128184, 0.8640573105282147, 0.9200301815804338, 0.8809695411199681, 0.8948617750410823, 0.8366000029482993, 0.8340574467405868, 0.9397446709311071, 1.137498828837217, 0.8199937999409115, 0.8999642342824776, 0.7686238028283331, 1.8617461236917707, 0.9872932829366197, 1.046615791981499, 1.0190352769921265, 0.8723436013129056, 0.9083949878944032, 0.914629548620255, 0.9855535288816067, 0.7937216064800293, 0.95268688257606, 0.9187765612514649, 0.8921401013513941, 0.7286163646967743]|  3.2520612074960713|      0.25000000|[300, 96, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=4
      13|[0.8949024104128184, 0.8640573105282147, 0.9200301815804338, 0.8809695411199681, 0.8948617750410823, 0.8366000029482993, 0.8340574467405868, 0.9397446709311071, 1.137498828837217, 0.8199937999409115, 0.8999642342824776, 0.7686238028283331, 1.8617461236917707, 0.9872932829366197, 1.046615791981499, 1.0190352769921265, 0.8723436013129056, 0.9083949878944032, 0.914629548620255, 0.9855535288816067, 0.7937216064800293, 0.95268688257606, 0.9187765612514649, 0.8921401013513941, 0.7286163646967743]|  3.2520612074960713|      0.12500000|[325, 104, 13, 39]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
