k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.06250000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.03125000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.01562500|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00781250|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00390625|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00195312|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00097656|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00048828|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00024414|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00012207|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00006104|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00003052|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00001526|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[1.1670642e-09, 1.52587890128e-05, 0.9999999999957044, 0.0500000003923335, 15.159499999997527, 8.000000000006626, 13072.90000000001]| 27.8990447437713627|      0.00003052|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      18|[1.1670642e-09, 1.52587890128e-05, 0.9999999999957044, 0.0500000003923335, 15.159499999997527, 8.000000000006626, 13072.90000000001]| 27.8990447437713627|      0.00001526|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[1.1670642e-09, 1.52587890128e-05, 0.9999999999957044, 0.0500000003923335, 15.159499999997527, 8.000000000006626, 13072.90000000001]| 27.8990447437713627|      0.00000763|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[1.1670642e-09, 1.52587890128e-05, 0.9999999999957044, 0.0500000003923335, 15.159499999997527, 8.000000000006626, 13072.90000000001]| 27.8990447437713627|      0.00000381|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[1.1670642e-09, 1.52587890128e-05, 0.9999999999957044, 0.0500000003923335, 15.159499999997527, 8.000000000006626, 13072.90000000001]| 27.8990447437713627|      0.00000191|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[1.3384725e-09, 1.71661375246e-05, 0.9999999999844609, 0.0500000010489463, 15.159499999996845, 8.000000000028637, 13072.900000000036]| 27.8920854473034758|      0.00000381|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[1.3384725e-09, 1.71661375246e-05, 0.9999999999844609, 0.0500000010489463, 15.159499999996845, 8.000000000028637, 13072.900000000036]| 27.8920854473034758|      0.00000191|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[1.3384725e-09, 1.71661375246e-05, 0.9999999999844609, 0.0500000010489463, 15.159499999996845, 8.000000000028637, 13072.900000000036]| 27.8920854473034758|      0.00000095|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[1.2866256e-09, 1.6212463314e-05, 0.9999999999460217, 0.0500000014889645, 15.15949999996447, 8.000000000083679, 13072.900000000043]| 27.8859362813286964|      0.00000191|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      26|[1.2866256e-09, 1.6212463314e-05, 0.9999999999460217, 0.0500000014889645, 15.15949999996447, 8.000000000083679, 13072.900000000043]| 27.8859362813286964|      0.00000095|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[1.2866256e-09, 1.6212463314e-05, 0.9999999999460217, 0.0500000014889645, 15.15949999996447, 8.000000000083679, 13072.900000000043]| 27.8859362813286964|      0.00000048|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[1.2866256e-09, 1.6212463314e-05, 0.9999999999460217, 0.0500000014889645, 15.15949999996447, 8.000000000083679, 13072.900000000043]| 27.8859362813286964|      0.00000024|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      29|[1.3818111e-09, 1.6450881125e-05, 1.0000000001025378, 0.0500000020136363, 15.1594999999334, 8.00000000028688, 13072.89999999992]| 27.8856681654845211|      0.00000048|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      30|[1.3818111e-09, 1.6450881125e-05, 1.0000000001025378, 0.0500000020136363, 15.1594999999334, 8.00000000028688, 13072.89999999992]| 27.8856681654845211|      0.00000024|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
