k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0]                                                                    | 17.1523467319888496|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      1.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      0.25000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      0.12500000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      0.06250000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[9.294775358809026, 9.376499783117014]                                          | 14.1988075038882151|      0.12500000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[9.369604883229224, 9.276372153188772]                                          | 14.1894559860229492|      0.25000000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[9.369604883229224, 9.276372153188772]                                          | 14.1894559860229492|      0.12500000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
