k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[43, 6, 0, 3]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[100.06114964337792, 0.0231652052822836, 0.251787217868981, 0.9474551543598775, 99.98921272438093, 0.0545681859873159, 0.2116608188673665, 0.7859501104338144, 99.99766253777914, 0.0358164903365849, 0.2809399724739186, 0.691704982964681, 100.09492026438542, 0.1084629098979186, 0.2806176369928067, 0.6157849806698077, 99.95920030122365, 0.2705277966997653, 0.4884085155955332, 0.3004469258830306, 100.0266567368628, 0.5489732995690076, 0.6379883749362123, 0.0126594717933413, 300.05568281010375, 299.975882141101, 300.09237394246543, 299.94032269839715, 300.0670571789321]|445.7346496582031250|      0.50000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[100.06114964337792, 0.0231652052822836, 0.251787217868981, 0.9474551543598775, 99.98921272438093, 0.0545681859873159, 0.2116608188673665, 0.7859501104338144, 99.99766253777914, 0.0358164903365849, 0.2809399724739186, 0.691704982964681, 100.09492026438542, 0.1084629098979186, 0.2806176369928067, 0.6157849806698077, 99.95920030122365, 0.2705277966997653, 0.4884085155955332, 0.3004469258830306, 100.0266567368628, 0.5489732995690076, 0.6379883749362123, 0.0126594717933413, 300.05568281010375, 299.975882141101, 300.09237394246543, 299.94032269839715, 300.0670571789321]|445.7346496582031250|      0.25000000|[155, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[100.1055644779316, 0.0349316231283686, 0.3602517072270021, 1.041415001719614, 99.94304172192966, 0.0501610290686985, 0.1973487794178178, 0.7204842176328217, 99.94783031421704, 0.027184059422145, 0.3152790118428526, 0.7010330434987586, 100.06691872403569, 0.1614948529344555, 0.2748401931718416, 0.5860284977712308, 99.97158144005007, 0.23934926441982, 0.5201505378227594, 0.2757982631401344, 100.03503975968864, 0.6276551658668201, 0.5725030376536543, 0.0136513006863005, 300.03066193299725, 299.9994248154446, 300.1436123824915, 299.9096175020436, 299.98474434633243]|295.8518371582031250|      0.50000000|[183, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[100.1055644779316, 0.0349316231283686, 0.3602517072270021, 1.041415001719614, 99.94304172192966, 0.0501610290686985, 0.1973487794178178, 0.7204842176328217, 99.94783031421704, 0.027184059422145, 0.3152790118428526, 0.7010330434987586, 100.06691872403569, 0.1614948529344555, 0.2748401931718416, 0.5860284977712308, 99.97158144005007, 0.23934926441982, 0.5201505378227594, 0.2757982631401344, 100.03503975968864, 0.6276551658668201, 0.5725030376536543, 0.0136513006863005, 300.03066193299725, 299.9994248154446, 300.1436123824915, 299.9096175020436, 299.98474434633243]|295.8518371582031250|      0.25000000|[225, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[100.1055644779316, 0.0349316231283686, 0.3602517072270021, 1.041415001719614, 99.94304172192966, 0.0501610290686985, 0.1973487794178178, 0.7204842176328217, 99.94783031421704, 0.027184059422145, 0.3152790118428526, 0.7010330434987586, 100.06691872403569, 0.1614948529344555, 0.2748401931718416, 0.5860284977712308, 99.97158144005007, 0.23934926441982, 0.5201505378227594, 0.2757982631401344, 100.03503975968864, 0.6276551658668201, 0.5725030376536543, 0.0136513006863005, 300.03066193299725, 299.9994248154446, 300.1436123824915, 299.9096175020436, 299.98474434633243]|295.8518371582031250|      0.12500000|[267, 38, 0, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[100.11668421252556, 0.0305871567857214, 0.3428562333413814, 1.0725859875676396, 99.97277709504829, 0.0853823619727741, 0.2270441493216842, 0.7472790397575597, 99.9720082553867, 0.0664920796846137, 0.3045918846398109, 0.6969624168389681, 100.06982968543721, 0.1670769345453196, 0.2766291658799315, 0.5399294855765396, 99.9663458596966, 0.2154874226905525, 0.5244726513665439, 0.2471986757966265, 100.04316771703948, 0.6227289123492481, 0.5744262332610937, 0.0029635584737683, 300.0545022277314, 300.0575760621249, 300.13866423965055, 299.8887205366928, 299.98315282786825]|232.1885833740234375|      0.25000000|[295, 42, 0, 21]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[100.11668421252556, 0.0305871567857214, 0.3428562333413814, 1.0725859875676396, 99.97277709504829, 0.0853823619727741, 0.2270441493216842, 0.7472790397575597, 99.9720082553867, 0.0664920796846137, 0.3045918846398109, 0.6969624168389681, 100.06982968543721, 0.1670769345453196, 0.2766291658799315, 0.5399294855765396, 99.9663458596966, 0.2154874226905525, 0.5244726513665439, 0.2471986757966265, 100.04316771703948, 0.6227289123492481, 0.5744262332610937, 0.0029635584737683, 300.0545022277314, 300.0575760621249, 300.13866423965055, 299.8887205366928, 299.98315282786825]|232.1885833740234375|      0.12500000|[337, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[100.11390213815093, 0.0752947757126813, 0.3468368575746513, 1.0925645505988595, 99.96568640549334, 0.1188168739525175, 0.2164082511547894, 0.7110584707446648, 99.97551604377082, 0.1236636547289844, 0.3099677769088166, 0.6911113083298832, 100.06972870747448, 0.1719296224649928, 0.3004748713745415, 0.5288433458900749, 99.97320262144584, 0.1973278100529232, 0.4899772622715335, 0.2603234746416135, 100.02167680556236, 0.6533310987523914, 0.5805141439833326, -0.0031283728747208, 300.0857781733969, 300.0358938578003, 300.09729244266515, 299.8924677225717, 299.9960260501762]|181.8745727539062500|      0.25000000|[365, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
