k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 0.0]                                                                 |629.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9375288516841307, 2.787653344001458, 0.6129433622378314]                     |188.4659423828125000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.9375288516841307, 2.787653344001458, 0.6129433622378314]                     |188.4659423828125000|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9375288516841307, 2.787653344001458, 0.6129433622378314]                     |188.4659423828125000|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.9375288516841307, 2.787653344001458, 0.6129433622378314]                     |188.4659423828125000|      0.25000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.7491894873186393, 2.635814424707342, 0.6759768963129372]                     |142.3241119384765625|      0.50000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.7491894873186393, 2.635814424707342, 0.6759768963129372]                     |142.3241119384765625|      0.25000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.7491894873186393, 2.635814424707342, 0.6759768963129372]                     |142.3241119384765625|      0.12500000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.6958767711154002, 2.6007281205714143, 0.7834557572722629]                    |134.6314086914062500|      0.25000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.6958767711154002, 2.6007281205714143, 0.7834557572722629]                    |134.6314086914062500|      0.12500000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.6675889736153705, 2.4885345111085755, 0.8307568619982342]                    |118.1210327148437500|      0.25000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.6675889736153705, 2.4885345111085755, 0.8307568619982342]                    |118.1210327148437500|      0.12500000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.6479955823974896, 2.365883477931354, 0.8166919026615305]                     | 92.2739715576171875|      0.25000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.6479955823974896, 2.365883477931354, 0.8166919026615305]                     | 92.2739715576171875|      0.12500000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.6479955823974896, 2.365883477931354, 0.8166919026615305]                     | 92.2739715576171875|      0.06250000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.6416734121478905, 2.3083989492641668, 0.8403944157613361]                    | 85.2478332519531250|      0.12500000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
