k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[85, 28, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=4
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[170, 56, 2, 16]                                                           |  | used linear model with 113 points | iterate failure | actual_k=4
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[255, 84, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=4
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[340, 112, 4, 32]                                                          |  | used linear model with 113 points | iterate failure | actual_k=4
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[425, 140, 5, 40]                                                          |  | used linear model with 113 points | iterate failure | actual_k=4
       6|[4.065669690132385, 0.046549625055138, 4.065158719076113, 0.1626438721765563, 0.0181254046826147, 0.1633607157308544, 1.1612903296891204, 0.0203306109908636, 1.1616991326464887, 0.2655639549355155, 0.0199806686967102, 0.2655602869757487, 0.3088416092069296, 0.0209211709779804, 0.3132043847905314, 0.076834672275583, 0.0198870599525328, 0.0752253377148375, 0.2279292711581279, 0.0174942715764559, 0.2322044764427617, 1.3652516648994844, 0.018677771857178, 1.3690800281677808, 0.2525051493413122, 0.0199466149719729, 0.2514218379923343, 1.1574123720307805, 0.0220812143355633, 1.164029856800529, 0.0444434067168058, 0.0218430770528444, 0.0431275530737173, 0.1222001255183421, 0.018774167491301, 0.1253991676721401, 0.2935614425036102, 0.0188108187706721, 0.2978530833285305, 0.0907220296800812, 0.0241888850342023, 0.0912734772324919, 0.106919061226967, 0.0220368135046259, 0.1061039493323374, 0.5388388704492306, 0.0191389181445402, 0.5357883525460405, 0.0049104878012719, 0.0228775203590912, 0.0028448601883398, 0.0862917166090013, 0.0209633370972173, 0.0862830529808705, 0.1016073581181153, 0.0216606518456492, 0.1017134168526213, 0.0256758849617551, 0.0180400524457324, 0.0250522349676349, 0.0938698710006287, 0.021007549278539, 0.0927072309250465, 0.2722480037693945, 0.0203149242772375, 0.2730628102404082, 0.3929450164011024, 0.0193438263760731, 0.3936024250645727, 0.1302869492806956, 0.021414778448726, 0.1317400517908873, 0.0422401606657493, 0.0198537212043064, 0.0416432450482397, 0.2966525937290453, 0.0219623746943714, 0.2934504381795582, 0.088050870489134, 0.0200546611741746, 0.0908557659527797, 0.2772025712403578, 0.0198800934065434, 0.2742204874763149, 0.0571252737117705, 0.0199772527922935, 0.0571934857903144, 0.1458140297387216, 0.0218603911003803, 0.1484880768454151, 0.1711777350415642, 0.0191213102236831, 0.1689932684755829, 0.1372044616646312, 0.0216284413949595, 0.1399204312997399, 0.3795966900707486, 0.0204503410508653, 0.3815983842571322]|64292.0889197547076037|      0.06250000|[510, 168, 6, 48]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       7|[4.066596814633339, 0.0960979787922205, 4.0678413415140735, 0.1655543527314401, 0.0175896097864184, 0.1668284669402643, 1.1625303960423834, 0.0277680692153408, 1.1619791324325095, 0.2714550579833062, 0.0176037906298872, 0.2626951643539872, 0.3041407661223414, 0.0191568203754983, 0.3097518836689399, 0.0788860258273584, 0.0211976696544169, 0.0770320080162374, 0.2289138085521413, 0.0191586790173169, 0.231119269162541, 1.3670155441158072, 0.0163408358977219, 1.3638188559673896, 0.2512673413828599, 0.0207292276700337, 0.2461124308606424, 1.1578698263305434, 0.0188851666923184, 1.1609007964306708, 0.0480618417042414, 0.0140478891573781, 0.0383842862824682, 0.1205739538144169, 0.0160777287537919, 0.1343456727569399, 0.2889121227058833, 0.0163676961373396, 0.3034767051171097, 0.0915038052129301, 0.0205862281286959, 0.0961680571785678, 0.1099462749724982, 0.0194943318644767, 0.1003493732537225, 0.5315354783698086, 0.0198823026642678, 0.5371063663774677, 0.0114598022826155, 0.02317903583986, 0.0036465211277495, 0.0908193196791403, 0.0204571150084453, 0.0817594497842601, 0.1023138964996015, 0.0157520128871716, 0.1043861484008459, 0.0286495976786757, 0.0197255679925501, 0.0278000226250835, 0.0954216221745859, 0.0212134191584336, 0.0864501591431135, 0.2780291797052301, 0.025235544350181, 0.2742467416555691, 0.3940680533459957, 0.0194809024770698, 0.3952176538983565, 0.1332849994263529, 0.0195789733711363, 0.1384349785957984, 0.0364244931091519, 0.0183159967179959, 0.0469486865961077, 0.3005906309939402, 0.0204502586446711, 0.293620707383807, 0.0874606695354274, 0.02487301414947, 0.0927792690283748, 0.2708348276310739, 0.0219075748767114, 0.2717648960754995, 0.061249323112514, 0.0160025937795293, 0.0643490938807639, 0.1498808705315984, 0.0286710853027917, 0.1494780340458868, 0.1714066672253547, 0.0137035123647747, 0.1597440278181215, 0.1380848706218011, 0.0230705293784835, 0.1393442557927505, 0.3832496325342919, 0.0260669938977054, 0.3781346522577778]|30803.2181187573405623|      0.12500000|[595, 196, 7, 56]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       8|[4.058933936177205, 0.193276393320291, 4.065560263704167, 0.1718449997978015, 0.0027915000656418, 0.163428430760704, 1.1592909237921614, 0.04003990189898, 1.1681611247018726, 0.2607067861869571, 0.0167162129983538, 0.2665542203592982, 0.305547860642255, 0.0105868837909893, 0.3195473751719266, 0.0719659880503013, 0.0200460953424659, 0.081080707184824, 0.2469533992117621, 0.0121438565690863, 0.2284183988776125, 1.371180413931658, 0.0129232059763318, 1.3527997759776074, 0.247844606856587, 0.0200468231341035, 0.2486712623224842, 1.1577066354455505, 0.0152498082308638, 1.1593671448513552, 0.0394296849007562, 0.0158626289420447, 0.0252043105886378, 0.12650113268273, 0.0241092249511238, 0.1325941741674327, 0.2927709519955518, 0.0112604284047709, 0.3127123603321549, 0.0984768965503029, 0.0242849800676104, 0.1059661717975146, 0.122849844133475, 0.012678631827725, 0.0884154836908372, 0.51892405053154, 0.0039836126067974, 0.5225692219893514, 0.0098283588681833, 0.0188131071549324, 0.0070391222897622, 0.1009125055657971, 0.0289571163850284, 0.0771364103374421, 0.0945128630883112, 0.0162244246793619, 0.1067207643433139, 0.0290584675269977, 0.0179571398156721, 0.0305581634734833, 0.1073869206216052, 0.0107572484125959, 0.0939390026744441, 0.2718882066571333, 0.0220349866398739, 0.2709219736640715, 0.3989113029978743, 0.0203727360697787, 0.394793667085688, 0.1295968375474265, 0.036081068087984, 0.147834292289802, 0.0378497907144401, 0.0156273525180266, 0.0445786579321969, 0.3016498852212623, 0.0239058128462551, 0.2990470282710303, 0.0821083621419721, 0.0262459448582599, 0.0974645584979265, 0.2668254600761161, 0.0222694546525781, 0.259219798888529, 0.0502126382407451, 0.0268979123454461, 0.075099730340078, 0.1628906517998275, 0.0345352797995681, 0.1517592168100808, 0.1734124028135773, 0.0007323852617334, 0.1582422225690356, 0.1368629108879479, 0.0228660457818118, 0.1167552579391034, 0.3930775914057567, 0.0126706143597217, 0.3927146538488929]|14922.8185270045833022|      0.25000000|[680, 224, 8, 64]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       9|[4.052392336196961, 0.402026155481048, 4.0651392342745405, 0.1775655182156854, 0.0086112316339217, 0.163711783410967, 1.1658518050322841, 0.0441953846587059, 1.1542877929486723, 0.2525989233784474, 0.0198553620676506, 0.2624517161804719, 0.2996435109342128, 0.0360344616063036, 0.3283450290457593, 0.0790231133178354, 0.0097547736335012, 0.0850359459175464, 0.2440958779517938, 0.0083451667336307, 0.2395641897647306, 1.3680830805457214, -0.0071906805875276, 1.3529178954928618, 0.2390275409787674, 0.0393210940775165, 0.2733872679052472, 1.1765059490673249, 0.0084876946631367, 1.137658763090925, 0.0279618606880664, 0.0139617360113146, 0.029603003707242, 0.1228208073389061, 0.027070931818602, 0.1440305353578935, 0.2889316107166425, 0.0271100427341918, 0.3262887799558914, 0.1010441282036329, 0.0078096287433155, 0.1030944037536882, 0.1236822503809055, 0.0042895236229448, 0.1024428657714926, 0.5083110943216413, -0.0165814868131124, 0.5256343602097945, 0.0111076373582738, 0.0116842772347815, -0.0156794274469416, 0.0980663881400218, 0.03052842308615, 0.0724633646348922, 0.1049088536208332, 0.0239736562336975, 0.095270687427766, 0.0501161320456404, 0.0347910736668581, 0.0517161878170791, 0.1174874834603031, 0.02949756014342, 0.0986464505086503, 0.2709201340792041, 0.0179907155905039, 0.256478040790885, 0.4266886472654333, 0.042933519302118, 0.4084122293402337, 0.1459231963423022, 0.0434606997850288, 0.1591081862715045, 0.0576151683854863, -0.0156873306399817, 0.0403428007601735, 0.293819866927382, 0.0092274352729205, 0.3150887307996892, 0.0939529682564409, 0.0327731441430148, 0.1047138859281538, 0.2561202581939192, 0.0520107574790122, 0.2354299171923275, 0.0372417603428745, 0.0187696119762225, 0.0408903979984848, 0.1776169232213976, 0.0172013393741433, 0.1403024904256492, 0.196030051171701, -0.0214966982640622, 0.1389229099198281, 0.1480608861480637, 0.0016324726201643, 0.1401668218064421, 0.3837164816122496, 0.01981509266252, 0.4016535734476916]|6822.8138962915700176|      0.50000000|[765, 252, 9, 72]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
      10|[4.008885419155594, 0.8298019930621432, 4.0702482651387575, 0.17405315090255, 0.0642314887664451, 0.1251955207457446, 1.1764603300546626, 0.0257910821774222, 1.1259494913871926, 0.2597003419051577, 0.0200017536600515, 0.262660363003849, 0.242379581560165, 0.0135759377908519, 0.2661457891076446, 0.0955848521399897, -0.0274573598239283, 0.1218198056519948, 0.2681755244991458, -0.0112142539576772, 0.2658110318609887, 1.4063382279808496, -0.0496781693393296, 1.3493747124836535, 0.253344758014838, 0.0658838328065354, 0.2915649350771177, 1.1866621160854893, 0.0201629296195866, 1.1847003513900167, 0.0050030327087475, 0.0629829619082262, 0.0161839998326944, 0.0881207380099353, -0.0096926057756969, 0.1210609396954219, 0.2599601834316222, 0.0660739967108437, 0.3308327122899452, 0.0972754137460373, -0.0248304384337887, 0.0893976792512096, 0.0839384819292715, 0.0193673665750704, 0.0868386081779203, 0.5484169035704684, -0.0130133613090006, 0.4834338633111604, 0.0228249464885429, 0.0363475410644357, 0.0126892152290867, 0.0846102300557647, 0.0100172834614334, 0.1121496869287091, 0.1015862960007152, 0.0466663735004954, 0.1266855833390378, 0.0648745523785914, 0.0447143861518701, 0.0463036764369431, 0.1052888532663258, 0.0315053014292007, 0.0993745498518545, 0.2519704263820337, 0.0231344121615464, 0.2406296419289233, 0.4345993323399719, 0.0004823585729295, 0.4379784446930982, 0.1847262030887633, 0.0496751344133814, 0.162925998648235, 0.0826198317323275, 0.0308385850379848, 0.0088022653513865, 0.238767824223881, 0.0260765518453633, 0.3115147595666113, 0.0660892378203432, 0.039060428034481, 0.0699802352688796, 0.2517758770152392, 0.0734578261531347, 0.2408845567061408, 0.0249211714275927, 0.0031651740765008, 0.0423111866524883, 0.173224836865348, 0.033941471128618, 0.115287910193117, 0.1835888110941524, -0.0497568565078636, 0.1210248877877491, 0.1606943674563462, -0.0100346921808919, 0.1347247120394852, 0.4199640048496128, 0.0135742965794487, 0.4063525804993938]|2916.9204044344878639|      1.00000000|[850, 280, 10, 80]                                                         |  | used linear model with 113 points | iterate success | actual_k=4
      11|[3.739913442056621, 1.549324015574085, 4.113053950306988, 0.1903678560009052, 0.0288877782872161, 0.1095998233653199, 1.079304309369574, 0.0264687098587421, 1.2151778386569363, 0.3037968862859485, -0.0577384513995256, 0.167485217035664, 0.2500501107270466, 0.075381542004609, 0.3460995882818826, 0.0870054067237949, -0.2242619222428947, 0.0808540731832227, 0.1897699729303464, -0.0582262740771375, 0.4053203399220439, 1.4763403714038854, 0.0692813601260586, 1.306126813000554, 0.2600818362116638, 0.0752681033909956, 0.2912818403589499, 1.1055856622391762, -0.0786922837745795, 1.1842854106400682, -0.0398349203180863, 0.1197027456938207, 0.0138570747954421, 0.2122135802458404, 0.0151940519206931, 0.1679193502566003, 0.295400627886602, 0.0780468516968606, 0.3447210203186716, 0.1174708518559876, 0.0341490025542501, 0.0029676918320352, 0.1091282984197679, 0.1671989508046953, 0.0887903182680285, 0.6074303801245794, 0.0632242655284643, 0.4911275130538735, 0.0506242418366542, 0.0163550234946326, -0.0507750445158982, 0.1683366748162608, -0.0118680753630309, 0.1285623733277077, -0.0025679866870321, -0.0616258894887686, 0.1467539409537281, 0.0458966647473752, 0.1592358849035223, 0.0634926932799329, 0.2245680439943217, 0.0691908314703567, 0.0864865003852377, 0.1865600457192381, -0.0731744205397158, 0.2940819655736149, 0.386017082435622, -0.0035492536183981, 0.3933009933362264, 0.2282158768812012, 0.0860835959760765, 0.055778747847661, 0.0640313314792383, 0.0170621528222788, -0.0353078625626392, 0.3454688649053124, -0.0248704129760756, 0.362154233581196, 0.0081379978546399, -0.0169143596143864, 0.0415101829864223, 0.2321124131001817, 0.1189627182445584, 0.2317593805881209, 0.1409210577355809, -0.0649655002508502, 0.1468380705340217, 0.2152243510362852, 0.0673846815768658, 0.1364814791117586, 0.1350092464399022, -0.144638756405128, 0.089926873971749, 0.2182069908749973, -0.0357165018991235, 0.1775535259063517, 0.3439636386892387, -0.0225680440547849, 0.3907329421601423]|1163.3878100453530351|      2.00000000|[935, 308, 11, 88]                                                         |  | used linear model with 113 points | iterate success | actual_k=4
