k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.1315780153098925, 0.1625822073216683, 0.4353248418645099, 0.3681729125301906, 0.4294767559052487, 0.695334237931126, 0.7046815674268505, 0.7834099601944133, 1.0325333956562324, 0.9059119078753688]| 32.4385425478643086|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[0.1315780153098925, 0.1625822073216683, 0.4353248418645099, 0.3681729125301906, 0.4294767559052487, 0.695334237931126, 0.7046815674268505, 0.7834099601944133, 1.0325333956562324, 0.9059119078753688]| 32.4385425478643086|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[0.1315780153098925, 0.1625822073216683, 0.4353248418645099, 0.3681729125301906, 0.4294767559052487, 0.695334237931126, 0.7046815674268505, 0.7834099601944133, 1.0325333956562324, 0.9059119078753688]| 32.4385425478643086|      0.12500000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.1888692662750891, 0.1674880141793933, 0.3736474887156535, 0.4188736676022788, 0.3874157011805217, 0.7123863591572535, 0.7450661640473262, 0.7829720239534497, 0.9858065512694336, 0.897571009600955]| 19.3683889440678492|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[0.1888692662750891, 0.1674880141793933, 0.3736474887156535, 0.4188736676022788, 0.3874157011805217, 0.7123863591572535, 0.7450661640473262, 0.7829720239534497, 0.9858065512694336, 0.897571009600955]| 19.3683889440678492|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.1606802935474736, 0.1467782481988124, 0.3342745248948801, 0.352481382290376, 0.339510444765232, 0.7812049239506174, 0.7722221668584943, 0.7942169482522674, 1.005180754910817, 0.9107299058420959]|  5.7937919197342298|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[0.1606802935474736, 0.1467782481988124, 0.3342745248948801, 0.352481382290376, 0.339510444765232, 0.7812049239506174, 0.7722221668584943, 0.7942169482522674, 1.005180754910817, 0.9107299058420959]|  5.7937919197342298|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.1606802935474736, 0.1467782481988124, 0.3342745248948801, 0.352481382290376, 0.339510444765232, 0.7812049239506174, 0.7722221668584943, 0.7942169482522674, 1.005180754910817, 0.9107299058420959]|  5.7937919197342298|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.1606802935474736, 0.1467782481988124, 0.3342745248948801, 0.352481382290376, 0.339510444765232, 0.7812049239506174, 0.7722221668584943, 0.7942169482522674, 1.005180754910817, 0.9107299058420959]|  5.7937919197342298|      0.03125000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
