k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[1.0447342446317625, 2.0144374966149106, 1.1375776958945307, 0.8539268258064505, 1.026826703366273, 1.1389450949425386]|  0.6448706283778530|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[1.0447342446317625, 2.0144374966149106, 1.1375776958945307, 0.8539268258064505, 1.026826703366273, 1.1389450949425386]|  0.6448706283778530|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[1.0447342446317625, 2.0144374966149106, 1.1375776958945307, 0.8539268258064505, 1.026826703366273, 1.1389450949425386]|  0.6448706283778530|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[1.1074758097140864, 1.9981885604013243, 1.079274930127285, 0.8784306348627912, 1.0893805534565446, 1.0796843594809262]|  0.4675957131791852|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       7|[1.2011307831199747, 1.9434846901694627, 1.080518947018061, 0.8234503377888821, 1.3076553000075255, 1.071438941860017]|  0.4203853289707127|      0.50000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[1.2011307831199747, 1.9434846901694627, 1.080518947018061, 0.8234503377888821, 1.3076553000075255, 1.071438941860017]|  0.4203853289707127|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[1.2011307831199747, 1.9434846901694627, 1.080518947018061, 0.8234503377888821, 1.3076553000075255, 1.071438941860017]|  0.4203853289707127|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[1.185738511982591, 1.9575166218382374, 1.1582903397338233, 0.7639186543861856, 1.2953538378553617, 1.1452457576569794]|  0.3344745204678612|      0.25000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[1.185738511982591, 1.9575166218382374, 1.1582903397338233, 0.7639186543861856, 1.2953538378553617, 1.1452457576569794]|  0.3344745204678612|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[1.185738511982591, 1.9575166218382374, 1.1582903397338233, 0.7639186543861856, 1.2953538378553617, 1.1452457576569794]|  0.3344745204678612|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[1.2207934486897822, 1.94913486333708, 1.1299502591727089, 0.7764626548603798, 1.3267530698699508, 1.1195412123065938]|  0.3224277474150557|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[1.2207934486897822, 1.94913486333708, 1.1299502591727089, 0.7764626548603798, 1.3267530698699508, 1.1195412123065938]|  0.3224277474150557|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[1.2258721311572767, 1.9543107075051167, 1.1662636924812153, 0.7421814884594533, 1.328869761768641, 1.15635592985935]|  0.3177055194571278|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[1.2258721311572767, 1.9543107075051167, 1.1662636924812153, 0.7421814884594533, 1.328869761768641, 1.15635592985935]|  0.3177055194571278|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[1.2651416283088837, 1.9442544943738367, 1.1484325921500134, 0.7628816580272336, 1.3567726769321788, 1.1291895657828241]|  0.3090226120861139|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[1.2651416283088837, 1.9442544943738367, 1.1484325921500134, 0.7628816580272336, 1.3567726769321788, 1.1291895657828241]|  0.3090226120861139|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[1.2651416283088837, 1.9442544943738367, 1.1484325921500134, 0.7628816580272336, 1.3567726769321788, 1.1291895657828241]|  0.3090226120861139|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
