k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=8
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[114, 16, 2, 4]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[171, 24, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       4|[119.99676892045423, -0.0115617903258162, 0.8625480377951046, 110.00906061464497, 0.1945640196934446, 0.841038726952816, 100.00328418662788, 0.2669020025073338, 0.7071227670130271, 87.9928151389294, 0.3302901555819767, 0.7106346600836504, 86.00049260642474, 0.3598715672508746, 0.6465926612410922, 84.01011349885185, 0.458582020238799, 0.5253190730340137, 80.00539271459007, 0.6619632771193507, 0.3507480912797747, 75.9991876051185, 0.8784704419031716, 0.1320606948481319, 886.3741222248642, 910.0045504005557, 922.5070522180762, 926.4583449622668, 935.5605769660883, 952.8329553078795, 975.7373847648053]|2459.0358178327373935|      0.25000000|[228, 32, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       5|[119.99676892045423, -0.0115617903258162, 0.8625480377951046, 110.00906061464497, 0.1945640196934446, 0.841038726952816, 100.00328418662788, 0.2669020025073338, 0.7071227670130271, 87.9928151389294, 0.3302901555819767, 0.7106346600836504, 86.00049260642474, 0.3598715672508746, 0.6465926612410922, 84.01011349885185, 0.458582020238799, 0.5253190730340137, 80.00539271459007, 0.6619632771193507, 0.3507480912797747, 75.9991876051185, 0.8784704419031716, 0.1320606948481319, 886.3741222248642, 910.0045504005557, 922.5070522180762, 926.4583449622668, 935.5605769660883, 952.8329553078795, 975.7373847648053]|2459.0358178327373935|      0.12500000|[285, 40, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       6|[120.00828848844812, 0.0267988631262049, 0.8911381790053599, 110.01392194230718, 0.1007491052865093, 0.8135987935724697, 100.00863623589085, 0.2690785758705405, 0.7204605900014227, 87.99428164918876, 0.3337101105052748, 0.7122924541204946, 86.00325638142647, 0.3900656663228317, 0.656210892467244, 84.01358097632492, 0.4535553081613765, 0.5319784304301225, 79.99476510044614, 0.6316016160389715, 0.3418206592015402, 76.00222504169214, 0.877331048781, 0.1251554224146193, 886.3912130372587, 910.0092538306092, 922.5324273290485, 926.4539485647558, 935.5570300677057, 952.8214538703265, 975.7343501474279]|1811.8626371626853597|      0.25000000|[342, 48, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       7|[120.00828848844812, 0.0267988631262049, 0.8911381790053599, 110.01392194230718, 0.1007491052865093, 0.8135987935724697, 100.00863623589085, 0.2690785758705405, 0.7204605900014227, 87.99428164918876, 0.3337101105052748, 0.7122924541204946, 86.00325638142647, 0.3900656663228317, 0.656210892467244, 84.01358097632492, 0.4535553081613765, 0.5319784304301225, 79.99476510044614, 0.6316016160389715, 0.3418206592015402, 76.00222504169214, 0.877331048781, 0.1251554224146193, 886.3912130372587, 910.0092538306092, 922.5324273290485, 926.4539485647558, 935.5570300677057, 952.8214538703265, 975.7343501474279]|1811.8626371626853597|      0.12500000|[399, 56, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       8|[120.00828848844812, 0.0267988631262049, 0.8911381790053599, 110.01392194230718, 0.1007491052865093, 0.8135987935724697, 100.00863623589085, 0.2690785758705405, 0.7204605900014227, 87.99428164918876, 0.3337101105052748, 0.7122924541204946, 86.00325638142647, 0.3900656663228317, 0.656210892467244, 84.01358097632492, 0.4535553081613765, 0.5319784304301225, 79.99476510044614, 0.6316016160389715, 0.3418206592015402, 76.00222504169214, 0.877331048781, 0.1251554224146193, 886.3912130372587, 910.0092538306092, 922.5324273290485, 926.4539485647558, 935.5570300677057, 952.8214538703265, 975.7343501474279]|1811.8626371626853597|      0.06250000|[456, 64, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       9|[120.00779385075501, -0.0188050460535284, 0.8747309178283559, 110.01485931813687, 0.1227465594549792, 0.8291562716998471, 100.00684086064247, 0.2490339556777849, 0.7069373647165003, 87.99396628259302, 0.3455354213839663, 0.7154173630485249, 86.00367702890648, 0.3893669122389107, 0.6519934813464179, 84.013553348514, 0.4570949933933351, 0.5317542490502698, 79.99901094813303, 0.6329760413085045, 0.3444139654023352, 75.9984150919528, 0.8801051988322056, 0.1249859622471201, 886.3897536369004, 910.008109455725, 922.5339303838196, 926.4527413096181, 935.5555160228249, 952.8203463398809, 975.7328977439308]|678.0574498923821238|      0.12500000|[513, 72, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
      10|[120.00779385075501, -0.0188050460535284, 0.8747309178283559, 110.01485931813687, 0.1227465594549792, 0.8291562716998471, 100.00684086064247, 0.2490339556777849, 0.7069373647165003, 87.99396628259302, 0.3455354213839663, 0.7154173630485249, 86.00367702890648, 0.3893669122389107, 0.6519934813464179, 84.013553348514, 0.4570949933933351, 0.5317542490502698, 79.99901094813303, 0.6329760413085045, 0.3444139654023352, 75.9984150919528, 0.8801051988322056, 0.1249859622471201, 886.3897536369004, 910.008109455725, 922.5339303838196, 926.4527413096181, 935.5555160228249, 952.8203463398809, 975.7328977439308]|678.0574498923821238|      0.06250000|[570, 80, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      11|[120.01810972478326, -0.0093126877332538, 0.8888682643861828, 110.01369623127368, 0.0805857393146514, 0.8126576054000968, 100.01201109293373, 0.2270820931775294, 0.707574436913836, 87.99306463608083, 0.3628321090966671, 0.7231306816916283, 86.01217684989855, 0.3976515349779538, 0.6602323879422005, 84.0175519822745, 0.4604132191801089, 0.5340976503237281, 79.99937551580385, 0.6276215462014468, 0.346885975555393, 75.99841686664779, 0.8835501421834947, 0.1203522988976912, 886.3797839969911, 910.0081877347026, 922.5358729035581, 926.4494921138634, 935.5514282861354, 952.8314148056705, 975.727624404899]|532.3787871920975476|      0.12500000|[627, 88, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=8
