k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       3|[0.9381486374438165, 0.9374897470342372, 1.0005882562116328, 0.9819123767081943, 1.0077178906122415, 1.015270256787602, 0.8891109865682453, 0.9414621847495471, 0.992232701406437, 0.9833078655171997, 1.0004892903130584, 0.8442992286958838, 1.0654441594276998, 1.0046872730004202, 1.0232743995023372, 1.0308620805595448, 0.9816395830028583, 1.0547504300278443, 0.9610271349253307, 0.9478950330583307, 0.9904321779497536, 1.0195576524187064]|  1.4732412099838257|      0.50000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[0.9207958384117937, 0.8634163656803728, 0.9727428715118008, 0.8491432863200933, 0.8349208179604122, 0.9269099591340365, 0.8435359250581871, 0.861710132456393, 0.85486690508828, 0.8667573408578543, 0.9838932054116435, 0.4798268907587633, 1.0570329613837905, 1.0203078440904787, 1.0638965323860756, 1.0351370778479376, 0.9399617178308702, 1.0433287048070965, 1.0044466904171008, 0.9222932989902387, 0.9596070627996485, 0.9371277376805792]|  1.3350998163223267|      1.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.9207958384117937, 0.8634163656803728, 0.9727428715118008, 0.8491432863200933, 0.8349208179604122, 0.9269099591340365, 0.8435359250581871, 0.861710132456393, 0.85486690508828, 0.8667573408578543, 0.9838932054116435, 0.4798268907587633, 1.0570329613837905, 1.0203078440904787, 1.0638965323860756, 1.0351370778479376, 0.9399617178308702, 1.0433287048070965, 1.0044466904171008, 0.9222932989902387, 0.9596070627996485, 0.9371277376805792]|  1.3350998163223267|      0.50000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.9207958384117937, 0.8634163656803728, 0.9727428715118008, 0.8491432863200933, 0.8349208179604122, 0.9269099591340365, 0.8435359250581871, 0.861710132456393, 0.85486690508828, 0.8667573408578543, 0.9838932054116435, 0.4798268907587633, 1.0570329613837905, 1.0203078440904787, 1.0638965323860756, 1.0351370778479376, 0.9399617178308702, 1.0433287048070965, 1.0044466904171008, 0.9222932989902387, 0.9596070627996485, 0.9371277376805792]|  1.3350998163223267|      0.25000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.8502155439914734, 0.7840595965586534, 0.9311436502292266, 0.8095470865815039, 0.812104113403611, 0.9008806672135112, 0.7581977721300285, 0.7889363615510543, 0.8251307368589811, 0.7991467982383104, 0.9650627946768123, 0.3396830723184561, 1.0508415313818362, 1.0065455144697402, 1.0756748146081145, 1.0344968620967978, 0.9217268424133278, 0.9827628668007314, 0.9902142281495154, 0.9334845342927549, 1.019834605119015, 0.9178208697648426]|  1.2705738544464111|      0.50000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[0.7809625788584225, 0.7926975911448852, 0.8455616238079777, 0.7328311693526691, 0.7519625055852474, 0.8211185261020404, 0.5890483877356938, 0.6870171718294081, 0.7135078991459687, 0.6819906524730813, 1.0233337149662356, -0.0042030743373633, 0.9687029891457523, 1.0129964000268992, 1.0432443963085842, 0.9563778967444109, 0.8467745923622148, 1.0301309323704366, 0.9304087217746487, 0.8962797930919099, 0.9789688267513162, 0.9994799855726846]|  1.1489747762680054|      1.00000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[0.7809625788584225, 0.7926975911448852, 0.8455616238079777, 0.7328311693526691, 0.7519625055852474, 0.8211185261020404, 0.5890483877356938, 0.6870171718294081, 0.7135078991459687, 0.6819906524730813, 1.0233337149662356, -0.0042030743373633, 0.9687029891457523, 1.0129964000268992, 1.0432443963085842, 0.9563778967444109, 0.8467745923622148, 1.0301309323704366, 0.9304087217746487, 0.8962797930919099, 0.9789688267513162, 0.9994799855726846]|  1.1489747762680054|      0.50000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.7809625788584225, 0.7926975911448852, 0.8455616238079777, 0.7328311693526691, 0.7519625055852474, 0.8211185261020404, 0.5890483877356938, 0.6870171718294081, 0.7135078991459687, 0.6819906524730813, 1.0233337149662356, -0.0042030743373633, 0.9687029891457523, 1.0129964000268992, 1.0432443963085842, 0.9563778967444109, 0.8467745923622148, 1.0301309323704366, 0.9304087217746487, 0.8962797930919099, 0.9789688267513162, 0.9994799855726846]|  1.1489747762680054|      0.25000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.7442155982665188, 0.7294265990397849, 0.7520435537488321, 0.7034622095550329, 0.6852488880949049, 0.7574950054003655, 0.5338449802057453, 0.649074082163394, 0.6647958253055444, 0.6392101128241252, 1.0036187295724521, -0.1581579898858535, 0.9754898977764692, 1.0222058998100698, 1.0361931495400918, 0.9356061303445893, 0.8101554527036076, 0.970445261879069, 0.9279395038100235, 0.9184946131827334, 0.9635743688631099, 0.9968922575609452]|  1.0882562398910522|      0.50000000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[0.7442155982665188, 0.7294265990397849, 0.7520435537488321, 0.7034622095550329, 0.6852488880949049, 0.7574950054003655, 0.5338449802057453, 0.649074082163394, 0.6647958253055444, 0.6392101128241252, 1.0036187295724521, -0.1581579898858535, 0.9754898977764692, 1.0222058998100698, 1.0361931495400918, 0.9356061303445893, 0.8101554527036076, 0.970445261879069, 0.9279395038100235, 0.9184946131827334, 0.9635743688631099, 0.9968922575609452]|  1.0882562398910522|      0.25000000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.7037847321888513, 0.699892001513632, 0.6843352755243759, 0.6541671722800924, 0.613522971009516, 0.6928806890558246, 0.5083636547316935, 0.5614465481129467, 0.6144060616248974, 0.5800143116482296, 1.0205094502792769, -0.3079588671194275, 0.9497640548794968, 1.0495943701941748, 0.9926405913379293, 0.9064152520447576, 0.7830789434101022, 0.9719440319307838, 0.9075249185800025, 0.9502116595944021, 0.9530495531957079, 0.9853809986978291]|  1.0310974121093750|      0.50000000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      14|[0.7037847321888513, 0.699892001513632, 0.6843352755243759, 0.6541671722800924, 0.613522971009516, 0.6928806890558246, 0.5083636547316935, 0.5614465481129467, 0.6144060616248974, 0.5800143116482296, 1.0205094502792769, -0.3079588671194275, 0.9497640548794968, 1.0495943701941748, 0.9926405913379293, 0.9064152520447576, 0.7830789434101022, 0.9719440319307838, 0.9075249185800025, 0.9502116595944021, 0.9530495531957079, 0.9853809986978291]|  1.0310974121093750|      0.25000000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.6651113073713535, 0.7157261736618489, 0.5275931592138763, 0.6300227242984882, 0.5655208099918222, 0.6404316973657809, 0.4285442597589373, 0.5620508631995828, 0.5592024906723084, 0.6210391490680085, 0.9807070602825135, -0.4019693936798078, 0.9616476246371499, 1.0599393183735994, 1.061744099651874, 0.9037195822209909, 0.7788402920368155, 0.9767422565738156, 0.8499505441113984, 0.9616398899104299, 0.9711781973172021, 0.9987026028721772]|  0.9949316978454590|      0.50000000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[0.6651113073713535, 0.7157261736618489, 0.5275931592138763, 0.6300227242984882, 0.5655208099918222, 0.6404316973657809, 0.4285442597589373, 0.5620508631995828, 0.5592024906723084, 0.6210391490680085, 0.9807070602825135, -0.4019693936798078, 0.9616476246371499, 1.0599393183735994, 1.061744099651874, 0.9037195822209909, 0.7788402920368155, 0.9767422565738156, 0.8499505441113984, 0.9616398899104299, 0.9711781973172021, 0.9987026028721772]|  0.9949316978454590|      0.25000000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      17|[0.5773033771614235, 0.6288987393129534, 0.451647380157379, 0.5904290951385828, 0.5070656006043899, 0.6154285227068275, 0.4319757664045932, 0.4978391706664725, 0.4966690112890859, 0.5803571018559276, 0.9760372839607693, -0.5327236128666322, 0.9793064655419256, 1.0365014806888173, 1.0302678853611829, 0.9193464131656899, 0.8023927054803732, 0.9229084846408236, 0.8128452248190197, 0.9384958431616157, 0.9836946529567266, 1.0366011693569877]|  0.9451864361763000|      0.50000000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[0.5773033771614235, 0.6288987393129534, 0.451647380157379, 0.5904290951385828, 0.5070656006043899, 0.6154285227068275, 0.4319757664045932, 0.4978391706664725, 0.4966690112890859, 0.5803571018559276, 0.9760372839607693, -0.5327236128666322, 0.9793064655419256, 1.0365014806888173, 1.0302678853611829, 0.9193464131656899, 0.8023927054803732, 0.9229084846408236, 0.8128452248190197, 0.9384958431616157, 0.9836946529567266, 1.0366011693569877]|  0.9451864361763000|      0.25000000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
