k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.06250000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-3.9997443128449874, -0.0520043495483231, 3.9971909091683764, 0.0645117837969288, -1.9956004590225278, -0.0822252504824816]|  0.9479329586029053|      0.12500000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-3.9997443128449874, -0.0520043495483231, 3.9971909091683764, 0.0645117837969288, -1.9956004590225278, -0.0822252504824816]|  0.9479329586029053|      0.06250000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-3.9997443128449874, -0.0520043495483231, 3.9971909091683764, 0.0645117837969288, -1.9956004590225278, -0.0822252504824816]|  0.9479329586029053|      0.03125000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-3.9997443128449874, -0.0520043495483231, 3.9971909091683764, 0.0645117837969288, -1.9956004590225278, -0.0822252504824816]|  0.9479329586029053|      0.01562500|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-3.9987524586339656, -0.0487377042317039, 3.9974419857280563, 0.04998237497809, -1.9936762308517595, -0.0780280532649879]|  0.7250819206237793|      0.03125000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[-3.9883826607024337, -0.0746728266458574, 3.9960227429464057, 0.0440615433217015, -1.9992296861825585, -0.066692805030638]|  0.6067404747009277|      0.06250000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[-3.9883826607024337, -0.0746728266458574, 3.9960227429464057, 0.0440615433217015, -1.9992296861825585, -0.066692805030638]|  0.6067404747009277|      0.03125000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-3.9926545362908903, -0.08873444481797, 4.0003043585613485, 0.0220997769541126, -1.987959472043599, -0.0551639138288891]|  0.4316742718219757|      0.06250000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[-3.9926545362908903, -0.08873444481797, 4.0003043585613485, 0.0220997769541126, -1.987959472043599, -0.0551639138288891]|  0.4316742718219757|      0.03125000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-3.9926545362908903, -0.08873444481797, 4.0003043585613485, 0.0220997769541126, -1.987959472043599, -0.0551639138288891]|  0.4316742718219757|      0.01562500|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-3.9926545362908903, -0.08873444481797, 4.0003043585613485, 0.0220997769541126, -1.987959472043599, -0.0551639138288891]|  0.4316742718219757|      0.00781250|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
