k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.01562500|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.00781250|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.6864389374548977, 0.0203608639265036, 0.6651428358244491, 0.0204725003457565, 0.6185755029273958, 0.0196379473918745, 1.326827582562482, 0.0205227262193978, 0.0034512525172419, 0.0203948435557284, 1.2506658447959298, 0.0203822348520577, 0.2284695783417424, 0.0196152262149748, 1.2295816543850864, 0.0209049108796621, 4.59252663145038, 0.0248595026115652, 4.454433696790248, 0.0249734158836099, 0.0816472503963337, 0.0203846972790979, 0.245099711636238, 0.0204304475085423, 0.715971291160327, 0.0200190212150584, 0.2056823692074239, 0.0199109115934045, -0.064157597683567, 0.019558381385573, 1.4007974428131689, 0.0202999671498011, 0.2421586324828528, 0.0196464699287869, 0.0620189466807964, 0.0195265574234947, 0.0224964111588196, 0.0196530138270416, 0.4249253662339837, 0.0200084170618926, 0.265814357796398, 0.0203016000864411, 0.8359796461178512, 0.020746248289899, 1.0281787035734353, 0.0204782927828983, 0.7994946447179717, 0.0201112935887028, 0.2461787786078357, 0.0204506143203975, 0.505003529808768, 0.0203197614990964, 0.2743787897134503, 0.0195534819500877, 0.3857409653965183, 0.0206366369182266, 0.1667461510765572, 0.0200375208132198, 0.2956500938821113, 0.0198494153542194, 0.1860890895950591, 0.0199754720384267, 0.0060476194295283, 0.0198974734501621, 0.1624726387679361, 0.0201384300225763]|427397.1250000000000000|      0.01562500|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[0.6868589278270608, 0.022081101314932, 0.6668751456713115, 0.0224002351262426, 0.6170828068774491, 0.0203074636228605, 1.326673408330759, 0.0243675392901617, 0.0052813837611433, 0.0197353741198966, 1.250711556289021, 0.0216002998572792, 0.2299925183924227, 0.0166816435232336, 1.2294686310616982, 0.0205139566234598, 4.593686260866175, 0.0338101582485557, 4.454876567835082, 0.0315614501867668, 0.0837633133977368, 0.0193518970478087, 0.2455739779487614, 0.0223174801129318, 0.7149439598350704, 0.0213547848549971, 0.2025917373860598, 0.0218520276984492, -0.0652471203800407, 0.0176972196609661, 1.4016101964923031, 0.0221705671634335, 0.2417450117723541, 0.0218311330967851, 0.0633741160014786, 0.0212311295831467, 0.0229771660229511, 0.0196283705535843, 0.4259967833312275, 0.0185592911968179, 0.2649231399823186, 0.0206025116532857, 0.8354739437546601, 0.02267607629608, 1.0262861207416112, 0.021631281066923, 0.8003016478864724, 0.0186314213976958, 0.2460614171146334, 0.0204317835280274, 0.50531366066906, 0.0209272492165799, 0.2731336615577411, 0.0198304744995343, 0.385353710541267, 0.0218176402697651, 0.1669764192628308, 0.0219381366308722, 0.2942298952734017, 0.0187894901535151, 0.1852809147414538, 0.020944293676114, 0.0063173583810324, 0.0216261971694112, 0.1620817150995197, 0.0199362878657177]|366595.9375000000000000|      0.03125000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[0.6868589278270608, 0.022081101314932, 0.6668751456713115, 0.0224002351262426, 0.6170828068774491, 0.0203074636228605, 1.326673408330759, 0.0243675392901617, 0.0052813837611433, 0.0197353741198966, 1.250711556289021, 0.0216002998572792, 0.2299925183924227, 0.0166816435232336, 1.2294686310616982, 0.0205139566234598, 4.593686260866175, 0.0338101582485557, 4.454876567835082, 0.0315614501867668, 0.0837633133977368, 0.0193518970478087, 0.2455739779487614, 0.0223174801129318, 0.7149439598350704, 0.0213547848549971, 0.2025917373860598, 0.0218520276984492, -0.0652471203800407, 0.0176972196609661, 1.4016101964923031, 0.0221705671634335, 0.2417450117723541, 0.0218311330967851, 0.0633741160014786, 0.0212311295831467, 0.0229771660229511, 0.0196283705535843, 0.4259967833312275, 0.0185592911968179, 0.2649231399823186, 0.0206025116532857, 0.8354739437546601, 0.02267607629608, 1.0262861207416112, 0.021631281066923, 0.8003016478864724, 0.0186314213976958, 0.2460614171146334, 0.0204317835280274, 0.50531366066906, 0.0209272492165799, 0.2731336615577411, 0.0198304744995343, 0.385353710541267, 0.0218176402697651, 0.1669764192628308, 0.0219381366308722, 0.2942298952734017, 0.0187894901535151, 0.1852809147414538, 0.020944293676114, 0.0063173583810324, 0.0216261971694112, 0.1620817150995197, 0.0199362878657177]|366595.9375000000000000|      0.01562500|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
