k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.5000000001599458, 0.1000126469694196]                                        |  0.1928014355924743|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.5000000001599458, 0.1000126469694196]                                        |  0.1928014355924743|      0.50000000|[12, 3, 2, 5]                                                              |  | used linear model with 5 points | actual_k=1
       4|[0.5000000001599458, 0.1000126469694196]                                        |  0.1928014355924743|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.2500969333687204, 0.0930515257709133]                                        |  0.0130450129086913|      0.50000000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       6|[0.2500969333687204, 0.0930515257709133]                                        |  0.0130450129086913|      0.25000000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.2500969333687204, 0.0930515257709133]                                        |  0.0130450129086913|      0.12500000|[27, 7, 5, 12]                                                             |  | used linear model with 5 points | actual_k=1
       8|[0.1276963775666813, 0.0676920317035642]                                        |  0.0010101210803559|      0.25000000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.1276963775666813, 0.0676920317035642]                                        |  0.0010101210803559|      0.12500000|[34, 9, 6, 15]                                                             |  | used linear model with 5 points | actual_k=1
      10|[0.1276963775666813, 0.0676920317035642]                                        |  0.0010101210803559|      0.06250000|[37, 10, 6, 16]                                                            |  | used linear model with 5 points | actual_k=1
      11|[0.0651986726025617, 0.0671564253015612]                                        |  0.0001535722223885|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      12|[0.0651986726025617, 0.0671564253015612]                                        |  0.0001535722223885|      0.06250000|[44, 12, 7, 19]                                                            |  | used linear model with 5 points | actual_k=1
      13|[0.0651986726025617, 0.0671564253015612]                                        |  0.0001535722223885|      0.03125000|[47, 13, 7, 20]                                                            |  | used linear model with 5 points | actual_k=1
