k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00001526|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000763|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000381|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000191|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-1.356200377e-07, -1.7533171839e-06, 0.9999999358450864, 0.0500006274827005, 3527.309999849419, 29.421899911708493, 26185.900000342266]|448.9322562233621170|      0.00000381|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-4.354490845e-07, -4.411591224e-07, 1.0000006969986757, 0.0500040389559257, 3527.3099998216376, 29.421900134110484, 26185.900001029666]|448.9065568838268518|      0.00000763|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[-4.354490845e-07, -4.411591224e-07, 1.0000006969986757, 0.0500040389559257, 3527.3099998216376, 29.421900134110484, 26185.900001029666]|448.9065568838268518|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[-4.354490845e-07, -4.411591224e-07, 1.0000006969986757, 0.0500040389559257, 3527.3099998216376, 29.421900134110484, 26185.900001029666]|448.9065568838268518|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-3.887117017e-07, -2.2121729054e-06, 1.000000961722952, 0.0500045754399765, 3527.3099995731454, 29.421899906661924, 26185.900001196787]|448.8878339181819683|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[-3.887117017e-07, -2.2121729054e-06, 1.000000961722952, 0.0500045754399765, 3527.3099995731454, 29.421899906661924, 26185.900001196787]|448.8878339181819683|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[-3.887117017e-07, -2.2121729054e-06, 1.000000961722952, 0.0500045754399765, 3527.3099995731454, 29.421899906661924, 26185.900001196787]|448.8878339181819683|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-2.779023807e-07, -1.3734605387e-06, 1.000000813583245, 0.0500049732270698, 3527.3099996004817, 29.421899892928913, 26185.90000130931]|448.8752195290686018|      0.00000191|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[2.730010281e-07, -1.3795158603e-06, 1.0000010993355264, 0.05000594961406, 3527.3099987650285, 29.421899071984523, 26185.900000346228]|448.8624937610060783|      0.00000381|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-8.62127972e-08, -2.340256593e-06, 0.9999991342840986, 0.0500081795425426, 3527.3099995992334, 29.421897587785192, 26185.900001675553]|448.8441380255269451|      0.00000763|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[-8.62127972e-08, -2.340256593e-06, 0.9999991342840986, 0.0500081795425426, 3527.3099995992334, 29.421897587785192, 26185.900001675553]|448.8441380255269451|      0.00000381|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[-8.62127972e-08, -2.340256593e-06, 0.9999991342840986, 0.0500081795425426, 3527.3099995992334, 29.421897587785192, 26185.900001675553]|448.8441380255269451|      0.00000191|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[7.95230755e-08, -7.995686246e-07, 0.9999995418375585, 0.050009211300998, 3527.3099995332236, 29.421897608882396, 26185.900001712474]|448.8281318583900656|      0.00000381|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[6.583237739e-07, -2.3174899428e-06, 1.0000001252149617, 0.050011206566909, 3527.310001779077, 29.4218978534107, 26185.900000135214]|448.8043275778918542|      0.00000763|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[3.1957682328e-06, -2.7271775951e-06, 1.0000047493361113, 0.0500147327315201, 3527.3100028705135, 29.421899558146052, 26185.90000383488]|448.7723658721846505|      0.00001526|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[3.1957682328e-06, -2.7271775951e-06, 1.0000047493361113, 0.0500147327315201, 3527.3100028705135, 29.421899558146052, 26185.90000383488]|448.7723658721846505|      0.00000763|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
