k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 1.0, 0.1]                                                               |19915.8527280256748782|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[99.83242416036227, 1.0188845510052804, -0.8856783003105201]                    |18223.1953125000000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[99.83242416036227, 1.0188845510052804, -0.8856783003105201]                    |18223.1953125000000000|      1.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[99.83242416036227, 1.0188845510052804, -0.8856783003105201]                    |18223.1953125000000000|      0.50000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[99.4994547421025, 0.9466098754202292, -0.5197442382544802]                     |18216.5546875000000000|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[100.2171877754555, 0.3952730035792272, -0.0944361774532753]                    |17630.1308593750000000|      2.00000000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[100.2171877754555, 0.3952730035792272, -0.0944361774532753]                    |17630.1308593750000000|      1.00000000|[30, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[100.2171877754555, 0.3952730035792272, -0.0944361774532753]                    |17630.1308593750000000|      0.50000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[100.2171877754555, 0.3952730035792272, -0.0944361774532753]                    |17630.1308593750000000|      0.25000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[100.2171877754555, 0.3952730035792272, -0.0944361774532753]                    |17630.1308593750000000|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[100.21470047543578, 0.3553524564641142, 0.0239917046380715]                    |7105.7875976562500000|      0.25000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[100.21470047543578, 0.3553524564641142, 0.0239917046380715]                    |7105.7875976562500000|      0.12500000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[100.21470047543578, 0.3553524564641142, 0.0239917046380715]                    |7105.7875976562500000|      0.06250000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[100.24085794228418, 0.4085441585707891, 0.0041755557925081]                    |3962.7351074218750000|      0.12500000|[61, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[100.24085794228418, 0.4085441585707891, 0.0041755557925081]                    |3962.7351074218750000|      0.06250000|[66, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[100.24085794228418, 0.4085441585707891, 0.0041755557925081]                    |3962.7351074218750000|      0.03125000|[71, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
