k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[46, 3, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[92, 6, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       3|[119.94831686393763, -0.0567671493075276, 0.8583337012145149, 110.04941590507191, 0.157383833447432, 0.7824090514929929, 100.01650286751675, 0.2877334491968085, 0.67898135448776, 88.03122979920377, 0.349022236360402, 0.6802370593950955, 86.0449797054237, 0.3628625059323445, 0.5930669179670396, 84.01810668091497, 0.5048106380704436, 0.571727410555612, 80.05876396686303, 0.6577096159925607, 0.2965382592889324, 75.99990060593205, 0.8939569849816889, 0.1297871006178855, 886.3590373456102, 910.0172796764326, 922.4979699201942, 926.4431081007243, 935.6048021469059, 952.741230752404, 975.6904698824294]|1962.2744660067041877|      0.50000000|[138, 9, 3, 12]                                                            |  | used linear model with 49 points | iterate success | actual_k=1
       4|[119.94831686393763, -0.0567671493075276, 0.8583337012145149, 110.04941590507191, 0.157383833447432, 0.7824090514929929, 100.01650286751675, 0.2877334491968085, 0.67898135448776, 88.03122979920377, 0.349022236360402, 0.6802370593950955, 86.0449797054237, 0.3628625059323445, 0.5930669179670396, 84.01810668091497, 0.5048106380704436, 0.571727410555612, 80.05876396686303, 0.6577096159925607, 0.2965382592889324, 75.99990060593205, 0.8939569849816889, 0.1297871006178855, 886.3590373456102, 910.0172796764326, 922.4979699201942, 926.4431081007243, 935.6048021469059, 952.741230752404, 975.6904698824294]|1962.2744660067041877|      0.25000000|[184, 12, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       5|[119.94831686393763, -0.0567671493075276, 0.8583337012145149, 110.04941590507191, 0.157383833447432, 0.7824090514929929, 100.01650286751675, 0.2877334491968085, 0.67898135448776, 88.03122979920377, 0.349022236360402, 0.6802370593950955, 86.0449797054237, 0.3628625059323445, 0.5930669179670396, 84.01810668091497, 0.5048106380704436, 0.571727410555612, 80.05876396686303, 0.6577096159925607, 0.2965382592889324, 75.99990060593205, 0.8939569849816889, 0.1297871006178855, 886.3590373456102, 910.0172796764326, 922.4979699201942, 926.4431081007243, 935.6048021469059, 952.741230752404, 975.6904698824294]|1962.2744660067041877|      0.12500000|[230, 15, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       6|[119.94831686393763, -0.0567671493075276, 0.8583337012145149, 110.04941590507191, 0.157383833447432, 0.7824090514929929, 100.01650286751675, 0.2877334491968085, 0.67898135448776, 88.03122979920377, 0.349022236360402, 0.6802370593950955, 86.0449797054237, 0.3628625059323445, 0.5930669179670396, 84.01810668091497, 0.5048106380704436, 0.571727410555612, 80.05876396686303, 0.6577096159925607, 0.2965382592889324, 75.99990060593205, 0.8939569849816889, 0.1297871006178855, 886.3590373456102, 910.0172796764326, 922.4979699201942, 926.4431081007243, 935.6048021469059, 952.741230752404, 975.6904698824294]|1962.2744660067041877|      0.06250000|[276, 18, 6, 24]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       7|[119.95343474500845, -0.0165305108788299, 0.8783362265275271, 110.04167527281389, 0.1329302831644718, 0.7696917747248865, 100.01858115672685, 0.2911011194727168, 0.6703622469095154, 88.02930441826076, 0.3631661873243323, 0.6822479626016048, 86.04824720465692, 0.3681979808833853, 0.595535891171643, 84.00841316559824, 0.4958109763614516, 0.5756559131500049, 80.04710099759802, 0.6607607268939443, 0.3033145236379187, 76.00248417320321, 0.8933228853953509, 0.1208707235310567, 886.3504431709057, 910.0145393717114, 922.4867518732755, 926.4459857375887, 935.6015754332177, 952.7425848618155, 975.6920170050977]|911.0169019699793580|      0.12500000|[322, 21, 7, 28]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
       8|[119.97310757233836, -0.046235294834118, 0.8511147761363187, 110.02077163375775, 0.105608779824629, 0.7778269524966328, 100.06464511596901, 0.2722755654772431, 0.6453042893865624, 88.02562453157883, 0.381247021276909, 0.7064852830325209, 86.05726516611006, 0.3806693326661429, 0.6131965374116293, 83.99750111768653, 0.4588540731545672, 0.5785633350478243, 80.01855700934463, 0.675569666097528, 0.3080634052158782, 75.99225260781644, 0.8639736568655021, 0.0958360049696672, 886.328096972127, 909.9793113966584, 922.4710104329234, 926.4562403079564, 935.6130868890513, 952.7802064162717, 975.6915970932129]|537.4454942165610873|      0.25000000|[368, 24, 8, 32]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
       9|[119.97310757233836, -0.046235294834118, 0.8511147761363187, 110.02077163375775, 0.105608779824629, 0.7778269524966328, 100.06464511596901, 0.2722755654772431, 0.6453042893865624, 88.02562453157883, 0.381247021276909, 0.7064852830325209, 86.05726516611006, 0.3806693326661429, 0.6131965374116293, 83.99750111768653, 0.4588540731545672, 0.5785633350478243, 80.01855700934463, 0.675569666097528, 0.3080634052158782, 75.99225260781644, 0.8639736568655021, 0.0958360049696672, 886.328096972127, 909.9793113966584, 922.4710104329234, 926.4562403079564, 935.6130868890513, 952.7802064162717, 975.6915970932129]|537.4454942165610873|      0.12500000|[414, 27, 9, 36]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
      10|[119.97310757233836, -0.046235294834118, 0.8511147761363187, 110.02077163375775, 0.105608779824629, 0.7778269524966328, 100.06464511596901, 0.2722755654772431, 0.6453042893865624, 88.02562453157883, 0.381247021276909, 0.7064852830325209, 86.05726516611006, 0.3806693326661429, 0.6131965374116293, 83.99750111768653, 0.4588540731545672, 0.5785633350478243, 80.01855700934463, 0.675569666097528, 0.3080634052158782, 75.99225260781644, 0.8639736568655021, 0.0958360049696672, 886.328096972127, 909.9793113966584, 922.4710104329234, 926.4562403079564, 935.6130868890513, 952.7802064162717, 975.6915970932129]|537.4454942165610873|      0.06250000|[460, 30, 10, 40]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      11|[119.97310757233836, -0.046235294834118, 0.8511147761363187, 110.02077163375775, 0.105608779824629, 0.7778269524966328, 100.06464511596901, 0.2722755654772431, 0.6453042893865624, 88.02562453157883, 0.381247021276909, 0.7064852830325209, 86.05726516611006, 0.3806693326661429, 0.6131965374116293, 83.99750111768653, 0.4588540731545672, 0.5785633350478243, 80.01855700934463, 0.675569666097528, 0.3080634052158782, 75.99225260781644, 0.8639736568655021, 0.0958360049696672, 886.328096972127, 909.9793113966584, 922.4710104329234, 926.4562403079564, 935.6130868890513, 952.7802064162717, 975.6915970932129]|537.4454942165610873|      0.03125000|[506, 33, 11, 44]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
