k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.394598652046458, -1.1527686617355504, 0.6022422952123092, 0.4246505840834379, 0.2203927588980373, -0.0974003606317358, 0.5028415205392371]|49980.0156250000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[9.426709047044756, -0.255173766418915, -0.0211420842448661, 1.5674309530211439, -0.2284575734572573, -0.616690792334512, 0.1998087055883706]|17524.3730468750000000|      4.00000000|[17, 5, 1, 6]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[9.426709047044756, -0.255173766418915, -0.0211420842448661, 1.5674309530211439, -0.2284575734572573, -0.616690792334512, 0.1998087055883706]|17524.3730468750000000|      2.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[9.426709047044756, -0.255173766418915, -0.0211420842448661, 1.5674309530211439, -0.2284575734572573, -0.616690792334512, 0.1998087055883706]|17524.3730468750000000|      1.00000000|[35, 11, 1, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[9.426709047044756, -0.255173766418915, -0.0211420842448661, 1.5674309530211439, -0.2284575734572573, -0.616690792334512, 0.1998087055883706]|17524.3730468750000000|      0.50000000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[9.426709047044756, -0.255173766418915, -0.0211420842448661, 1.5674309530211439, -0.2284575734572573, -0.616690792334512, 0.1998087055883706]|17524.3730468750000000|      0.25000000|[53, 17, 1, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[9.426709047044756, -0.255173766418915, -0.0211420842448661, 1.5674309530211439, -0.2284575734572573, -0.616690792334512, 0.1998087055883706]|17524.3730468750000000|      0.12500000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[9.414976211136276, -0.203249870568827, -0.0832212512059197, 1.5050668057961618, -0.2066476146707127, -0.6009896510851886, 0.1340368298905139]|11021.6962890625000000|      0.25000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[9.414976211136276, -0.203249870568827, -0.0832212512059197, 1.5050668057961618, -0.2066476146707127, -0.6009896510851886, 0.1340368298905139]|11021.6962890625000000|      0.12500000|[77, 25, 2, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[9.414976211136276, -0.203249870568827, -0.0832212512059197, 1.5050668057961618, -0.2066476146707127, -0.6009896510851886, 0.1340368298905139]|11021.6962890625000000|      0.06250000|[87, 28, 2, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
